seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_2237540	4876	No terminal repeats	NA	4	11	0.9830	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2130998	7584	No terminal repeats	NA	8	11	0.9830	NA	0	11.3329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_81326	5295	No terminal repeats	NA	14	11	0.9830	NA	1	17.7573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_914717	6267	No terminal repeats	NA	4	11	0.9830	NA	4	6.5230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2224140	7177	No terminal repeats	NA	6	11	0.9830	NA	2	8.0862	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3405753	7134	No terminal repeats	NA	12	11	0.9830	NA	3	14.2650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_270622	4558	No terminal repeats	NA	9	11	0.9830	NA	3	10.8518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_499837	4768	No terminal repeats	NA	8	11	0.9830	NA	0	11.7011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2420968	39131	No terminal repeats	NA	34	11	0.9830	NA	14	51.6120	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2131585	5081	No terminal repeats	NA	8	11	0.9830	NA	1	11.5517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2161635	3971	No terminal repeats	NA	6	11	0.9830	NA	0	9.6937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1412940	11912	No terminal repeats	NA	16	11	0.9830	NA	4	24.2642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3068102	18026	No terminal repeats	NA	7	11	0.9830	NA	1	10.6867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae
k141_321236	27564	No terminal repeats	NA	49	11	0.9830	NA	7	64.3413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_982711	6179	No terminal repeats	NA	7	11	0.9830	NA	2	11.8328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae
k141_243385	13449	No terminal repeats	NA	15	11	0.9830	NA	0	19.6839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_846585	8123	No terminal repeats	NA	10	11	0.9830	NA	2	16.2942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2237585	7501	No terminal repeats	NA	12	11	0.9830	NA	3	15.9707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_446382	5848	No terminal repeats	NA	10	11	0.9830	NA	0	11.1974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2119872	7015	No terminal repeats	NA	9	11	0.9830	NA	2	13.4207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1852741	4323	No terminal repeats	NA	7	11	0.9830	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_1199375	6417	No terminal repeats	NA	9	11	0.9830	NA	2	13.4988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3287259	5375	No terminal repeats	NA	7	11	0.9830	NA	2	10.0801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1903676	3913	No terminal repeats	NA	6	11	0.9830	NA	0	8.5195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3831848	2636	No terminal repeats	NA	7	11	0.9830	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_209129	3376	No terminal repeats	NA	4	11	0.9829	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2533480	9806	No terminal repeats	NA	9	11	0.9829	NA	2	11.6563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2605994	2469	No terminal repeats	NA	5	11	0.9829	NA	3	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3124948	9891	No terminal repeats	NA	16	11	0.9829	NA	4	21.0904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_542069	7208	No terminal repeats	NA	11	11	0.9829	NA	3	13.3056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1265278	6582	No terminal repeats	NA	7	11	0.9829	NA	0	9.4187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_2491004	3825	No terminal repeats	NA	8	11	0.9829	NA	2	11.6276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2814578	1083	No terminal repeats	NA	4	11	0.9829	NA	1	6.6627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_3127557	4491	No terminal repeats	NA	5	11	0.9829	NA	1	7.7229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2040192	11040	No terminal repeats	NA	9	11	0.9829	NA	5	12.8784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2139800	4272	No terminal repeats	NA	3	11	0.9829	NA	0	4.8991	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_422417	69250	No terminal repeats	NA	113	11	0.9829	NA	18	135.2005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2605534	4705	No terminal repeats	NA	6	11	0.9829	NA	3	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_2816885	7858	No terminal repeats	NA	9	11	0.9829	NA	3	12.7325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3054636	17360	No terminal repeats	NA	18	11	0.9829	NA	4	25.6867	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2432589	3744	No terminal repeats	NA	6	11	0.9829	NA	0	9.8486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_763743	4456	No terminal repeats	NA	7	11	0.9829	NA	4	9.4888	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_2020352	5743	No terminal repeats	NA	4	11	0.9829	NA	1	5.7216	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2894340	27332	No terminal repeats	NA	30	11	0.9829	NA	9	45.3233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1618350	3723	No terminal repeats	NA	7	11	0.9829	NA	2	9.2331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1859245	5175	No terminal repeats	NA	15	11	0.9829	NA	0	15.2835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_212150	5801	No terminal repeats	NA	7	11	0.9829	NA	5	9.9414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2338500	7007	No terminal repeats	NA	15	11	0.9829	NA	0	19.6899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_599688	3196	No terminal repeats	NA	6	11	0.9829	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_755197	5198	No terminal repeats	NA	11	11	0.9829	NA	1	11.6004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3533783	2410	No terminal repeats	NA	6	11	0.9829	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_755329	13914	No terminal repeats	NA	16	11	0.9828	NA	4	21.0650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2940285	4879	No terminal repeats	NA	10	11	0.9828	NA	1	13.0936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3149066	7687	No terminal repeats	NA	15	11	0.9828	NA	3	20.6084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3681183	3159	No terminal repeats	NA	5	11	0.9828	NA	2	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1533291	2124	No terminal repeats	NA	6	11	0.9828	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41715	88619	No terminal repeats	NA	114	11	0.9828	NA	9	130.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_4090856	4646	DTR	NA	8	11	0.9828	NA	3	9.6543	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_3311380	3973	No terminal repeats	NA	6	11	0.9828	NA	5	8.9006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2705779	9691	No terminal repeats	NA	15	11	0.9828	NA	6	20.5980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2498505	4976	No terminal repeats	NA	11	11	0.9828	NA	1	14.0132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_2782788	3180	No terminal repeats	NA	9	11	0.9828	NA	1	13.6549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_105633	1958	No terminal repeats	NA	5	11	0.9828	NA	1	8.3650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_93735	37495	No terminal repeats	NA	30	11	0.9828	NA	10	37.9947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2722469	8683	No terminal repeats	NA	12	11	0.9828	NA	0	16.6752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1051890	2744	No terminal repeats	NA	4	11	0.9828	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_265743	91526	No terminal repeats	NA	115	11	0.9828	NA	24	140.4426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_816890	43221	DTR	NA	53	11	0.9828	NA	12	60.2286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_4033354	8487	No terminal repeats	NA	16	11	0.9828	NA	2	19.2670	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3542652	3403	No terminal repeats	NA	6	11	0.9828	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2604219	6007	No terminal repeats	NA	6	11	0.9828	NA	2	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71255	4971	No terminal repeats	NA	10	11	0.9828	NA	1	16.5592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1907158	6131	No terminal repeats	NA	9	11	0.9828	NA	1	13.7453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2856714	3954	No terminal repeats	NA	6	11	0.9828	NA	4	10.0215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3012753	4584	No terminal repeats	NA	9	11	0.9828	NA	0	10.2948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2842051	25263	No terminal repeats	NA	41	11	0.9828	NA	4	40.9233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2762667	7201	No terminal repeats	NA	11	11	0.9828	NA	1	11.8749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2126113	5877	No terminal repeats	NA	6	11	0.9828	NA	2	9.6695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3091262	3936	No terminal repeats	NA	9	11	0.9828	NA	3	12.0226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14533	5153	No terminal repeats	NA	5	11	0.9828	NA	1	7.7291	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_111789	23780	No terminal repeats	NA	25	11	0.9827	NA	2	31.5701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29593	5916	No terminal repeats	NA	12	11	0.9827	NA	0	14.5203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3262056	21247	No terminal repeats	NA	32	11	0.9827	NA	4	39.8650	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2102709	5703	No terminal repeats	NA	7	15	0.9827	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_288587	5236	No terminal repeats	NA	7	11	0.9827	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_313129	4442	No terminal repeats	NA	4	11	0.9827	NA	3	6.2430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2688372	7345	No terminal repeats	NA	12	11	0.9827	NA	1	18.9011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_680544	2784	No terminal repeats	NA	7	11	0.9827	NA	2	11.4646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2372456	2412	No terminal repeats	NA	5	11	0.9827	NA	2	8.1477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2716705	3952	No terminal repeats	NA	5	11	0.9827	NA	0	6.3295	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
k141_427523	14474	No terminal repeats	NA	20	11	0.9827	NA	4	27.1130	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2877425	3668	No terminal repeats	NA	5	11	0.9827	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2297134	6867	No terminal repeats	NA	8	11	0.9827	NA	2	13.2769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
k141_1212828	19726	No terminal repeats	NA	24	11	0.9827	NA	8	31.8624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_74008	10903	No terminal repeats	NA	26	11	0.9827	NA	1	28.4160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2172320	7001	No terminal repeats	NA	4	11	0.9827	NA	2	6.8720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2357801	2380	No terminal repeats	NA	4	11	0.9827	NA	1	6.8430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3435811	6562	No terminal repeats	NA	8	11	0.9827	NA	1	11.7419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_241042	45700	No terminal repeats	NA	60	11	0.9827	NA	16	81.6031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3221211	4889	No terminal repeats	NA	9	11	0.9827	NA	8	12.6537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2609627	4147	No terminal repeats	NA	7	11	0.9827	NA	1	10.2967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2406580	2723	No terminal repeats	NA	4	11	0.9827	NA	0	6.8643	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2739720	4245	No terminal repeats	NA	8	11	0.9827	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1220237	9032	No terminal repeats	NA	14	11	0.9827	NA	3	19.0949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2804243	6692	No terminal repeats	NA	10	11	0.9827	NA	1	10.5208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2612629	37856	No terminal repeats	NA	31	11	0.9827	NA	10	45.0492	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_171345	7197	No terminal repeats	NA	15	11	0.9827	NA	2	17.7129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2983819	5380	No terminal repeats	NA	8	11	0.9827	NA	2	9.7388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_43034	11436	No terminal repeats	NA	19	11	0.9827	NA	1	23.2004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3297832	2889	No terminal repeats	NA	6	11	0.9827	NA	0	8.8230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3864010	7315	No terminal repeats	NA	11	11	0.9827	NA	1	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2488308	3016	No terminal repeats	NA	6	11	0.9827	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
