ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
QnrB38	3002753	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	7.00	0.00	7.00	33.80	218.00	55.43	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXY-6-1	3002413	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	12.00	0.00	12.00	60.62	531.00	103.50	0	0	0	0	N/A	N/A		876	OXY beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
mdtP	3003550	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	38.00	0.00	38.00	100.00	1467.00	189.66	0	0	0	0	N/A	N/A		1467	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
aadA4	3002604	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	15.00	0.00	15.00	88.85	701.00	194.47	0	0	0	0	N/A	N/A		789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CMY-9	3002020	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	10.00	0.00	10.00	23.15	266.00	103.50	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephalosporin	antibiotic inactivation
APH(2'')-Ie	3002634	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	1.00	0.00	1.00	3.31	30.00	68.00	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
cphA7	3003103	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas jandaei	2.00	0.00	2.00	22.35	171.00	110.50	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	25.00	0.00	25.00	100.00	633.00	186.08	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	57.00	0.00	57.00	100.00	1374.00	168.12	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
mgrA	3000815	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	1.00	0.00	1.00	3.83	17.00	23.00	0	0	0	0	N/A	N/A		444	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; moenomycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	3.00	0.00	3.00	11.54	181.00	78.67	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	26.00	0.00	26.00	83.33	1015.00	168.23	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Streptomyces lividans cmlR	3002690	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lividans	2.00	0.00	2.00	5.60	66.00	61.50	0	0	0	0	N/A	N/A		1179	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	10.00	0.00	10.00	68.57	288.00	97.20	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	6.00	0.00	6.00	41.51	401.00	199.67	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	130.00	0.00	130.00	99.58	3101.00	177.04	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
arlS	3000839	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	4.57	62.00	45.00	0	0	0	0	N/A	N/A		1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	5.00	0.00	5.00	65.34	541.00	198.80	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-9	3001404	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	8.00	0.00	8.00	42.18	348.00	93.62	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-9-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	54.00	0.00	54.00	100.00	1260.00	194.76	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	2.00	0.00	2.00	22.68	164.00	136.00	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	127.00	0.00	127.00	100.00	1485.00	183.77	0	0	0	0	N/A	N/A		1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	87.00	0.00	87.00	100.00	996.00	138.78	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	1.00	0.00	1.00	3.92	30.00	34.00	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	49.00	0.00	49.00	89.45	1060.00	93.78	0	0	0	0	N/A	N/A		1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
IND-2	3002257	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	2.00	0.00	2.00	2.46	18.00	34.00	0	0	0	0	N/A	N/A		732	IND beta-lactamase	carbapenem	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	2.00	0.00	2.00	34.50	267.00	172.50	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	8.00	0.00	8.00	35.54	290.00	143.62	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
OprN	3000805	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	21.07	299.00	141.50	0	0	0	0	N/A	N/A		1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
JOHN-1	3000840	protein homolog model	CARD	1	100.0	no data	no data	Flavobacterium johnsoniae	1.00	0.00	1.00	20.21	151.00	53.00	0	0	0	0	N/A	N/A		747	JOHN beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
vanXY gene in vanG cluster	3003069	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	5.00	0.00	5.00	57.25	438.00	127.80	0	0	0	0	N/A	N/A		765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
CepS	3003553	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	3.00	0.00	3.00	15.84	182.00	89.67	0	0	0	0	N/A	N/A		1149	CepS beta-lactamase	cephalosporin	antibiotic inactivation
mdtH	3001216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	40.00	0.00	40.00	93.38	1129.00	183.47	0	0	0	0	N/A	N/A		1209	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdtA	3000792	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	41.00	0.00	41.00	100.00	1248.00	191.63	0	0	0	0	N/A	N/A		1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
catB8	3002680	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	0.00	1.00	23.85	151.00	199.00	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	13.00	0.00	13.00	100.00	495.00	185.00	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
QnrVC4	3002801	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	23.00	0.00	23.00	100.00	657.00	186.30	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-4	3001399	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	23.00	0.00	23.00	54.15	450.00	198.26	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
amrB	3002983	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia pseudomallei	45.00	0.00	45.00	35.44	1110.00	103.42	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
tet(B)	3000166	protein homolog model	CARD	1	100.0	no data	no data	Gram-negative bacterium	7.00	0.00	7.00	56.14	677.00	194.71	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(Y)	3000182	protein homolog model	CARD	1	100.0	no data	no data	IncQ plasmid	4.00	0.00	4.00	16.67	196.00	174.50	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
MexA	3000377	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	24.00	0.00	24.00	53.12	612.00	120.04	0	0	0	0	N/A	N/A		1152			antibiotic efflux
blaF	3003562	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	7.00	0.00	7.00	5.08	45.00	50.71	0	0	0	0	N/A	N/A		885	blaF family beta-lactamase	penicillin beta-lactam	antibiotic inactivation
OpmD	3000809	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	53.00	0.00	53.00	29.99	439.00	63.42	0	0	0	0	N/A	N/A		1464	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	215.00	0.00	215.00	100.00	1920.00	194.59	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
mphF	3003071	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	4.00	0.00	4.00	40.56	365.00	127.50	0	0	0	0	N/A	N/A		900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
rosB	3003049	protein homolog model	CARD	1	100.0	no data	no data	Yersinia enterocolitica	3.00	0.00	3.00	19.39	328.00	108.33	0	0	0	0	N/A	N/A		1692	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
tetA(P)	3000180	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	8.00	0.00	8.00	24.23	306.00	105.12	0	0	0	0	N/A	N/A		1263	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
dfrA3	3003105	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pAZ1	3.00	0.00	3.00	66.05	323.00	114.33	0	0	0	0	N/A	N/A		489	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
emrY	3000254	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	35.00	0.00	35.00	100.00	1539.00	191.94	0	0	0	0	N/A	N/A		1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AAC(6')-Is	3002562	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter variabilis	2.00	0.00	2.00	68.25	301.00	197.50	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	82.00	0.00	82.00	59.02	1142.00	109.39	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
clbA	3002814	protein homolog model	CARD	1	100.0	no data	no data	Bacillus amyloliquefaciens	7.00	0.00	7.00	15.62	164.00	57.71	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
vgaA	3002829	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	4.00	0.00	4.00	2.49	39.00	43.00	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
dfrA16	3003014	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	43.25	205.00	180.00	0	0	0	0	N/A	N/A		474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
mdtG	3001329	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	24.00	0.00	24.00	95.19	1168.00	178.38	0	0	0	0	N/A	N/A		1227	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
abeS	3000768	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	8.00	0.00	8.00	84.24	278.00	105.50	0	0	0	0	N/A	N/A		330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminocoumarin antibiotic	antibiotic efflux
OXA-211	3001710	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	174.00	0.00	174.00	100.00	825.00	189.67	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
emrK	3000206	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	27.00	0.00	27.00	100.00	1056.00	195.07	0	0	0	0	N/A	N/A		1056	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ErmF	3000498	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	188.00	0.00	188.00	100.00	801.00	187.86	0	0	0	0	N/A	N/A		801	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
adeJ	3000781	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1045.00	0.00	1045.00	93.55	2972.00	124.33	0	0	0	0	N/A	N/A		3177	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
aadA25	3003197	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	11.00	0.00	11.00	37.25	295.00	188.00	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
emeA	3003551	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	2.00	0.00	2.00	11.00	130.00	81.50	0	0	0	0	N/A	N/A		1182	multidrug and toxic compound extrusion (MATE) transporter	disinfecting agents and antiseptics	antibiotic efflux
aadA	3002601	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	75.00	0.00	75.00	91.41	724.00	185.28	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mecR1	3000215	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	3.19	56.00	67.50	0	0	0	0	N/A	N/A		1758	methicillin resistant PBP2	penicillin beta-lactam	antibiotic target replacement
eptA	3003576	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	41.00	0.00	41.00	95.19	1565.00	176.27	0	0	0	0	N/A	N/A		1644	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
smeF	3003057	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	103.00	0.00	103.00	78.23	1096.00	103.04	0	0	0	0	N/A	N/A		1401	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
AcrS	3000656	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	35.00	0.00	35.00	97.89	649.00	143.31	0	0	0	0	N/A	N/A		663	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
SHV-142	3001184	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	35.08	302.00	201.00	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
CMY-43	3002054	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	26.35	302.00	201.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
tet(31)	3000476	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas salmonicida	2.00	0.00	2.00	24.41	301.00	197.50	0	0	0	0	N/A	N/A		1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AAC(6')-Ih	3002555	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1.00	0.00	1.00	23.81	105.00	137.00	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
Erm(42)	3003106	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	4.00	0.00	4.00	28.48	258.00	131.25	0	0	0	0	N/A	N/A		906	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
cmlv	3002700	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces venezuelae	5.00	0.00	5.00	14.72	193.00	53.60	0	0	0	0	N/A	N/A		1311	chloramphenicol phosphotransferase	phenicol antibiotic	antibiotic inactivation
OXA-347	3001777	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	9.00	0.00	9.00	61.33	506.00	166.33	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
dfrB1	3002864	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	100.00	237.00	147.00	0	0	0	0	N/A	N/A		237	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
AIM-1	3000853	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	12.00	0.00	12.00	80.26	732.00	197.42	0	0	0	0	N/A	N/A		912	AIM beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
PC1 beta-lactamase (blaZ)	3000621	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	5.00	0.00	5.00	7.45	63.00	49.40	0	0	0	0	N/A	N/A		846	BlaZ beta-lactamase	penicillin beta-lactam	antibiotic inactivation
AAC(6')-IIc	3002596	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	0.00	9.00	83.51	486.00	131.22	0	0	0	0	N/A	N/A		582	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-Ij	3002557	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter genomosp.	1.00	0.00	1.00	34.24	151.00	143.00	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
catB2	3002675	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	4.00	0.00	4.00	65.24	413.00	159.25	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
arr-3	3002848	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	23.40	106.00	187.00	0	0	0	0	N/A	N/A		453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
AAC(2')-Ib	3002524	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	2.00	0.00	2.00	12.76	75.00	45.00	0	0	0	0	N/A	N/A		588	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation
tetB(P)	3000195	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	3.00	0.00	3.00	21.18	415.00	129.33	0	0	0	0	N/A	N/A		1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
lnuB	3002836	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	37.00	0.00	37.00	99.00	796.00	175.43	0	0	0	0	N/A	N/A		804	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
MexC	3000800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	29.00	0.00	29.00	54.38	633.00	106.34	0	0	0	0	N/A	N/A		1164	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
mdtB	3000793	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	152.00	0.00	152.00	88.63	2768.00	129.93	0	0	0	0	N/A	N/A		3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
