ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_19723_1 # 3 # 1163 # -1 # ID=5662_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.338	k141_19723	3	1163	-	Strict	50	110.9	vanY gene in vanB cluster	30.49	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	144.40	gnl|BL_ORD_ID|603|hsp_num:0	556			159	792	vancomycin	
k141_23898_3 # 1514 # 3058 # 1 # ID=6843_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.610	k141_23898	1514	3058	+	Strict	700	700.3	Klebsiella pneumoniae KpnH	67.78	3004597	protein homolog model	n/a	n/a	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.39	gnl|BL_ORD_ID|2733|hsp_num:0	3299			0	1527	erythromycin; gentamicin C; ciprofloxacin; spectinomycin; streptomycin; tobramycin; ceftazidime; ertapenem; piperacillin; azithromycin; imipenem; polymyxin B; polymyxin B1; polymyxin B2; polymyxin B3; polymyxin B4; norfloxacin; ticarcillin; gentamicin	
k141_1914998_2 # 1820 # 2944 # -1 # ID=7236_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.623	k141_1914998	1820	2944	-	Strict	175	176.0	vanT gene in vanG cluster	31.94	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.53	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1059	2112	vancomycin	
k141_30873_1 # 2 # 1636 # 1 # ID=8692_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.481	k141_30873	2	1636	+	Strict	175	191.8	vanT gene in vanG cluster	33.6	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	76.40	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_34107_1 # 873 # 1217 # 1 # ID=9685_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.333	k141_34107	873	1217	+	Strict	75	95.5	qacG	49.5	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	309	benzalkonium chloride	
k141_1923901_2 # 454 # 3582 # 1 # ID=9737_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.300	k141_1923901	454	3582	+	Strict	750	818.1	adeF	44.58	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3126	tetracycline	
k141_38516_3 # 1632 # 2126 # 1 # ID=10843_3;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=3bp;gc_cont=0.323	k141_38516	1632	2126	+	Perfect	300	332.4	dfrF	100.0	3002867	protein homolog model	n/a	n/a	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	100.00	gnl|BL_ORD_ID|3|hsp_num:0	5			0	492	trimethoprim	
k141_43492_1 # 398 # 1873 # 1 # ID=12148_1;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.400	k141_43492	398	1873	+	Perfect	950	941.4	msrE	100.0	3003109	protein homolog model	n/a	n/a	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	gnl|BL_ORD_ID|28|hsp_num:0	33			0	1473	erythromycin	
k141_43492_2 # 1929 # 2813 # 1 # ID=12148_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	k141_43492	1929	2813	+	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_44396_3 # 1508 # 3958 # 1 # ID=12403_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=6bp;gc_cont=0.307	k141_44396	1508	3958	+	Strict	175	203.8	vanT gene in vanG cluster	33.33	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	114.61	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2127	vancomycin	
k141_46097_1 # 84 # 3185 # 1 # ID=12882_1;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.452	k141_46097	84	3185	+	Strict	750	769.6	adeF	41.87	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	97.54	gnl|BL_ORD_ID|133|hsp_num:0	153			15	3126	tetracycline	
k141_1939959_1 # 3 # 548 # 1 # ID=14215_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.407	k141_1939959	3	548	+	Strict	50	74.3	vanY gene in vanB cluster	56.14	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	67.54	gnl|BL_ORD_ID|603|hsp_num:0	556			492	663	vancomycin	
k141_1943144_2 # 788 # 3490 # -1 # ID=15118_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.478	k141_1943144	788	3490	-	Strict	300	309.3	tet(36)	31.42	3000197	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	140.62	gnl|BL_ORD_ID|1676|hsp_num:0	1708			0	1839	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_55697_8 # 8105 # 10564 # 1 # ID=15672_8;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;gc_cont=0.354	k141_55697	8105	10564	+	Strict	175	219.2	vanT gene in vanG cluster	36.61	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.03	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_1948018_3 # 2010 # 2999 # 1 # ID=16479_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.433	k141_1948018	2010	2999	+	Strict	200	200.3	vanH gene in vanB cluster	36.28	3002943	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	101.86	gnl|BL_ORD_ID|4674|hsp_num:0	626			12	948	vancomycin	
k141_59275_1 # 20 # 3148 # 1 # ID=16695_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.298	k141_59275	20	3148	+	Strict	750	847.4	adeF	45.92	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3120	tetracycline	
k141_62730_1 # 1 # 2106 # -1 # ID=17778_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610	k141_62730	1	2106	-	Strict	750	811.2	adeF	61.88	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	66.29	gnl|BL_ORD_ID|133|hsp_num:0	153			0	2103	tetracycline	
k141_66889_10 # 6917 # 8356 # 1 # ID=19011_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.247	k141_66889	6917	8356	+	Perfect	900	984.6	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	100.0	3002597	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside bifunctional resistance protein	100.00	gnl|BL_ORD_ID|4824|hsp_num:0	1814			0	1437	dibekacin; amikacin; sisomicin; netilmicin; kanamycin A; tobramycin; gentamicin A; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin	
k141_1959874_4 # 2078 # 2941 # 1 # ID=19901_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.329	k141_1959874	2078	2941	+	Perfect	500	594.0	ANT(6)-Ia	100.0	3002626	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	gnl|BL_ORD_ID|842|hsp_num:0	914			0	861	streptomycin	
k141_71242_1 # 196 # 1026 # 1 # ID=20227_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.345	k141_71242	196	1026	+	Perfect	500	546.6	OXA-1	100.0	3001396	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1804|hsp_num:0	1952			0	828	cloxacillin; oxacillin; amoxicillin; piperacillin; ampicillin; cefalotin	
k141_74788_2 # 601 # 1089 # -1 # ID=21148_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.364	k141_74788	601	1089	-	Strict	150	170.6	nimF	56.21	3007108	protein homolog model	n/a	n/a	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	107.28	gnl|BL_ORD_ID|4786|hsp_num:0	5781			0	453		
k141_1964563_2 # 538 # 1290 # -1 # ID=21242_2;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=11-12bp;gc_cont=0.319	k141_1964563	538	1290	-	Strict	50	62.4	vanY gene in vanB cluster	31.41	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	93.28	gnl|BL_ORD_ID|603|hsp_num:0	556			324	768	vancomycin	
k141_76405_1 # 55 # 1179 # 1 # ID=21561_1;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.456	k141_76405	55	1179	+	Strict	175	196.4	vanT gene in vanG cluster	32.88	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.53	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2118	vancomycin	
k141_88615_9 # 5037 # 5615 # -1 # ID=24937_9;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.359	k141_88615	5037	5615	-	Strict	50	164.9	vanY gene in vanB cluster	54.35	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	71.64	gnl|BL_ORD_ID|603|hsp_num:0	556			252	666	vancomycin	
k141_1977826_4 # 3962 # 5092 # -1 # ID=25095_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.658	k141_1977826	3962	5092	-	Strict	175	209.1	vanT gene in vanG cluster	33.51	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.81	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_1978162_2 # 793 # 1122 # 1 # ID=25200_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.318	k141_1978162	793	1122	+	Strict	75	104.0	qacJ	47.52	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	303	benzalkonium chloride	
k141_1978581_5 # 4188 # 5378 # -1 # ID=25313_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.323	k141_1978581	4188	5378	-	Strict	50	114.0	vanY gene in vanB cluster	31.67	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	147.76	gnl|BL_ORD_ID|603|hsp_num:0	556			165	792	vancomycin	
k141_92299_2 # 441 # 1304 # 1 # ID=25963_2;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.582	k141_92299	441	1304	+	Strict	400	476.1	ArnT	77.62	3005053	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	52.27	gnl|BL_ORD_ID|2784|hsp_num:0	3795			0	858	colistin A; colistin B	
k141_1982247_3 # 1161 # 1982 # 1 # ID=26447_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.619	k141_1982247	1161	1982	+	Strict	50	119.4	vanY gene in vanG cluster	39.46	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	97.85	gnl|BL_ORD_ID|4731|hsp_num:0	298			297	816	vancomycin	
k141_94286_18 # 20091 # 21185 # -1 # ID=26492_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.256	k141_94286	20091	21185	-	Strict	175	176.8	vanT gene in vanG cluster	31.71	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	51.12	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1032	2118	vancomycin	
k141_95011_2 # 447 # 1271 # 1 # ID=26718_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.259	k141_95011	447	1271	+	Perfect	500	551.6	OXA-347	100.0	3001777	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|638|hsp_num:0	690			0	822	cloxacillin; oxacillin; cefalotin	
k141_1986547_1 # 249 # 1064 # -1 # ID=27699_1;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.561	k141_1986547	249	1064	-	Strict	500	520.8	APH(3')-Ib	94.83	3002642	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	gnl|BL_ORD_ID|773|hsp_num:0	835			0	813	neomycin; ribostamycin; kanamycin A; gentamicin B; paromomycin; lividomycin; gentamicin	
k141_1986547_2 # 1113 # 1928 # -1 # ID=27699_2;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.523	k141_1986547	1113	1928	-	Strict	450	531.2	ANT(3'')-IIa	99.63	3004089	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	83.90	gnl|BL_ORD_ID|2382|hsp_num:0	2752			162	969	spectinomycin; streptomycin	
k141_1986547_3 # 1921 # 2721 # -1 # ID=27699_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.419	k141_1986547	1921	2721	-	Perfect	500	530.8	OXA-10	100.0	3001405	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1453|hsp_num:0	1587			0	798	cloxacillin; oxacillin; cefalotin	
k141_1986547_4 # 2986 # 4245 # -1 # ID=27699_4;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.554	k141_1986547	2986	4245	-	Perfect	750	805.8	cmlA5	100.0	3002695	protein homolog model	n/a	n/a	phenicol antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|222|hsp_num:0	245			0	1257	chloramphenicol	
k141_1986547_5 # 4460 # 5059 # -1 # ID=27699_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.532	k141_1986547	4460	5059	-	Strict	275	399.1	AAC(6')-Ib9	98.48	3002580	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	98.03	gnl|BL_ORD_ID|920|hsp_num:0	993			15	609	amikacin; kanamycin A; tobramycin	
k141_1990354_2 # 605 # 1108 # 1 # ID=28711_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.315	k141_1990354	605	1108	+	Strict	150	180.6	nimA	55.56	3007104	protein homolog model	n/a	n/a	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	94.89	gnl|BL_ORD_ID|4783|hsp_num:0	5777			0	480	metronidazole	
k141_1992603_2 # 1153 # 3630 # -1 # ID=29388_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.519	k141_1992603	1153	3630	-	Strict	175	197.2	vanT gene in vanG cluster	35.5	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.87	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_105997_2 # 1178 # 4315 # -1 # ID=29815_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.627	k141_105997	1178	4315	-	Strict	750	904.8	adeF	47.19	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.68	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3150	tetracycline	
k141_2004035_2 # 128 # 937 # -1 # ID=32770_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.417	k141_2004035	128	937	-	Strict	50	148.3	vanY gene in vanB cluster	39.0	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	100.37	gnl|BL_ORD_ID|603|hsp_num:0	556			216	795	vancomycin	
k141_2005124_2 # 1034 # 4150 # 1 # ID=33098_2;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.372	k141_2005124	1034	4150	+	Strict	750	782.7	adeF	41.98	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.11	gnl|BL_ORD_ID|133|hsp_num:0	153			12	3126	tetracycline	
k141_119512_3 # 2218 # 3036 # 1 # ID=33757_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.297	k141_119512	2218	3036	+	Strict	50	147.5	vanW gene in vanG cluster	36.68	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	96.80	gnl|BL_ORD_ID|4742|hsp_num:0	1622			84	666	vancomycin	
k141_2008265_1 # 393 # 725 # -1 # ID=34088_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.498	k141_2008265	393	725	-	Strict	75	77.4	qacG	36.54	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_2009275_2 # 172 # 1791 # 1 # ID=34396_2;partial=01;start_type=ATG;rbs_motif=AAA;rbs_spacer=11bp;gc_cont=0.417	k141_2009275	172	1791	+	Strict	300	721.1	poxtA	66.42	3004470	protein homolog model	n/a	n/a	tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	99.63	gnl|BL_ORD_ID|2511|hsp_num:0	2904			0	1608	tetracycline; doxycycline; linezolid; chloramphenicol; florfenicol	
k141_121806_1 # 1 # 984 # 1 # ID=34399_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	k141_121806	1	984	+	Strict	500	563.1	OXA-2	99.64	3001397	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	118.91	gnl|BL_ORD_ID|1024|hsp_num:0	1118			0	825	cloxacillin; oxacillin; ceftazidime; amoxicillin; meropenem; ampicillin; cefalotin	
k141_2009633_2 # 1250 # 2134 # 1 # ID=34515_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.389	k141_2009633	1250	2134	+	Strict	500	543.5	mphG	90.48	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_122734_5 # 4096 # 7224 # -1 # ID=34669_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.407	k141_122734	4096	7224	-	Strict	750	862.4	adeF	45.82	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	98.39	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3120	tetracycline	
k141_122982_1 # 3 # 1181 # 1 # ID=34735_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.404	k141_122982	3	1181	+	Strict	175	204.9	vanT gene in vanG cluster	35.04	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	55.06	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1023	2118	vancomycin	
