ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_102904_2 # 567 # 902 # -1 # ID=14477_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.583	k141_102904	567	902	-	Strict	75	107.5	qacJ	45.71	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4661|hsp_num:0	5730			3	318	benzalkonium chloride	
k141_43071_2 # 260 # 1042 # 1 # ID=15816_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.415	k141_43071	260	1042	+	Strict	200	234.2	ANT(3'')-IIc	48.24	3004091	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.39	gnl|BL_ORD_ID|2358|hsp_num:0	2755			15	762	spectinomycin; streptomycin	
k141_73642_18 # 14865 # 15200 # -1 # ID=15883_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.637	k141_73642	14865	15200	-	Strict	75	101.7	qacG	44.23	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_165642_2 # 480 # 3629 # 1 # ID=16794_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.634	k141_165642	480	3629	+	Strict	750	842.0	adeF	46.38	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.06	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3102	tetracycline	
k141_75280_5 # 2654 # 3004 # -1 # ID=17981_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.684	k141_75280	2654	3004	-	Strict	75	87.0	qacG	40.38	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	108.41	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_136886_1 # 26 # 1672 # -1 # ID=18738_1;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.625	k141_136886	26	1672	-	Strict	400	425.2	ArnT	41.93	3005053	protein homolog model	n/a	n/a	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	99.46	gnl|BL_ORD_ID|2784|hsp_num:0	3795			27	1638	colistin A; colistin B	
k141_46711_5 # 2646 # 3062 # -1 # ID=20108_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612	k141_46711	2646	3062	-	Strict	100	177.6	FosA8	60.29	3007371	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	97.87	gnl|BL_ORD_ID|4907|hsp_num:0	5899			0	408	fosfomycin	
k141_138802_1 # 2 # 2836 # -1 # ID=20702_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.438	k141_138802	2	2836	-	Strict	750	1055.4	adeF	58.79	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	89.24	gnl|BL_ORD_ID|133|hsp_num:0	153			243	3072	tetracycline	
k141_139170_1 # 2 # 547 # 1 # ID=21190_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.445	k141_139170	2	547	+	Strict	200	305.1	ANT(3'')-IIc	81.82	3004091	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	69.88	gnl|BL_ORD_ID|2358|hsp_num:0	2755			243	771	spectinomycin; streptomycin	
k141_49009_1 # 3 # 2213 # -1 # ID=22798_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.645	k141_49009	3	2213	-	Strict	750	790.8	adeF	56.81	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	69.59	gnl|BL_ORD_ID|133|hsp_num:0	153			306	2505	tetracycline	
k141_82748_1 # 2 # 2533 # 1 # ID=26340_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.607	k141_82748	2	2533	+	Strict	750	1031.6	adeF	64.99	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	79.60	gnl|BL_ORD_ID|133|hsp_num:0	153			648	3141	tetracycline	
k141_84622_6 # 4320 # 4652 # -1 # ID=28401_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.390	k141_84622	4320	4652	-	Strict	75	98.6	qacG	48.11	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			0	318	benzalkonium chloride	
k141_176590_2 # 798 # 2273 # 1 # ID=28667_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.400	k141_176590	798	2273	+	Perfect	950	941.4	msrE	100.0	3003109	protein homolog model	n/a	n/a	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	gnl|BL_ORD_ID|28|hsp_num:0	33			0	1473	erythromycin	
k141_176590_3 # 2329 # 3213 # 1 # ID=28667_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	k141_176590	2329	3213	+	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_86208_3 # 1586 # 2035 # 1 # ID=30043_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.604	k141_86208	1586	2035	+	Strict	200	207.6	Pseudomonas aeruginosa soxR	69.01	3004107	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	95.51	gnl|BL_ORD_ID|2396|hsp_num:0	2775			18	444	tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan	
k141_86691_2 # 306 # 722 # -1 # ID=30568_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.616	k141_86691	306	722	-	Strict	100	172.9	FosA8	60.29	3007371	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	97.87	gnl|BL_ORD_ID|4907|hsp_num:0	5899			0	408	fosfomycin	
k141_88873_2 # 618 # 806 # -1 # ID=32964_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.529	k141_88873	618	806	-	Strict	100	100.5	rsmA	92.73	3005069	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	101.64	gnl|BL_ORD_ID|2793|hsp_num:0	3807			0	165	trimethoprim; chloramphenicol	
k141_58868_1 # 3 # 1679 # -1 # ID=33275_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.661	k141_58868	3	1679	-	Strict	750	764.2	adeF	71.1	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	52.79	gnl|BL_ORD_ID|133|hsp_num:0	153			426	2112	tetracycline	
