sample_id	aro_id	card_hit_name	diamond_read_hits	mean_pident	mean_bitscore	max_bitscore
I_11-12	ARO:3000343	tap	51	59.952941	54.943137	90.900000
I_11-12	ARO:3000347	ErmA	2566	60.174084	56.882736	103.000000
I_11-12	ARO:3000361	EreA	1028	82.434630	79.235214	105.000000
I_11-12	ARO:3000363	EreB	2649	79.107097	81.288260	113.000000
I_11-12	ARO:3000368	vanC	4640	55.068879	49.625582	87.000000
I_11-12	ARO:3000375	ErmB	5138	95.681063	87.024017	111.000000
I_11-12	ARO:3000377	MexA	12433	57.612869	54.414831	90.900000
I_11-12	ARO:3000378	MexB	117317	60.405177	57.928553	102.000000
I_11-12	ARO:3000379	OprM	14706	58.843112	52.944376	89.000000
I_11-12	ARO:3000391	norA	118	49.706780	48.566949	95.900000
I_11-12	ARO:3000392	Erm(37)	9	47.400000	41.500000	53.900000
I_11-12	ARO:3000410	sul1	5909	94.274107	85.473227	110.000000
I_11-12	ARO:3000412	sul2	5243	62.709384	58.283349	104.000000
I_11-12	ARO:3000413	sul3	4767	50.268911	48.955255	105.000000
I_11-12	ARO:3000421	norB	1307	59.018745	57.982862	86.700000
I_11-12	ARO:3000444	rphA	3592	57.907823	52.069516	90.100000
I_11-12	ARO:3000448	QepA1	1360	49.685074	48.381691	84.700000
I_11-12	ARO:3000449	FomB	1	62.500000	69.300000	69.300000
I_11-12	ARO:3000462	mgtA	94	50.934043	48.511702	82.400000
I_11-12	ARO:3000463	gimA	100	52.251000	49.869000	82.400000
I_11-12	ARO:3000467	NDM-5	15	68.893333	68.686667	111.000000
I_11-12	ARO:3000476	tet(31)	4902	56.252387	56.053998	106.000000
I_11-12	ARO:3000478	tet(33)	3828	60.430799	57.437226	105.000000
I_11-12	ARO:3000481	tet(35)	3750	60.393653	54.598773	99.000000
I_11-12	ARO:3000491	acrD	110662	59.691800	57.855410	111.000000
I_11-12	ARO:3000495	ErmD	1390	47.468489	44.142518	53.500000
I_11-12	ARO:3000498	ErmF	6781	89.464106	84.988881	107.000000
I_11-12	ARO:3000499	AcrE	13709	57.774105	55.285105	106.000000
I_11-12	ARO:3000501	rpoB2	120695	66.259712	68.493193	108.000000
I_11-12	ARO:3000502	AcrF	123309	59.586397	57.128702	112.000000
I_11-12	ARO:3000504	golS	2672	56.773952	55.527358	92.000000
I_11-12	ARO:3000508	gadX	651	70.957757	67.833948	105.000000
I_11-12	ARO:3000510	Saur_mupB_MUP	28705	53.784975	54.880638	92.000000
I_11-12	ARO:3000516	emrR	507	89.207298	82.363905	111.000000
I_11-12	ARO:3000518	CRP	4493	79.669775	77.368996	106.000000
I_11-12	ARO:3000521	Saur_mupA_MUP	30774	53.455784	54.670124	112.000000
I_11-12	ARO:3000522	ErmG	1878	63.322417	62.870714	109.000000
I_11-12	ARO:3000526	cmeR	88	45.364773	41.321591	53.100000
I_11-12	ARO:3000533	macA	3660	54.281557	50.656776	87.400000
I_11-12	ARO:3000535	macB	41807	56.743895	52.776545	95.900000
I_11-12	ARO:3000549	adeS	2955	47.569679	47.286464	90.500000
I_11-12	ARO:3000553	adeR	37707	47.314308	46.886851	103.000000
I_11-12	ARO:3000556	tet(44)	28582	62.019257	59.873945	110.000000
I_11-12	ARO:3000559	adeN	825	63.098788	65.089091	103.000000
I_11-12	ARO:3000561	tet(30)	5625	56.195396	55.393262	94.400000
I_11-12	ARO:3000565	tet(38)	192	55.677083	52.794792	75.500000
I_11-12	ARO:3000566	tet(39)	9234	82.343253	77.542289	108.000000
I_11-12	ARO:3000567	tet(40)	1425	85.292561	80.387509	109.000000
I_11-12	ARO:3000569	tet(41)	8076	63.424170	63.226362	90.100000
I_11-12	ARO:3000572	tet(42)	2221	50.984962	47.021162	85.100000
I_11-12	ARO:3000573	tet(43)	453	59.105519	53.320309	92.800000
I_11-12	ARO:3000578	CcrA	172	60.365116	67.493023	113.000000
I_11-12	ARO:3000579	Cmen_BlaB	18	48.750000	59.250000	82.400000
I_11-12	ARO:3000582	L1_BLA	21	48.528571	47.357143	85.900000
I_11-12	ARO:3000589	NDM-1	16	81.431250	82.162500	111.000000
I_11-12	ARO:3000590	NDM-2	15	80.193333	80.440000	111.000000
I_11-12	ARO:3000592	ErmN	19	42.652632	39.473684	42.400000
I_11-12	ARO:3000593	ErmQ	1155	46.909957	48.065541	108.000000
I_11-12	ARO:3000594	ErmR	268	50.680970	45.304104	72.800000
I_11-12	ARO:3000595	ErmT	2877	63.282134	61.520820	106.000000
I_11-12	ARO:3000596	ErmX	1012	74.913538	70.184387	110.000000
I_11-12	ARO:3000598	Erm(31)	690	58.210290	57.399130	87.800000
I_11-12	ARO:3000599	Erm(33)	2454	61.325020	60.626773	106.000000
I_11-12	ARO:3000600	Erm(34)	201	44.512438	41.475622	51.200000
I_11-12	ARO:3000601	Erm(38)	496	64.454637	64.525806	94.000000
I_11-12	ARO:3000602	Erm(39)	618	61.651618	62.367638	95.500000
I_11-12	ARO:3000603	Erm(41)	8	40.450000	38.762500	43.500000
I_11-12	ARO:3000604	Erm(35)	6587	73.195901	70.958524	94.000000
I_11-12	ARO:3000605	Erm(36)	693	58.616739	59.395815	108.000000
I_11-12	ARO:3000606	FEZ-1	29	49.317241	47.624138	68.200000
I_11-12	ARO:3000614	mef(E)	172	66.420349	63.665698	97.400000
I_11-12	ARO:3000616	mel	9588	82.959960	78.255559	103.000000
I_11-12	ARO:3000617	mecA	1810	45.865746	44.815580	102.000000
I_11-12	ARO:3000620	adeL	4647	49.465462	47.095459	103.000000
I_11-12	ARO:3000621	PC1_blaZ	42	51.400000	51.333333	75.500000
I_11-12	ARO:3000656	AcrS	1594	62.987453	57.721205	110.000000
I_11-12	ARO:3000676	H-NS	1552	66.689046	53.879059	106.000000
I_11-12	ARO:3000746	mepR	3	39.433333	38.766667	40.000000
I_11-12	ARO:3000753	abeM	5786	64.102696	62.159177	106.000000
I_11-12	ARO:3000768	abeS	6346	56.170280	54.186606	79.700000
I_11-12	ARO:3000774	adeA	5916	51.096045	47.705663	95.900000
I_11-12	ARO:3000775	adeB	88869	56.477407	53.766149	105.000000
I_11-12	ARO:3000777	adeF	81309	54.172174	50.775796	105.000000
I_11-12	ARO:3000778	adeG	5591	48.409801	44.818780	99.400000
I_11-12	ARO:3000779	adeH	4797	54.510402	47.068355	95.900000
I_11-12	ARO:3000780	adeI	11594	58.925910	56.428213	101.000000
I_11-12	ARO:3000781	adeJ	115820	59.677797	57.446319	110.000000
I_11-12	ARO:3000782	adeK	16136	59.435257	55.308205	102.000000
I_11-12	ARO:3000783	cmeA	483	45.562112	42.595031	65.500000
I_11-12	ARO:3000784	cmeB	89067	55.444779	52.687400	101.000000
I_11-12	ARO:3000785	cmeC	967	48.129369	42.990589	74.700000
I_11-12	ARO:3000789	mdsA	2449	50.638996	46.745284	88.200000
I_11-12	ARO:3000790	mdsB	85046	53.196939	50.506245	98.600000
I_11-12	ARO:3000791	mdsC	10930	57.811372	51.886597	85.100000
I_11-12	ARO:3000792	mdtA	3363	59.119298	56.751264	105.000000
I_11-12	ARO:3000793	mdtB	41118	58.061628	53.719777	105.000000
I_11-12	ARO:3000794	mdtC	37158	58.901601	54.926716	108.000000
I_11-12	ARO:3000795	mdtE	8846	55.600690	53.137102	105.000000
I_11-12	ARO:3000796	mdtF	117816	59.647793	56.981002	112.000000
I_11-12	ARO:3000800	MexC	5806	57.324888	52.721684	91.700000
I_11-12	ARO:3000801	MexD	93354	56.206020	54.073496	96.700000
I_11-12	ARO:3000802	OprJ	15703	57.425345	52.621741	92.400000
I_11-12	ARO:3000803	MexE	3690	49.751057	45.785366	100.000000
I_11-12	ARO:3000804	MexF	86429	54.244015	50.894348	100.000000
I_11-12	ARO:3000805	OprN	1262	57.161727	47.576070	90.100000
I_11-12	ARO:3000806	MexG	6	63.283333	59.550000	71.200000
I_11-12	ARO:3000807	MexH	765	45.895556	43.206405	74.300000
I_11-12	ARO:3000808	MexI	48869	53.272700	48.091406	91.300000
I_11-12	ARO:3000809	OpmD	492	49.633943	42.392073	79.300000
I_11-12	ARO:3000810	mtrC	6382	52.021686	48.643685	85.500000
I_11-12	ARO:3000811	mtrD	84665	55.401963	51.780098	95.100000
I_11-12	ARO:3000812	mtrE	8655	58.863732	52.383975	84.700000
I_11-12	ARO:3000815	mgrA	1699	45.474102	46.030547	69.300000
I_11-12	ARO:3000816	mtrA	395	43.396456	41.179241	81.600000
I_11-12	ARO:3000822	pmrA	2415	59.159834	60.440414	96.300000
I_11-12	ARO:3000823	ramA	657	59.938052	59.292085	107.000000
I_11-12	ARO:3000826	sdiA	477	71.074843	68.801887	101.000000
I_11-12	ARO:3000830	cpxA	2395	71.472359	70.270522	111.000000
I_11-12	ARO:3000832	evgA	4691	40.766596	42.955233	110.000000
I_11-12	ARO:3000833	evgS	22363	45.636923	44.898117	114.000000
I_11-12	ARO:3000838	arlR	51947	50.543485	48.665779	90.500000
I_11-12	ARO:3000839	arlS	8188	51.479690	50.763447	75.900000
I_11-12	ARO:3000840	JOHN-1	22	59.322727	66.604545	88.600000
I_11-12	ARO:3000841	CGB-1	12	55.808333	62.450000	88.600000
I_11-12	ARO:3000842	EBR-1	26	77.380769	73.326923	110.000000
I_11-12	ARO:3000843	MUS-1	29	50.355172	55.593103	67.400000
I_11-12	ARO:3000844	TUS-1	48	42.770833	49.979167	63.900000
I_11-12	ARO:3000845	GIM-1	29	44.686207	50.072414	63.500000
I_11-12	ARO:3000846	SIM-1	5	44.980000	47.740000	60.100000
I_11-12	ARO:3000847	KHM-1	21	47.633333	47.238095	62.400000
I_11-12	ARO:3000848	DIM-1	12	52.966667	51.441667	64.300000
I_11-12	ARO:3000849	SFH-1	106	66.125472	74.037736	84.700000
I_11-12	ARO:3000850	GOB-1	105	49.350476	43.907619	89.000000
I_11-12	ARO:3000851	THIN-B	93	51.303226	49.679570	74.700000
I_11-12	ARO:3000853	AIM-1	108	62.834259	55.412963	109.000000
I_11-12	ARO:3000854	SMB-1	64	49.920312	52.759375	72.000000
I_11-12	ARO:3000855	CAU-1	85	49.104706	44.547059	65.900000
I_11-12	ARO:3000856	BJP-1	61	50.788525	46.849180	81.600000
I_11-12	ARO:3000859	rmtA	3	63.066667	61.333333	79.300000
I_11-12	ARO:3000860	rmtB	5	60.560000	56.780000	99.400000
I_11-12	ARO:3000862	sgm	5	46.860000	46.580000	48.100000
I_11-12	ARO:3000865	oleD	109	51.146789	49.200000	85.500000
I_11-12	ARO:3000866	oleI	124	53.580645	51.257258	75.900000
I_11-12	ARO:3000877	TEM-5	3	45.433333	43.000000	49.300000
I_11-12	ARO:3000878	TEM-6	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000879	TEM-7	266	57.648120	49.223684	90.900000
I_11-12	ARO:3000881	TEM-9	1	83.700000	91.700000	91.700000
I_11-12	ARO:3000883	TEM-11	20	57.430000	54.065000	90.900000
I_11-12	ARO:3000887	TEM-16	58	56.722414	51.703448	90.900000
I_11-12	ARO:3000888	TEM-17	2	85.600000	90.900000	90.900000
I_11-12	ARO:3000891	TEM-20	44	61.347727	62.293182	83.200000
I_11-12	ARO:3000892	TEM-21	173	61.649711	59.693642	82.400000
I_11-12	ARO:3000894	TEM-24	3	45.433333	43.000000	49.300000
I_11-12	ARO:3000898	TEM-28	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000899	TEM-29	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000902	TEM-32	20	58.390000	58.830000	70.900000
I_11-12	ARO:3000903	TEM-33	3	63.566667	65.233333	83.600000
I_11-12	ARO:3000904	TEM-34	169	59.962722	50.585207	90.900000
I_11-12	ARO:3000905	TEM-35	2	66.450000	70.100000	83.600000
I_11-12	ARO:3000906	TEM-36	3	48.333333	50.833333	57.400000
I_11-12	ARO:3000907	TEM-37	2	48.950000	55.650000	57.000000
I_11-12	ARO:3000909	TEM-39	135	61.212593	61.869630	69.300000
I_11-12	ARO:3000910	TEM-40	2	48.950000	55.650000	57.000000
I_11-12	ARO:3000911	TEM-42	248	58.179032	49.607661	80.500000
I_11-12	ARO:3000912	TEM-43	40	57.332500	56.522500	90.900000
I_11-12	ARO:3000914	TEM-45	3	63.566667	65.233333	83.600000
I_11-12	ARO:3000916	TEM-47	117	58.947863	51.543590	80.500000
I_11-12	ARO:3000917	TEM-48	2	72.700000	71.600000	71.600000
I_11-12	ARO:3000921	TEM-52	51	59.984314	59.988235	83.200000
I_11-12	ARO:3000924	TEM-55	3	48.900000	52.800000	68.600000
I_11-12	ARO:3000926	TEM-57	58	52.360345	49.472414	92.000000
I_11-12	ARO:3000928	TEM-59	13	58.346154	57.846154	90.900000
I_11-12	ARO:3000930	TEM-61	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000931	TEM-63	13	57.200000	59.338462	67.800000
I_11-12	ARO:3000934	TEM-67	2	68.400000	70.650000	80.500000
I_11-12	ARO:3000938	TEM-72	223	59.744395	52.355157	83.200000
I_11-12	ARO:3000939	TEM-73	3	63.566667	65.233333	83.600000
I_11-12	ARO:3000941	TEM-75	277	57.520217	49.235740	90.900000
I_11-12	ARO:3000942	TEM-76	2	50.750000	42.750000	47.800000
I_11-12	ARO:3000944	TEM-78	153	60.391503	60.831373	90.900000
I_11-12	ARO:3000947	TEM-80	289	61.129066	52.134602	83.600000
I_11-12	ARO:3000948	TEM-81	298	61.020805	52.187248	83.600000
I_11-12	ARO:3000949	TEM-82	3	48.333333	50.833333	57.400000
I_11-12	ARO:3000950	TEM-83	6	63.416667	64.833333	83.600000
I_11-12	ARO:3000952	TEM-85	2	72.700000	71.600000	71.600000
I_11-12	ARO:3000953	TEM-86	5	55.680000	54.520000	71.600000
I_11-12	ARO:3000954	TEM-87	20	59.555000	61.580000	90.900000
I_11-12	ARO:3000955	TEM-88	37	64.694595	65.778378	83.200000
I_11-12	ARO:3000956	TEM-89	7	53.428571	49.500000	67.000000
I_11-12	ARO:3000957	TEM-90	261	59.081226	51.441762	77.000000
I_11-12	ARO:3000958	TEM-91	16	56.537500	57.906250	67.800000
I_11-12	ARO:3000959	TEM-92	52	60.244231	60.382692	83.200000
I_11-12	ARO:3000960	TEM-93	36	61.227778	61.608333	72.400000
I_11-12	ARO:3000961	TEM-94	25	59.376000	59.416000	71.600000
I_11-12	ARO:3000962	TEM-95	242	60.554545	55.701240	67.800000
I_11-12	ARO:3000965	TEM-102	66	53.604545	51.095455	80.500000
I_11-12	ARO:3000968	TEM-105	257	59.292218	52.019455	81.300000
I_11-12	ARO:3000969	TEM-106	50	60.042000	60.172000	83.200000
I_11-12	ARO:3000970	TEM-107	32	55.278125	53.418750	67.800000
I_11-12	ARO:3000971	TEM-108	1	61.200000	68.200000	68.200000
I_11-12	ARO:3000972	TEM-109	30	58.150000	56.223333	90.900000
I_11-12	ARO:3000973	TEM-110	4	70.550000	71.250000	91.700000
I_11-12	ARO:3000974	TEM-111	2	72.700000	71.600000	71.600000
I_11-12	ARO:3000975	TEM-112	174	61.628736	59.727011	82.400000
I_11-12	ARO:3000976	TEM-113	48	60.508333	60.714583	83.200000
I_11-12	ARO:3000977	TEM-114	3	45.433333	43.000000	49.300000
I_11-12	ARO:3000978	TEM-115	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000979	TEM-116	62	54.333871	52.348387	90.900000
I_11-12	ARO:3000980	TEM-117	305	58.014754	50.602295	90.900000
I_11-12	ARO:3000981	TEM-118	280	57.490357	49.220000	90.900000
I_11-12	ARO:3000983	TEM-121	4	47.900000	45.550000	52.800000
I_11-12	ARO:3000985	TEM-123	195	59.933333	50.306154	80.500000
I_11-12	ARO:3000986	TEM-124	251	59.912351	52.463745	83.200000
I_11-12	ARO:3000987	TEM-125	74	61.709459	62.277027	83.600000
I_11-12	ARO:3000988	TEM-126	216	59.600463	50.576852	90.900000
I_11-12	ARO:3000989	TEM-127	125	60.366400	59.536800	67.800000
I_11-12	ARO:3000994	TEM-130	3	45.433333	43.400000	49.300000
I_11-12	ARO:3000995	TEM-131	8	50.937500	50.750000	59.700000
I_11-12	ARO:3000996	TEM-132	176	59.285795	49.780682	65.500000
I_11-12	ARO:3000998	TEM-134	16	53.675000	49.118750	52.400000
I_11-12	ARO:3000999	TEM-135	24	58.145833	58.250000	70.900000
I_11-12	ARO:3001000	TEM-136	3	45.433333	43.000000	49.300000
I_11-12	ARO:3001002	TEM-138	1	73.500000	80.500000	80.500000
I_11-12	ARO:3001005	TEM-142	2	72.700000	71.600000	71.600000
I_11-12	ARO:3001013	TEM-146	199	59.970854	50.801005	65.500000
I_11-12	ARO:3001014	TEM-147	18	56.205556	52.622222	92.400000
I_11-12	ARO:3001015	TEM-148	3	57.666667	60.233333	90.900000
I_11-12	ARO:3001016	TEM-149	6	54.616667	55.266667	59.700000
I_11-12	ARO:3001018	TEM-151	19	52.831579	49.389474	57.400000
I_11-12	ARO:3001019	TEM-152	19	52.831579	49.389474	57.400000
I_11-12	ARO:3001020	TEM-154	2	66.450000	70.100000	83.600000
I_11-12	ARO:3001022	TEM-156	137	61.916788	58.137956	67.000000
I_11-12	ARO:3001023	TEM-157	153	52.342484	51.695425	83.600000
I_11-12	ARO:3001024	TEM-158	5	68.300000	69.480000	90.900000
I_11-12	ARO:3001025	TEM-159	51	59.827451	60.276471	83.200000
I_11-12	ARO:3001026	TEM-160	3	48.333333	50.833333	57.400000
I_11-12	ARO:3001028	TEM-162	96	51.535417	54.987500	67.000000
I_11-12	ARO:3001032	TEM-166	104	54.700000	49.446154	88.600000
I_11-12	ARO:3001033	TEM-167	2	72.700000	71.600000	71.600000
I_11-12	ARO:3001034	TEM-168	4	70.550000	71.250000	91.700000
I_11-12	ARO:3001035	TEM-169	74	61.444595	61.100000	83.600000
I_11-12	ARO:3001041	TEM-176	3	78.866667	84.066667	92.400000
I_11-12	ARO:3001042	TEM-177	10	52.520000	52.410000	63.500000
I_11-12	ARO:3001043	TEM-178	277	60.045848	53.826715	74.300000
I_11-12	ARO:3001044	TEM-181	17	46.500000	51.576471	53.900000
I_11-12	ARO:3001045	TEM-183	19	53.878947	50.042105	80.500000
I_11-12	ARO:3001047	TEM-187	260	57.834231	50.176154	91.700000
I_11-12	ARO:3001049	TEM-189	2	66.450000	70.100000	83.600000
I_11-12	ARO:3001050	TEM-190	64	61.151562	61.087500	83.600000
I_11-12	ARO:3001052	TEM-192	323	58.156966	51.150155	90.900000
I_11-12	ARO:3001053	TEM-193	3	47.666667	48.000000	51.600000
I_11-12	ARO:3001054	TEM-194	67	52.176119	46.649254	70.900000
I_11-12	ARO:3001055	TEM-195	132	57.011364	48.337121	90.900000
I_11-12	ARO:3001056	TEM-197	17	46.500000	51.576471	53.900000
I_11-12	ARO:3001057	TEM-198	17	56.747059	53.100000	90.900000
I_11-12	ARO:3001058	TEM-199	300	61.222333	54.154000	80.500000
I_11-12	ARO:3001062	SHV-3	1	50.000000	54.300000	54.300000
I_11-12	ARO:3001063	SHV-4	2	75.000000	78.650000	103.000000
I_11-12	ARO:3001064	SHV-5	1	100.000000	103.000000	103.000000
I_11-12	ARO:3001065	SHV-6	9	99.100000	92.511111	102.000000
I_11-12	ARO:3001066	SHV-7	1	100.000000	103.000000	103.000000
I_11-12	ARO:3001067	SHV-8	10	94.720000	88.230000	102.000000
I_11-12	ARO:3001068	SHV-9	140	66.614286	65.635714	103.000000
I_11-12	ARO:3001070	SHV-11	1	100.000000	88.600000	88.600000
I_11-12	ARO:3001071	SHV-12	109	76.658716	74.612844	103.000000
I_11-12	ARO:3001074	SHV-15	9	77.700000	77.666667	103.000000
I_11-12	ARO:3001076	SHV-18	122	74.118033	72.260656	103.000000
I_11-12	ARO:3001077	SHV-19	28	62.539286	65.850000	72.400000
I_11-12	ARO:3001078	SHV-20	158	63.401899	63.191772	102.000000
I_11-12	ARO:3001079	SHV-21	72	65.437500	65.193056	102.000000
I_11-12	ARO:3001080	SHV-22	133	60.684211	60.144361	103.000000
I_11-12	ARO:3001081	SHV-23	100	67.781000	69.593000	103.000000
I_11-12	ARO:3001082	SHV-24	110	73.395455	69.440909	102.000000
I_11-12	ARO:3001083	SHV-25	56	66.594643	67.107143	97.100000
I_11-12	ARO:3001085	SHV-27	2	64.400000	59.900000	60.100000
I_11-12	ARO:3001090	SHV-32	19	91.526316	73.994737	102.000000
I_11-12	ARO:3001093	SHV-35	49	77.414286	69.267347	103.000000
I_11-12	ARO:3001094	SHV-36	4	97.975000	99.525000	102.000000
I_11-12	ARO:3001095	SHV-37	58	66.850000	66.812069	97.100000
I_11-12	ARO:3001096	SHV-38	3	84.833333	64.200000	79.000000
I_11-12	ARO:3001099	SHV-41	148	70.692568	68.270946	102.000000
I_11-12	ARO:3001100	SHV-42	162	70.878395	69.622222	103.000000
I_11-12	ARO:3001101	SHV-43	31	51.809677	48.470968	79.000000
I_11-12	ARO:3001102	SHV-44	2	72.000000	76.250000	98.200000
I_11-12	ARO:3001103	SHV-45	3	76.266667	74.266667	103.000000
I_11-12	ARO:3001104	SHV-46	2	100.000000	91.000000	103.000000
I_11-12	ARO:3001105	SHV-48	39	54.212821	54.874359	96.700000
I_11-12	ARO:3001106	SHV-49	5	99.600000	89.400000	102.000000
I_11-12	ARO:3001108	SHV-51	11	55.081818	54.436364	58.900000
I_11-12	ARO:3001109	SHV-52	48	78.872917	69.731250	102.000000
I_11-12	ARO:3001110	SHV-53	327	64.376758	64.404281	103.000000
I_11-12	ARO:3001111	SHV-55	1	100.000000	103.000000	103.000000
I_11-12	ARO:3001112	SHV-56	85	79.307059	76.051765	103.000000
I_11-12	ARO:3001113	SHV-57	3	85.100000	66.133333	79.000000
I_11-12	ARO:3001116	SHV-61	66	82.780303	77.045455	103.000000
I_11-12	ARO:3001117	SHV-62	11	53.200000	53.772727	88.600000
I_11-12	ARO:3001118	SHV-63	2	54.200000	54.150000	55.500000
I_11-12	ARO:3001119	SHV-64	107	72.166355	70.073832	103.000000
I_11-12	ARO:3001120	SHV-65	2	58.700000	50.050000	62.000000
I_11-12	ARO:3001121	SHV-66	2	100.000000	95.800000	103.000000
I_11-12	ARO:3001122	SHV-67	5	98.380000	97.340000	102.000000
I_11-12	ARO:3001123	SHV-69	6	90.500000	90.166667	102.000000
I_11-12	ARO:3001124	SHV-70	11	59.472727	57.063636	77.000000
I_11-12	ARO:3001125	SHV-71	10	47.370000	48.870000	59.300000
I_11-12	ARO:3001126	SHV-72	2	54.800000	51.800000	56.600000
I_11-12	ARO:3001127	SHV-73	59	74.393220	65.618644	102.000000
I_11-12	ARO:3001129	SHV-75	2	100.000000	72.800000	79.000000
I_11-12	ARO:3001130	SHV-76	1	51.000000	55.100000	55.100000
I_11-12	ARO:3001131	SHV-77	11	60.309091	50.218182	88.600000
I_11-12	ARO:3001132	SHV-78	13	95.376923	90.007692	103.000000
I_11-12	ARO:3001133	SHV-79	80	77.630000	72.077500	102.000000
I_11-12	ARO:3001134	SHV-80	38	52.031579	53.755263	67.400000
I_11-12	ARO:3001135	SHV-81	1	60.000000	58.500000	58.500000
I_11-12	ARO:3001137	SHV-83	4	97.975000	99.525000	102.000000
I_11-12	ARO:3001138	SHV-84	1	55.100000	56.600000	56.600000
I_11-12	ARO:3001141	SHV-89	106	74.892453	71.700943	103.000000
I_11-12	ARO:3001144	SHV-92	33	89.321212	77.412121	102.000000
I_11-12	ARO:3001145	SHV-93	4	71.975000	64.625000	88.600000
I_11-12	ARO:3001146	SHV-94	2	54.200000	50.300000	58.200000
I_11-12	ARO:3001147	SHV-95	1	56.000000	58.200000	58.200000
I_11-12	ARO:3001148	SHV-96	1	100.000000	88.600000	88.600000
I_11-12	ARO:3001149	SHV-97	2	100.000000	72.800000	79.000000
I_11-12	ARO:3001150	SHV-101	59	83.286441	76.601695	103.000000
