ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
rgt1438	3002883	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces sp.	5.00	0.00	5.00	14.81	183.00	72.40	0	0	0	0	N/A	N/A		1236	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	18.00	0.00	18.00	3.76	59.00	51.83	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	23.00	0.00	23.00	89.98	1096.00	183.65	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	9.00	0.00	9.00	88.57	372.00	87.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
Streptomyces lividans cmlR	3002690	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lividans	8.00	0.00	8.00	14.08	166.00	71.88	0	0	0	0	N/A	N/A		1179	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
vanR gene in vanB cluster	3002921	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	10.00	0.00	10.00	64.25	426.00	127.10	0	0	0	0	N/A	N/A		663	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
IMP-33	3002224	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	14.00	0.00	14.00	17.41	129.00	88.21	0	0	0	0	N/A	N/A		741	IMP beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Ib	3002546	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	34.05	189.00	201.00	0	0	0	0	N/A	N/A		555	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	26.00	0.00	26.00	56.00	541.00	195.96	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
adeS	3000549	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	1.00	0.00	1.00	9.85	107.00	169.00	0	0	0	0	N/A	N/A		1086	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	0.00	4.00	5.80	48.00	56.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
arlS	3000839	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	7.00	0.00	7.00	16.74	227.00	62.57	0	0	0	0	N/A	N/A		1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
bcrC	3003250	protein homolog model	CARD	1	100.0	no data	no data	Bacillus licheniformis	10.00	0.00	10.00	17.48	107.00	68.10	0	0	0	0	N/A	N/A		612	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	5.00	0.00	5.00	22.82	165.00	93.40	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
imiH	3003094	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	26.00	0.00	26.00	42.09	322.00	83.92	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	42.82	370.00	201.00	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	4.00	0.00	4.00	36.98	466.00	198.50	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
ErmN	3000592	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	5.00	0.00	5.00	7.31	64.00	49.60	0	0	0	0	N/A	N/A		876	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	1149.00	0.00	1149.00	100.00	1485.00	183.82	0	0	0	0	N/A	N/A		1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	14.00	0.00	14.00	21.83	167.00	48.36	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	292.00	0.00	292.00	97.97	1161.00	94.38	0	0	0	0	N/A	N/A		1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
CfxA4	3003005	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	149.00	0.00	149.00	100.00	966.00	184.10	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
imiS	3003095	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	9.00	0.00	9.00	33.59	258.00	88.33	0	0	0	0	N/A	N/A		768	CphA beta-lactamase	carbapenem	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	4.00	0.00	4.00	35.79	277.00	199.50	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SHV-78	3001132	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	27.29	235.00	200.50	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-143	3001654	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	10.00	0.00	10.00	6.64	55.00	52.80	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-143-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
TEM-207	3001384	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	20.44	176.00	146.20	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	10.00	0.00	10.00	39.58	323.00	106.80	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
OprN	3000805	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	61.00	0.00	61.00	86.75	1231.00	124.95	0	0	0	0	N/A	N/A		1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
CepS	3003553	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	5.00	0.00	5.00	23.85	274.00	107.60	0	0	0	0	N/A	N/A		1149	CepS beta-lactamase	cephalosporin	antibiotic inactivation
vanXY gene in vanG cluster	3003069	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	12.00	0.00	12.00	49.93	382.00	104.42	0	0	0	0	N/A	N/A		765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	36.00	0.00	36.00	61.45	719.00	102.36	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
smeS	3003067	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	39.00	0.00	39.00	84.97	1193.00	111.54	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
ykkD	3003064	protein homolog model	CARD	1	100.0	no data	no data	Bacillus subtilis	2.00	0.00	2.00	76.42	243.00	201.00	0	0	0	0	N/A	N/A		318	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
mdtH	3001216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	87.00	0.00	87.00	100.00	1209.00	188.97	0	0	0	0	N/A	N/A		1209	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mdtA	3000792	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	94.00	0.00	94.00	100.00	1248.00	166.83	0	0	0	0	N/A	N/A		1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	583.00	0.00	583.00	100.00	996.00	133.38	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
sul3	3000413	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	38.13	302.00	192.50	0	0	0	0	N/A	N/A		792	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
catB8	3002680	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	5.00	0.00	5.00	88.15	558.00	192.00	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
dfrG	3002868	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	21.00	0.00	21.00	100.00	498.00	162.57	0	0	0	0	N/A	N/A		498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
QnrVC4	3002801	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	3.00	0.00	3.00	39.88	262.00	160.00	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
mtrE	3000812	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	50.00	0.00	50.00	43.66	613.00	103.72	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
OXA-4	3001399	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	8.00	0.00	8.00	46.45	386.00	197.88	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
dfrD	3002866	protein homolog model	CARD	1	100.0	no data	no data	Listeria monocytogenes	7.00	0.00	7.00	71.57	350.00	101.14	0	0	0	0	N/A	N/A		489	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
amrB	3002983	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia pseudomallei	147.00	0.00	147.00	56.86	1781.00	102.61	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
catP	3002686	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	8.00	0.00	8.00	17.63	110.00	66.75	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
GES-9	3002338	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	28.59	247.00	200.50	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
MexA	3000377	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	61.00	0.00	61.00	87.41	1007.00	112.16	0	0	0	0	N/A	N/A		1152			antibiotic efflux
tet(B)	3000166	protein homolog model	CARD	1	100.0	no data	no data	Gram-negative bacterium	11.00	0.00	11.00	52.82	637.00	194.27	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(Y)	3000182	protein homolog model	CARD	1	100.0	no data	no data	IncQ plasmid	8.00	0.00	8.00	56.29	662.00	149.62	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
blaF	3003562	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	22.00	0.00	22.00	23.73	210.00	55.86	0	0	0	0	N/A	N/A		885	blaF family beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mphF	3003071	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	14.00	0.00	14.00	63.89	575.00	175.29	0	0	0	0	N/A	N/A		900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	507.00	0.00	507.00	77.88	1507.00	105.82	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
TUS-1	3000844	protein homolog model	CARD	1	100.0	no data	no data	Myroides odoratus	29.00	0.00	29.00	19.81	148.00	58.41	0	0	0	0	N/A	N/A		747	TUS beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
vanR gene in vanL cluster	3002927	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	21.00	0.00	21.00	40.09	279.00	103.19	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	1606.00	0.00	1606.00	100.00	1920.00	194.47	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
AAC(3)-VIIIa	3002542	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	28.00	0.00	28.00	16.61	143.00	60.57	0	0	0	0	N/A	N/A		861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
aadA17	3002617	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas media	4.00	0.00	4.00	46.09	365.00	199.50	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	53.00	0.00	53.00	100.00	495.00	179.74	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
rosB	3003049	protein homolog model	CARD	1	100.0	no data	no data	Yersinia enterocolitica	5.00	0.00	5.00	22.40	379.00	84.00	0	0	0	0	N/A	N/A		1692	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
dfrA3	3003105	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pAZ1	3.00	0.00	3.00	12.47	61.00	91.33	0	0	0	0	N/A	N/A		489	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
LEN-10	3002460	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella variicola	8.00	0.00	8.00	32.29	278.00	200.50	0	0	0	0	N/A	N/A		861	LEN beta-lactamase	penicillin beta-lactam	antibiotic inactivation
emrY	3000254	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	120.00	0.00	120.00	100.00	1539.00	193.87	0	0	0	0	N/A	N/A		1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
OKP-B-8	3002441	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	13.00	0.00	13.00	70.62	608.00	98.15	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
IMP-22	3002213	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas fluorescens	1.00	0.00	1.00	4.32	32.00	46.00	0	0	0	0	N/A	N/A		741	IMP beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(3)-IIIb	3002537	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	9.00	0.00	9.00	26.86	220.00	67.22	0	0	0	0	N/A	N/A		819	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
clbA	3002814	protein homolog model	CARD	1	100.0	no data	no data	Bacillus amyloliquefaciens	30.00	0.00	30.00	15.05	158.00	59.77	0	0	0	0	N/A	N/A		1050	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic	antibiotic target alteration
adeR	3000553	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	0.00	4.00	53.49	398.00	124.25	0	0	0	0	N/A	N/A		744	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
AAC(3)-Ib	3002530	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	36.91	196.00	123.33	0	0	0	0	N/A	N/A		531	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
FOX-7	3002160	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	26.20	301.00	108.50	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin	antibiotic inactivation
lmrB	3002813	protein homolog model	CARD	1	100.0	no data	no data	Bacillus subtilis	4.00	0.00	4.00	15.55	223.00	184.75	0	0	0	0	N/A	N/A		1434	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic; nucleoside antibiotic	antibiotic efflux
dfrA20	3003016	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	5.00	0.00	5.00	15.69	80.00	54.20	0	0	0	0	N/A	N/A		510	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
mdtG	3001329	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	90.00	0.00	90.00	100.00	1227.00	188.42	0	0	0	0	N/A	N/A		1227	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
