sample_id	aro_id	card_hit_name	diamond_read_hits	mean_pident	mean_bitscore	max_bitscore
RW_6	ARO:3000854	SMB-1	53	46.788679	50.264151	68.900000
RW_6	ARO:3000855	CAU-1	72	52.684722	50.548611	103.000000
RW_6	ARO:3000856	BJP-1	64	51.929688	49.398437	63.900000
RW_6	ARO:3000858	armA	1	40.400000	38.100000	38.100000
RW_6	ARO:3000859	rmtA	3	64.600000	59.166667	64.700000
RW_6	ARO:3000860	rmtB	3	74.533333	64.966667	77.800000
RW_6	ARO:3000861	rmtC	4	50.075000	42.875000	45.100000
RW_6	ARO:3000862	sgm	1	43.800000	46.200000	46.200000
RW_6	ARO:3000865	oleD	47	50.982979	49.648936	88.600000
RW_6	ARO:3000866	oleI	51	54.696078	54.241176	70.900000
RW_6	ARO:3000874	TEM-2	17	99.647059	99.858824	106.000000
RW_6	ARO:3000877	TEM-5	1	54.200000	52.800000	52.800000
RW_6	ARO:3000878	TEM-6	26	52.984615	48.388462	50.400000
RW_6	ARO:3000879	TEM-7	170	67.434118	62.216471	105.000000
RW_6	ARO:3000883	TEM-11	100	87.586000	74.700000	105.000000
RW_6	ARO:3000887	TEM-16	131	77.208397	65.170992	103.000000
RW_6	ARO:3000888	TEM-17	86	99.739535	85.043023	107.000000
RW_6	ARO:3000891	TEM-20	49	60.455102	61.926531	72.400000
RW_6	ARO:3000892	TEM-21	72	61.445833	60.751389	79.300000
RW_6	ARO:3000893	TEM-22	6	100.000000	100.933333	106.000000
RW_6	ARO:3000894	TEM-24	1	54.200000	52.800000	52.800000
RW_6	ARO:3000898	TEM-28	26	52.984615	48.388462	50.400000
RW_6	ARO:3000899	TEM-29	26	52.984615	48.388462	50.400000
RW_6	ARO:3000902	TEM-32	19	58.947368	60.573684	71.600000
RW_6	ARO:3000903	TEM-33	30	97.920000	95.526667	106.000000
RW_6	ARO:3000904	TEM-34	189	78.426455	67.814815	107.000000
RW_6	ARO:3000905	TEM-35	1	49.000000	53.900000	53.900000
RW_6	ARO:3000909	TEM-39	76	59.842105	59.626316	70.100000
RW_6	ARO:3000911	TEM-42	163	65.857669	60.265644	107.000000
RW_6	ARO:3000912	TEM-43	123	84.237398	72.723577	104.000000
RW_6	ARO:3000914	TEM-45	1	49.000000	53.900000	53.900000
RW_6	ARO:3000916	TEM-47	146	77.853425	68.598630	107.000000
RW_6	ARO:3000917	TEM-48	1	71.100000	71.600000	71.600000
RW_6	ARO:3000921	TEM-52	51	60.005882	61.505882	72.400000
RW_6	ARO:3000926	TEM-57	32	50.446875	50.078125	65.500000
RW_6	ARO:3000928	TEM-59	71	93.129577	84.267606	107.000000
RW_6	ARO:3000930	TEM-61	25	53.020000	48.400000	50.400000
RW_6	ARO:3000931	TEM-63	11	57.427273	58.672727	67.800000
RW_6	ARO:3000934	TEM-67	53	99.849057	86.273585	107.000000
RW_6	ARO:3000936	TEM-70	1	53.100000	50.100000	50.100000
RW_6	ARO:3000937	TEM-71	21	99.647619	96.804762	107.000000
RW_6	ARO:3000938	TEM-72	210	70.280476	61.524762	107.000000
RW_6	ARO:3000939	TEM-73	1	49.000000	53.900000	53.900000
RW_6	ARO:3000941	TEM-75	189	65.000000	59.613757	105.000000
RW_6	ARO:3000942	TEM-76	1	51.000000	50.800000	50.800000
RW_6	ARO:3000944	TEM-78	158	74.382911	69.550000	104.000000
RW_6	ARO:3000947	TEM-80	83	60.096386	52.222892	66.200000
RW_6	ARO:3000948	TEM-81	83	60.096386	52.222892	66.200000
RW_6	ARO:3000950	TEM-83	2	61.750000	61.400000	68.900000
RW_6	ARO:3000951	TEM-84	5	100.000000	100.200000	102.000000
RW_6	ARO:3000952	TEM-85	1	71.100000	71.600000	71.600000
RW_6	ARO:3000953	TEM-86	2	62.650000	62.200000	71.600000
RW_6	ARO:3000954	TEM-87	72	90.875000	82.547222	103.000000
RW_6	ARO:3000955	TEM-88	41	65.687805	67.468293	75.100000
RW_6	ARO:3000956	TEM-89	38	92.910526	75.221053	107.000000
RW_6	ARO:3000957	TEM-90	117	56.356410	50.862393	67.000000
RW_6	ARO:3000958	TEM-91	79	93.296203	77.307595	105.000000
RW_6	ARO:3000959	TEM-92	86	75.701163	69.933721	107.000000
RW_6	ARO:3000960	TEM-93	40	61.045000	62.435000	72.400000
RW_6	ARO:3000961	TEM-94	23	58.695652	60.269565	71.600000
RW_6	ARO:3000962	TEM-95	112	58.963393	53.265179	103.000000
RW_6	ARO:3000965	TEM-102	125	74.209600	65.220800	107.000000
RW_6	ARO:3000968	TEM-105	74	59.166216	52.594595	70.500000
RW_6	ARO:3000969	TEM-106	56	63.469643	64.850000	103.000000
RW_6	ARO:3000970	TEM-107	38	54.273684	51.460526	67.800000
RW_6	ARO:3000972	TEM-109	109	85.237615	71.967890	104.000000
RW_6	ARO:3000973	TEM-110	1	71.100000	71.600000	71.600000
RW_6	ARO:3000974	TEM-111	1	71.100000	71.600000	71.600000
RW_6	ARO:3000975	TEM-112	94	70.390426	69.151064	105.000000
RW_6	ARO:3000976	TEM-113	50	60.144000	61.696000	72.400000
RW_6	ARO:3000977	TEM-114	1	54.200000	52.800000	52.800000
RW_6	ARO:3000978	TEM-115	26	52.984615	48.388462	50.400000
RW_6	ARO:3000979	TEM-116	149	81.108725	70.654362	107.000000
RW_6	ARO:3000980	TEM-117	201	68.285075	63.635323	107.000000
RW_6	ARO:3000981	TEM-118	193	65.240415	59.893264	105.000000
RW_6	ARO:3000983	TEM-121	43	96.446512	69.006977	102.000000
RW_6	ARO:3000984	TEM-122	36	99.794444	98.291667	107.000000
RW_6	ARO:3000985	TEM-123	112	69.418750	62.986607	107.000000
RW_6	ARO:3000986	TEM-124	162	65.159259	61.187037	107.000000
RW_6	ARO:3000987	TEM-125	26	60.469231	59.873077	66.600000
RW_6	ARO:3000988	TEM-126	206	77.523301	67.355340	105.000000
RW_6	ARO:3000989	TEM-127	49	58.444898	55.248980	69.300000
RW_6	ARO:3000990	TEM-128	11	99.454545	99.218182	103.000000
RW_6	ARO:3000994	TEM-130	1	54.200000	52.800000	52.800000
RW_6	ARO:3000995	TEM-131	4	50.550000	51.525000	58.200000
RW_6	ARO:3000996	TEM-132	188	73.285638	62.093085	105.000000
RW_6	ARO:3000997	TEM-133	5	98.800000	98.960000	103.000000
RW_6	ARO:3000998	TEM-134	26	52.984615	48.388462	50.400000
RW_6	ARO:3000999	TEM-135	25	58.128000	59.780000	71.600000
RW_6	ARO:3001000	TEM-136	1	54.200000	52.800000	52.800000
RW_6	ARO:3001002	TEM-138	58	99.786207	77.675862	104.000000
RW_6	ARO:3001005	TEM-142	1	71.100000	71.600000	71.600000
RW_6	ARO:3001013	TEM-146	47	60.208511	50.863830	57.400000
RW_6	ARO:3001014	TEM-147	27	54.725926	50.411111	103.000000
RW_6	ARO:3001015	TEM-148	79	99.134177	89.656962	107.000000
RW_6	ARO:3001016	TEM-149	5	52.640000	52.080000	58.200000
RW_6	ARO:3001018	TEM-151	36	66.044444	62.600000	104.000000
RW_6	ARO:3001019	TEM-152	26	52.984615	48.388462	50.400000
RW_6	ARO:3001020	TEM-154	1	49.000000	53.900000	53.900000
RW_6	ARO:3001021	TEM-155	6	99.666667	101.533333	105.000000
RW_6	ARO:3001022	TEM-156	62	58.996774	53.004839	67.000000
RW_6	ARO:3001023	TEM-157	115	51.792174	52.290435	67.000000
RW_6	ARO:3001024	TEM-158	59	98.857627	87.184746	104.000000
RW_6	ARO:3001025	TEM-159	55	63.658182	65.083636	103.000000
RW_6	ARO:3001028	TEM-162	97	54.190722	57.245361	103.000000
RW_6	ARO:3001032	TEM-166	168	68.566667	65.063095	107.000000
RW_6	ARO:3001033	TEM-167	1	71.100000	71.600000	71.600000
RW_6	ARO:3001034	TEM-168	1	71.100000	71.600000	71.600000
RW_6	ARO:3001035	TEM-169	50	58.640000	57.160000	70.100000
RW_6	ARO:3001041	TEM-176	83	99.730120	86.874699	107.000000
RW_6	ARO:3001042	TEM-177	8	54.975000	55.025000	63.500000
RW_6	ARO:3001043	TEM-178	144	74.084722	62.101389	105.000000
RW_6	ARO:3001044	TEM-181	10	47.480000	52.800000	53.900000
RW_6	ARO:3001045	TEM-183	109	90.586239	78.042202	107.000000
RW_6	ARO:3001047	TEM-187	190	65.024737	59.124211	105.000000
RW_6	ARO:3001048	TEM-188	1	100.000000	102.000000	102.000000
RW_6	ARO:3001049	TEM-189	1	49.000000	53.900000	53.900000
RW_6	ARO:3001050	TEM-190	48	58.391667	56.983333	70.100000
RW_6	ARO:3001051	TEM-191	3	100.000000	100.666667	102.000000
RW_6	ARO:3001052	TEM-192	191	66.302618	61.446597	107.000000
RW_6	ARO:3001053	TEM-193	2	49.500000	49.850000	50.400000
RW_6	ARO:3001054	TEM-194	31	53.274194	50.587097	59.700000
RW_6	ARO:3001055	TEM-195	142	79.945775	67.857042	104.000000
RW_6	ARO:3001056	TEM-197	10	47.480000	52.800000	53.900000
RW_6	ARO:3001057	TEM-198	102	90.928431	83.263725	107.000000
RW_6	ARO:3001058	TEM-199	147	67.978231	57.955782	102.000000
RW_6	ARO:3001065	SHV-6	1	92.300000	70.900000	70.900000
RW_6	ARO:3001067	SHV-8	1	92.300000	70.900000	70.900000
RW_6	ARO:3001068	SHV-9	114	60.874561	63.060526	83.600000
RW_6	ARO:3001070	SHV-11	2	100.000000	84.700000	95.100000
RW_6	ARO:3001071	SHV-12	65	67.566154	67.821538	95.100000
RW_6	ARO:3001074	SHV-15	2	100.000000	84.700000	95.100000
RW_6	ARO:3001075	SHV-16	1	65.200000	60.100000	60.100000
RW_6	ARO:3001076	SHV-18	65	66.424615	67.206154	82.000000
RW_6	ARO:3001077	SHV-19	15	62.986667	68.060000	73.200000
RW_6	ARO:3001078	SHV-20	105	60.824762	62.145714	76.300000
RW_6	ARO:3001079	SHV-21	33	62.403030	63.818182	73.200000
RW_6	ARO:3001080	SHV-22	95	58.820000	59.390526	79.300000
RW_6	ARO:3001081	SHV-23	51	67.184314	69.309804	82.000000
RW_6	ARO:3001082	SHV-24	53	64.998113	64.524528	80.500000
RW_6	ARO:3001083	SHV-25	40	67.802500	69.917500	80.100000
RW_6	ARO:3001084	SHV-26	1	61.200000	67.000000	67.000000
RW_6	ARO:3001085	SHV-27	2	65.650000	66.650000	67.400000
RW_6	ARO:3001090	SHV-32	5	75.480000	62.640000	70.900000
RW_6	ARO:3001092	SHV-34	1	52.000000	55.800000	55.800000
RW_6	ARO:3001093	SHV-35	20	69.250000	65.285000	95.100000
RW_6	ARO:3001094	SHV-36	1	92.300000	70.900000	70.900000
RW_6	ARO:3001095	SHV-37	41	67.368293	69.546341	80.100000
RW_6	ARO:3001096	SHV-38	6	61.566667	64.000000	70.100000
RW_6	ARO:3001099	SHV-41	107	63.876636	64.292523	77.800000
RW_6	ARO:3001100	SHV-42	81	66.843210	67.965432	82.000000
RW_6	ARO:3001101	SHV-43	22	46.913636	43.672727	56.200000
RW_6	ARO:3001103	SHV-45	2	65.650000	66.650000	67.400000
RW_6	ARO:3001104	SHV-46	1	73.300000	65.900000	65.900000
RW_6	ARO:3001105	SHV-48	29	56.668966	57.793103	75.100000
RW_6	ARO:3001108	SHV-51	7	53.357143	53.428571	58.200000
RW_6	ARO:3001109	SHV-52	21	63.833333	56.142857	73.900000
RW_6	ARO:3001110	SHV-53	195	63.677949	64.814872	82.000000
RW_6	ARO:3001112	SHV-56	51	68.723529	68.484314	95.100000
RW_6	ARO:3001115	SHV-60	1	61.200000	67.000000	67.000000
RW_6	ARO:3001116	SHV-61	29	67.644828	64.279310	77.800000
RW_6	ARO:3001117	SHV-62	12	56.450000	56.600000	95.100000
RW_6	ARO:3001118	SHV-63	2	54.200000	46.400000	54.700000
RW_6	ARO:3001119	SHV-64	66	66.480303	66.295455	95.100000
RW_6	ARO:3001120	SHV-65	4	48.150000	46.950000	51.600000
RW_6	ARO:3001121	SHV-66	2	100.000000	84.700000	95.100000
RW_6	ARO:3001122	SHV-67	3	97.433333	80.100000	95.100000
RW_6	ARO:3001123	SHV-69	3	97.433333	80.100000	95.100000
RW_6	ARO:3001124	SHV-70	4	65.225000	61.300000	66.200000
RW_6	ARO:3001125	SHV-71	16	52.925000	55.837500	70.100000
RW_6	ARO:3001126	SHV-72	7	60.485714	63.000000	70.100000
RW_6	ARO:3001127	SHV-73	26	57.100000	52.596154	70.100000
RW_6	ARO:3001130	SHV-76	1	54.000000	55.800000	55.800000
RW_6	ARO:3001131	SHV-77	2	100.000000	84.700000	95.100000
RW_6	ARO:3001132	SHV-78	5	62.900000	56.620000	70.900000
RW_6	ARO:3001133	SHV-79	38	67.284211	64.784211	95.100000
RW_6	ARO:3001134	SHV-80	19	54.615789	54.731579	69.300000
RW_6	ARO:3001137	SHV-83	1	92.300000	70.900000	70.900000
RW_6	ARO:3001138	SHV-84	1	54.000000	57.000000	57.000000
RW_6	ARO:3001141	SHV-89	64	68.439062	68.504688	95.100000
RW_6	ARO:3001144	SHV-92	14	74.685714	65.078571	95.100000
RW_6	ARO:3001145	SHV-93	4	82.825000	75.675000	95.100000
RW_6	ARO:3001148	SHV-96	2	100.000000	84.700000	95.100000
RW_6	ARO:3001150	SHV-101	23	67.086957	64.356522	77.800000
RW_6	ARO:3001153	SHV-104	16	58.918750	59.106250	64.700000
RW_6	ARO:3001154	SHV-105	9	67.055556	56.888889	67.400000
RW_6	ARO:3001157	SHV-108	8	72.575000	66.987500	95.100000
RW_6	ARO:3001159	SHV-110	2	65.650000	66.650000	67.400000
RW_6	ARO:3001160	SHV-111	10	58.430000	51.560000	70.100000
RW_6	ARO:3001168	SHV-121	51	67.270588	68.123529	80.100000
RW_6	ARO:3001170	SHV-123	96	64.664583	66.006250	95.100000
RW_6	ARO:3001171	SHV-124	123	63.300813	64.643902	82.000000
RW_6	ARO:3001172	SHV-125	105	64.330476	65.891429	82.000000
RW_6	ARO:3001173	SHV-126	112	63.725893	65.346429	82.000000
RW_6	ARO:3001174	SHV-127	88	63.898864	65.938636	82.000000
RW_6	ARO:3001175	SHV-128	6	79.566667	74.900000	95.100000
RW_6	ARO:3001176	SHV-129	2	100.000000	84.700000	95.100000
RW_6	ARO:3001177	SHV-133	1	92.300000	70.900000	70.900000
RW_6	ARO:3001178	SHV-134	8	71.850000	67.262500	95.100000
