seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_499831	2748	No terminal repeats	3	11	0.9960	NA	2	4.2235	MOBP1	NA
k141_1745757	1514	No terminal repeats	3	11	0.9960	NA	3	4.6857	F_traF	NA
k141_3396774	2904	DTR	2	11	0.9960	NA	2	2.6407	NA	NA
k141_2053929	2379	No terminal repeats	3	11	0.9960	NA	1	3.7698	NA	NA
k141_3226240	5957	No terminal repeats	5	11	0.9960	NA	0	8.5914	NA	NA
k141_592263	4077	No terminal repeats	5	11	0.9960	NA	3	3.3545	MOBP1	NA
k141_2910386	1658	No terminal repeats	2	11	0.9959	NA	1	3.4366	NA	NA
k141_1900773	4068	No terminal repeats	5	11	0.9959	NA	1	5.8660	NA	NA
k141_1898697	20114	No terminal repeats	20	11	0.9959	NA	9	19.0964	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV	NA
k141_1427620	2244	No terminal repeats	5	11	0.9959	NA	1	5.7277	NA	NA
k141_1779648	2855	No terminal repeats	3	11	0.9959	NA	0	3.6231	NA	NA
k141_3185220	1022	No terminal repeats	2	11	0.9959	NA	1	3.4324	NA	NA
k141_474074	8615	No terminal repeats	7	11	0.9958	NA	3	9.2461	I_traY;I_traW;I_traV;traU;I_traT	NA
k141_2367986	1843	No terminal repeats	1	11	0.9958	NA	1	1.7183	NA	NA
k141_2839139	4358	No terminal repeats	5	11	0.9958	NA	3	6.6443	MOBQ	NA
k141_64428	4344	No terminal repeats	4	11	0.9958	NA	2	4.8118	NA	NA
k141_2964393	1760	No terminal repeats	1	11	0.9958	NA	1	1.7183	MOBV	NA
k141_2632101	1539	No terminal repeats	2	11	0.9958	NA	2	2.6529	NA	NA
k141_2976210	1307	No terminal repeats	2	11	0.9958	NA	2	2.9571	MOBP1	NA
k141_1935520	3514	No terminal repeats	3	11	0.9958	NA	3	4.4089	T_virB2;virb4	NA
k141_625319	1338	No terminal repeats	1	11	0.9958	NA	1	1.7183	NA	NA
k141_2967372	2177	No terminal repeats	3	11	0.9958	NA	1	4.4878	MOBP1	NA
k141_538798	2635	No terminal repeats	4	11	0.9958	NA	0	5.7702	NA	NA
k141_3182620	3261	No terminal repeats	2	11	0.9958	NA	0	3.4366	NA	NA
k141_2209693	3433	No terminal repeats	4	11	0.9958	NA	1	4.9260	MOBQ	NA
k141_1908509	2643	No terminal repeats	3	11	0.9958	NA	1	4.6490	I_traW;I_traY	NA
k141_1753885	8525	No terminal repeats	12	11	0.9957	NA	5	9.7238	MOBP1	NA
k141_447419	2343	No terminal repeats	1	11	0.9957	NA	1	1.7183	MOBP1	NA
k141_381024	2533	No terminal repeats	4	11	0.9957	NA	2	4.9260	MOBQ	NA
k141_2112258	13088	No terminal repeats	16	11	0.9957	NA	14	18.7110	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14;G_tfc15;virb4	NA
k141_409769	2676	No terminal repeats	4	11	0.9957	NA	2	3.7096	NA	NA
k141_1700335	1359	No terminal repeats	2	11	0.9957	NA	2	3.4366	MOBP1	NA
k141_194928	2778	No terminal repeats	5	11	0.9957	NA	2	5.0857	MOBP1	NA
k141_388093	4732	No terminal repeats	4	11	0.9957	NA	2	5.1548	MOBP1	NA
k141_1876286	1294	No terminal repeats	2	11	0.9957	NA	2	3.1408	MOBP1	NA
k141_2628913	1655	No terminal repeats	3	11	0.9957	NA	1	5.0674	NA	NA
k141_1973402	1173	No terminal repeats	3	11	0.9957	NA	1	3.9200	NA	NA
k141_2061749	1265	No terminal repeats	2	11	0.9957	NA	2	3.1408	MOBP1	NA
k141_1709898	1210	No terminal repeats	2	11	0.9957	NA	2	3.2077	MOBQ	NA
k141_3146105	3505	No terminal repeats	4	11	0.9956	NA	1	5.1548	NA	NA
k141_865511	1551	No terminal repeats	2	11	0.9956	NA	2	3.4366	MOBP1	NA
k141_2506007	2107	No terminal repeats	2	11	0.9956	NA	1	3.4103	MOBQ	NA
k141_1907674	2740	No terminal repeats	4	11	0.9956	NA	4	5.6831	F_traK;F_traE;F_traL	NA
k141_2393496	2041	No terminal repeats	2	11	0.9956	NA	2	3.1408	MOBP1	NA
k141_186688	5857	DTR	6	11	0.9956	NA	2	6.1621	MOBQ	NA
k141_2884224	1676	No terminal repeats	4	11	0.9956	NA	1	5.9024	NA	NA
k141_501470	1711	No terminal repeats	2	11	0.9956	NA	1	3.3991	MOBQ	NA
k141_1195195	4543	No terminal repeats	8	11	0.9956	NA	0	9.4733	NA	NA
k141_2309594	4616	No terminal repeats	6	11	0.9956	NA	2	6.5041	NA	NA
k141_3032456	1218	No terminal repeats	3	11	0.9956	NA	1	4.9886	F_traV	NA
k141_201814	1436	No terminal repeats	2	11	0.9956	NA	2	2.5758	NA	NA
k141_801313	3230	No terminal repeats	4	11	0.9956	NA	1	4.4901	MOBV	NA
k141_137073	1336	No terminal repeats	2	11	0.9956	NA	2	3.2077	MOBQ	NA
k141_409474	1187	No terminal repeats	2	11	0.9956	NA	1	2.3247	NA	NA
k141_14798	5388	No terminal repeats	9	11	0.9956	NA	2	8.0547	MOBQ	NA
k141_930826	1141	No terminal repeats	2	11	0.9956	NA	2	2.9608	MOBP1	NA
k141_3026947	1369	No terminal repeats	3	11	0.9956	NA	2	3.0740	NA	NA
k141_2488031	1103	No terminal repeats	1	11	0.9955	NA	1	1.7183	NA	NA
k141_2706137	1188	No terminal repeats	3	11	0.9955	NA	3	5.1024	NA	NA
k141_766885	1532	No terminal repeats	3	4	0.9955	NA	2	3.4893	MOBP1	NA
k141_2905065	2200	No terminal repeats	4	11	0.9955	NA	1	4.1134	NA	NA
k141_148239	1337	No terminal repeats	1	11	0.9955	NA	1	1.7183	NA	NA
k141_327536	1825	No terminal repeats	2	11	0.9955	NA	1	2.6533	NA	NA
k141_2164507	1975	No terminal repeats	4	11	0.9955	NA	3	3.4202	MOBP1	NA
k141_2072838	1960	No terminal repeats	4	11	0.9955	NA	3	6.8207	NA	NA
k141_2445026	3058	No terminal repeats	1	11	0.9955	NA	0	1.7183	NA	NA
k141_278060	12610	No terminal repeats	17	11	0.9955	NA	6	12.9979	t4cp2;T_virB11;T_virB2;T_virB3;virb4;T_virB5;T_virB6	NA
k141_267973	3089	No terminal repeats	3	11	0.9955	NA	2	3.4366	MOBP1	NA
k141_2682012	1151	No terminal repeats	2	11	0.9955	NA	2	3.1408	MOBP1	NA
k141_2010591	4152	No terminal repeats	4	11	0.9955	NA	1	3.6451	MOBQ	NA
k141_3053711	3122	No terminal repeats	5	11	0.9955	NA	0	4.8710	NA	NA
k141_776718	1664	No terminal repeats	3	11	0.9954	NA	3	5.1548	T_virB6	NA
k141_1947817	1494	No terminal repeats	3	11	0.9954	NA	3	5.1548	T_virB6	NA
k141_1732570	3760	No terminal repeats	4	11	0.9954	NA	0	3.8739	NA	NA
k141_1096573	5367	No terminal repeats	6	11	0.9954	NA	0	7.9516	NA	NA
k141_1662245	2788	No terminal repeats	3	11	0.9954	NA	1	5.1548	NA	NA
k141_2147868	1539	No terminal repeats	1	11	0.9954	NA	1	1.7183	NA	NA
k141_1283858	3708	No terminal repeats	8	11	0.9954	NA	0	12.0280	NA	NA
k141_275854	6532	DTR	8	11	0.9954	NA	3	5.9939	MOBP1	NA
k141_1850368	3966	No terminal repeats	4	11	0.9954	NA	1	3.6451	MOBQ	NA
k141_2790385	3030	No terminal repeats	3	11	0.9954	NA	1	3.4296	NA	NA
k141_527373	3869	No terminal repeats	3	11	0.9954	NA	0	3.4366	NA	NA
k141_1749107	3315	No terminal repeats	6	11	0.9954	NA	1	5.9851	NA	NA
k141_2099322	3157	No terminal repeats	6	11	0.9954	NA	2	5.7943	MOBQ	NA
k141_93408	22701	No terminal repeats	23	11	0.9954	NA	3	18.0107	NA	NA
k141_2657136	1932	No terminal repeats	4	11	0.9954	NA	2	3.0740	NA	NA
k141_783396	1582	No terminal repeats	2	11	0.9954	NA	2	3.1408	MOBP1	NA
k141_3329009	3353	No terminal repeats	4	11	0.9954	NA	3	5.2982	T_virB6;T_virB8;T_virB9	NA
k141_325999	8241	No terminal repeats	8	11	0.9953	NA	3	8.5575	T_virB5;T_virB6	NA
k141_1207972	2808	No terminal repeats	4	11	0.9953	NA	2	4.1397	NA	NA
k141_219405	4307	No terminal repeats	6	11	0.9953	NA	5	7.3221	MOBP1;T_virB5;T_virB6	NA
k141_2864110	4681	No terminal repeats	8	11	0.9953	NA	0	12.0280	NA	NA
k141_1699036	2545	No terminal repeats	4	11	0.9953	NA	3	4.5617	G_tfc5;T_virB1;G_tfc3	NA
k141_3393827	1556	No terminal repeats	3	11	0.9953	NA	1	3.7405	NA	NA
k141_2616203	7634	No terminal repeats	11	11	0.9953	NA	0	16.4297	NA	NA
k141_3185064	1620	No terminal repeats	4	11	0.9953	NA	1	6.7069	F_traV	NA
k141_1619707	4545	No terminal repeats	7	11	0.9953	NA	2	6.6599	MOBP1	NA
k141_1094560	5035	No terminal repeats	6	11	0.9953	NA	0	5.7261	NA	NA
k141_733576	6868	No terminal repeats	11	11	0.9953	NA	1	12.3005	NA	NA
k141_1386169	2118	No terminal repeats	3	11	0.9953	NA	2	3.4366	MOBP1	NA
k141_2872447	1349	No terminal repeats	2	11	0.9953	NA	2	3.1408	MOBP1	NA
k141_3209971	3021	No terminal repeats	3	11	0.9953	NA	2	2.2106	MOBV	NA
k141_743339	2337	No terminal repeats	3	11	0.9953	NA	1	3.4366	NA	NA
k141_10142	2545	No terminal repeats	4	11	0.9953	NA	0	2.4657	NA	NA
k141_1780812	6119	No terminal repeats	5	11	0.9953	NA	0	5.9582	NA	NA
k141_245109	3204	No terminal repeats	1	11	0.9953	NA	0	1.7183	NA	NA
k141_1296041	1505	No terminal repeats	2	11	0.9953	NA	2	2.9571	MOBP1	NA
k141_23775	1691	No terminal repeats	3	11	0.9953	NA	1	3.4366	NA	NA
k141_2304594	1628	No terminal repeats	2	11	0.9953	NA	2	3.4103	MOBQ	NA
k141_2200736	1764	No terminal repeats	2	11	0.9953	NA	2	3.2077	MOBQ	NA
k141_5482	4458	No terminal repeats	5	11	0.9953	NA	2	5.1286	MOBQ	NA
k141_18795	4691	No terminal repeats	7	11	0.9952	NA	3	6.0842	MOBV;MOBV	NA
k141_1861054	2135	No terminal repeats	3	11	0.9952	NA	3	4.5731	NA	NA
k141_174035	3448	No terminal repeats	4	11	0.9952	NA	2	5.1548	MOBV;MOBV	NA
k141_1589116	1261	No terminal repeats	2	11	0.9952	NA	1	3.2077	MOBQ	NA
k141_2072832	2480	No terminal repeats	4	11	0.9952	NA	3	6.8207	NA	NA
k141_1065494	10202	No terminal repeats	12	11	0.9952	NA	11	15.5143	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU	NA
k141_3396496	6677	DTR	6	11	0.9952	NA	3	5.4847	NA	NA
k141_59073	1116	No terminal repeats	2	11	0.9952	NA	2	3.1408	MOBP1	NA
k141_2957865	3219	No terminal repeats	4	11	0.9952	NA	0	5.1548	NA	NA
k141_751318	5496	No terminal repeats	8	11	0.9952	NA	3	6.4616	MOBP1	NA
k141_560339	1410	No terminal repeats	2	11	0.9952	NA	1	3.3086	MOBQ	NA
k141_55066	4857	DTR	4	11	0.9952	NA	2	4.5193	MOBP1	NA
k141_3332228	1787	No terminal repeats	4	11	0.9952	NA	3	5.3324	T_virB6;T_virB8;T_virB9	NA
k141_138206	2966	No terminal repeats	3	11	0.9952	NA	1	3.4366	NA	NA
k141_1965920	3584	No terminal repeats	4	11	0.9952	NA	3	3.8920	NA	NA
k141_1775848	3372	No terminal repeats	5	11	0.9952	NA	2	4.9379	MOBP1	NA
k141_882066	6822	No terminal repeats	10	11	0.9952	NA	2	9.2925	NA	NA
k141_269908	2185	No terminal repeats	3	11	0.9952	NA	2	3.4366	MOBP1	NA
k141_222750	4092	DTR	5	11	0.9952	NA	3	3.2790	MOBP1	NA
k141_206372	1161	No terminal repeats	2	11	0.9951	NA	2	3.4366	MOBP1	NA
k141_539667	1553	No terminal repeats	2	11	0.9951	NA	1	2.3861	NA	NA
k141_1549862	3326	No terminal repeats	4	11	0.9951	NA	4	6.1272	T_virB6;virb4	NA
k141_215169	4448	No terminal repeats	5	11	0.9951	NA	2	4.7146	MOBP1	NA
k141_3396556	5153	DTR	10	11	0.9951	NA	2	7.2287	NA	NA
k141_1893631	3106	No terminal repeats	4	11	0.9951	NA	4	5.3216	F_traL;F_traE;F_traK	NA
k141_3152029	3057	No terminal repeats	4	11	0.9951	NA	1	2.6877	NA	NA
k141_3198804	1044	No terminal repeats	2	11	0.9951	NA	2	2.8175	MOBQ	NA
k141_2117756	1708	No terminal repeats	3	11	0.9951	NA	1	2.8010	NA	NA
k141_359668	3328	No terminal repeats	7	11	0.9951	NA	2	5.9183	NA	NA
k141_2639964	4022	No terminal repeats	8	11	0.9951	NA	0	8.7816	NA	NA
k141_75848	4773	DTR	5	11	0.9951	NA	2	5.1524	MOBP1	NA
k141_85459	3968	No terminal repeats	5	11	0.9951	NA	1	4.9260	MOBQ	NA
k141_2563825	3868	No terminal repeats	6	11	0.9951	NA	2	5.5271	MOBQ	NA
k141_45202	1351	No terminal repeats	2	11	0.9951	NA	2	3.2261	MOBQ	NA
k141_2246906	3222	No terminal repeats	4	11	0.9951	NA	0	4.0276	NA	NA
k141_73398	2168	No terminal repeats	2	11	0.9951	NA	2	2.9699	MOBP1	NA
k141_1003504	5377	No terminal repeats	7	11	0.9951	NA	2	4.8235	MOBT	NA
k141_543318	3678	DTR	3	11	0.9950	NA	1	3.4366	NA	NA
k141_3763	3007	No terminal repeats	5	11	0.9950	NA	0	5.1548	NA	NA
k141_59226	7073	No terminal repeats	3	11	0.9950	NA	0	5.0623	NA	NA
k141_2854217	5196	No terminal repeats	7	11	0.9950	NA	1	5.3923	NA	NA
k141_2606514	1969	No terminal repeats	3	11	0.9950	NA	2	3.4366	MOBP1	NA
k141_2248267	1380	No terminal repeats	2	11	0.9950	NA	1	2.5929	NA	NA
k141_2746181	1764	No terminal repeats	3	11	0.9950	NA	2	2.9571	MOBP1	NA
k141_2535690	1380	No terminal repeats	4	11	0.9950	NA	2	4.0760	MOBQ	NA
k141_235910	2351	No terminal repeats	3	11	0.9950	NA	2	2.5758	NA	NA
k141_942602	3600	No terminal repeats	5	11	0.9950	NA	1	4.9260	MOBQ	NA
k141_2187457	1404	No terminal repeats	2	11	0.9950	NA	1	3.2077	MOBQ	NA
k141_1647748	8678	No terminal repeats	9	11	0.9950	NA	2	9.3271	NA	NA
k141_526368	19516	No terminal repeats	22	11	0.9950	NA	8	14.7900	T_virB5;T_virB10;T_virB9;T_virB8;virb4;T_virB2;T_virB11	NF040806
k141_1633055	2625	No terminal repeats	4	11	0.9950	NA	1	3.7751	FATA_cd411	NA
k141_2464172	9855	No terminal repeats	8	11	0.9950	NA	0	10.3097	NA	NA
k141_1747720	2869	No terminal repeats	4	11	0.9950	NA	2	4.2235	MOBP1	NA
k141_143858	2495	No terminal repeats	4	11	0.9949	NA	3	4.4089	virb4	NA
k141_2130988	5411	No terminal repeats	5	11	0.9949	NA	0	3.7623	NA	NA
k141_504371	6093	No terminal repeats	6	11	0.9949	NA	0	4.9532	NA	NA
k141_404128	5352	No terminal repeats	8	11	0.9949	NA	2	6.2250	NA	NA
k141_1887494	1994	No terminal repeats	5	11	0.9949	NA	2	4.6857	F_traF	NA
k141_617839	9902	No terminal repeats	10	11	0.9949	NA	5	7.2807	I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL	NA
k141_1137192	6481	DTR	9	11	0.9949	NA	1	6.3267	NA	NA
k141_2419889	4927	No terminal repeats	5	11	0.9949	NA	2	4.9260	MOBQ	NA
k141_409792	1907	No terminal repeats	5	11	0.9949	NA	1	5.1453	FATA_trsC;FATA_trsD	NA
k141_2571091	12849	No terminal repeats	17	11	0.9949	NA	0	10.4513	NA	NA
k141_615638	1224	No terminal repeats	2	11	0.9949	NA	1	3.2127	T_virB5	NA
k141_2217710	23137	No terminal repeats	24	11	0.9949	NA	10	19.1089	MOBP1;T_virB9;T_virB8;T_virB6;T_virB5;virb4;T_virB3	NA
k141_2541020	1680	No terminal repeats	2	11	0.9949	NA	1	3.2077	MOBQ	NA
k141_779722	4220	No terminal repeats	6	11	0.9949	NA	2	5.4699	NA	NA
k141_9581	2846	No terminal repeats	5	11	0.9949	NA	2	5.0277	MOBP1	NA
k141_843337	1021	No terminal repeats	2	11	0.9949	NA	1	2.2083	NA	NA
k141_71852	5349	No terminal repeats	6	11	0.9949	NA	1	4.9180	NA	NA
k141_358940	3043	No terminal repeats	5	11	0.9949	NA	2	4.9260	MOBQ	NA
k141_3073815	3920	No terminal repeats	7	11	0.9949	NA	3	6.3298	MOBP1	NA
k141_2125094	17141	No terminal repeats	22	11	0.9949	NA	5	26.2055	B_traO	NA
k141_1036338	1680	No terminal repeats	2	11	0.9949	NA	1	1.8488	NA	NA
k141_124338	3055	No terminal repeats	3	11	0.9949	NA	2	2.3744	NA	NA
k141_2552742	3754	No terminal repeats	4	11	0.9949	NA	0	3.3713	NA	NA
k141_1881248	7232	No terminal repeats	7	11	0.9949	NA	0	7.0629	NA	NA
k141_1138921	1935	No terminal repeats	5	11	0.9949	NA	2	5.0053	T_virB3	NA
k141_2117673	4599	No terminal repeats	5	11	0.9949	NA	2	4.2183	NA	NA
k141_1847499	4957	No terminal repeats	7	11	0.9948	NA	1	6.0568	NA	NA
k141_1179961	1533	No terminal repeats	2	11	0.9948	NA	1	2.3216	NA	NA
k141_2462673	3007	No terminal repeats	5	11	0.9948	NA	0	5.1548	NA	NA
k141_104107	2343	No terminal repeats	3	11	0.9948	NA	1	2.5612	NA	NA
k141_166061	4752	DTR	8	11	0.9948	NA	3	6.4290	MOBP1;MOBP1	NA
k141_2614669	4016	No terminal repeats	6	11	0.9948	NA	0	4.2957	NA	NA
k141_2839126	3807	No terminal repeats	5	11	0.9948	NA	2	4.2904	MOBQ	NA
k141_1667681	1077	No terminal repeats	2	11	0.9948	NA	1	3.4027	I_traW	NA
k141_544889	2596	No terminal repeats	4	11	0.9948	NA	2	4.0398	MOBP1	NA
k141_489693	2907	No terminal repeats	3	11	0.9948	NA	2	3.2373	MOBQ	NA
k141_2486125	7046	No terminal repeats	8	11	0.9948	NA	2	4.9258	MOBQ	NA
k141_314124	4094	No terminal repeats	5	11	0.9948	NA	1	5.1532	MOBV	NA
k141_536702	1599	No terminal repeats	2	11	0.9948	NA	2	3.4366	MOBP1	NA
k141_386486	1796	No terminal repeats	3	11	0.9948	NA	2	3.4366	NA	NA
k141_3157894	3474	No terminal repeats	5	11	0.9948	NA	0	5.1548	NA	NA
k141_106215	2976	DTR	5	11	0.9948	NA	2	2.4394	NA	NA
k141_556373	5333	No terminal repeats	6	11	0.9948	NA	2	5.8118	MOBP1	NA
k141_2423487	4096	No terminal repeats	7	11	0.9948	NA	0	4.7211	NA	NA
k141_273867	5933	No terminal repeats	8	11	0.9948	NA	3	9.5822	NA	NA
k141_230587	4238	No terminal repeats	5	11	0.9948	NA	2	4.0576	MOBQ	NA
k141_2607386	3511	No terminal repeats	5	11	0.9948	NA	0	3.8739	NA	NA
k141_186725	3913	No terminal repeats	7	11	0.9948	NA	0	5.1236	NA	NA
k141_3395273	5003	No terminal repeats	10	11	0.9948	NA	0	8.1072	NA	NA
k141_2209262	4853	No terminal repeats	11	11	0.9948	NA	2	6.4763	NA	NA
k141_342586	1811	No terminal repeats	1	4	0.9947	NA	1	1.7183	MOBP1	NA
k141_2867816	3274	No terminal repeats	5	11	0.9947	NA	0	5.1173	NA	NA
k141_784937	1257	No terminal repeats	1	11	0.9947	NA	1	1.7183	MOBV	NA
k141_615001	4250	No terminal repeats	5	11	0.9947	NA	0	3.7306	NA	NA
k141_25969	1050	No terminal repeats	2	11	0.9947	NA	1	3.4366	NA	NA
k141_2236737	7297	No terminal repeats	9	11	0.9947	NA	0	4.3607	NA	NA
k141_765398	4110	No terminal repeats	6	11	0.9947	NA	2	3.7824	NA	NA
k141_249646	2073	No terminal repeats	3	11	0.9947	NA	2	3.2077	MOBQ	NA
k141_2206347	4549	No terminal repeats	5	11	0.9947	NA	2	4.9444	MOBQ	NA
k141_583736	4478	No terminal repeats	7	11	0.9947	NA	3	5.0168	MOBQ	NA
k141_958255	2544	No terminal repeats	5	11	0.9947	NA	1	4.0351	NA	NA
k141_3022165	1894	No terminal repeats	3	11	0.9947	NA	1	2.5929	NA	NA
k141_61233	4715	DTR	6	11	0.9947	NA	3	5.9418	MOBP1;MOBP1	NA
k141_246225	3984	No terminal repeats	8	11	0.9947	NA	1	6.2061	NA	NA
k141_1799059	3946	DTR	4	11	0.9947	NA	2	4.9260	MOBQ	NA
k141_122738	2521	No terminal repeats	2	11	0.9947	NA	1	3.2077	MOBQ	NA
k141_35460	3194	No terminal repeats	1	11	0.9947	NA	0	1.7183	NA	NA
k141_2291675	6862	No terminal repeats	5	11	0.9947	NA	0	2.8142	NA	NA
k141_2649011	3344	DTR	3	11	0.9947	NA	2	3.0806	NA	NA
k141_2176177	1921	No terminal repeats	2	11	0.9947	NA	1	2.0515	NA	NA
k141_1287121	6699	No terminal repeats	7	11	0.9947	NA	0	4.5368	NA	NA
k141_2295907	5547	No terminal repeats	6	11	0.9947	NA	0	6.8731	NA	NA
k141_961371	13146	No terminal repeats	17	11	0.9946	NA	4	10.1145	T_virB1;F_traG	NA
k141_398226	3150	No terminal repeats	5	11	0.9946	NA	2	3.7096	NA	NA
k141_71115	1090	No terminal repeats	2	11	0.9946	NA	2	2.9571	MOBP1	NA
k141_1418539	2884	No terminal repeats	3	11	0.9946	NA	2	4.6370	MOBP1	NA
k141_281567	3615	No terminal repeats	5	11	0.9946	NA	1	3.7031	NA	NA
k141_3272079	2169	No terminal repeats	2	11	0.9946	NA	2	3.4366	MOBP1	NA
k141_2743012	3438	No terminal repeats	3	11	0.9946	NA	2	3.4366	MOBP1	NA
k141_1789734	4305	No terminal repeats	5	11	0.9946	NA	2	3.7971	MOBP1	NA
k141_1856588	1804	No terminal repeats	2	11	0.9946	NA	2	3.1408	MOBP1	NA
k141_101613	4238	No terminal repeats	7	11	0.9946	NA	2	5.7264	MOBQ	NA
k141_2377733	2953	No terminal repeats	5	11	0.9946	NA	2	4.0398	MOBP1	NA
k141_46337	2171	No terminal repeats	3	11	0.9946	NA	1	2.3952	NA	NA
k141_2651306	2564	No terminal repeats	5	11	0.9946	NA	1	4.2521	NA	NA
k141_21564	2799	No terminal repeats	4	11	0.9946	NA	1	3.4296	NA	NA
k141_1461756	3478	No terminal repeats	6	11	0.9946	NA	1	4.1134	NA	NA
k141_147042	3788	No terminal repeats	6	11	0.9946	NA	1	4.5129	NA	NA
k141_2024492	1812	No terminal repeats	3	11	0.9946	NA	1	2.8010	NA	NA
k141_921095	2583	No terminal repeats	4	11	0.9946	NA	1	2.1631	NA	NA
k141_266864	9000	No terminal repeats	12	11	0.9946	NA	1	8.7580	NA	NA
