set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
Kathmandu18	RW_2	k141_14687	k141_14687_2 # 516 # 1304 # 1 # ID=4588_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.444	aadA27	3004682	Perfect	100.0	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	True	plasmid_like		0.9946	
Kathmandu18	RW_2	k141_18388	k141_18388_1 # 61 # 936 # 1 # ID=5739_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.571	CTX-M-95	3001955	Strict	90.34	100.0	cephalosporin	antibiotic inactivation	CTX-M beta-lactamase		False	chromosome_like	1		
Kathmandu18	RW_2	k141_19496	k141_19496_5 # 3331 # 4056 # -1 # ID=6108_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.328	vanY gene in vanB cluster	3002956	Strict	47.37	89.93	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_21077	k141_21077_1 # 2 # 220 # 1 # ID=6551_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.342	vanY gene in vanG cluster	3002959	Strict	50.77	25.81	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1819593	k141_1819593_1 # 157 # 789 # 1 # ID=6650_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.502	CRP	3000518	Strict	98.57	100.0	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1822210	k141_1822210_2 # 110 # 910 # 1 # ID=7328_2;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.419	OXA-10	3001405	Perfect	100.0	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1822331	k141_1822331_5 # 5676 # 8807 # -1 # ID=7366_5;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.385	adeF	3000777	Strict	43.04	98.49	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1823822	k141_1823822_21 # 20075 # 20404 # -1 # ID=7814_21;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.515	Klebsiella pneumoniae KpnF	3004583	Strict	84.4	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1823822	k141_1823822_22 # 20391 # 20756 # -1 # ID=7814_22;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.426	Klebsiella pneumoniae KpnE	3004580	Strict	82.2	100.83	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1824126	k141_1824126_1 # 208 # 831 # -1 # ID=7908_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.373	Campylobacter coli chloramphenicol acetyltransferase	3004454	Strict	95.17	100.0	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	chloramphenicol	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1825916	k141_1825916_2 # 604 # 1422 # -1 # ID=8431_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.652	vanY gene in vanB cluster	3002956	Strict	32.95	101.49	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1832539	k141_1832539_1 # 128 # 1120 # -1 # ID=10241_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.502	vanH gene in vanB cluster	3002943	Strict	39.1	102.17	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_36730	k141_36730_2 # 642 # 1484 # -1 # ID=11079_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.375	OXA-58	3001611	Perfect	100.0	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_38629	k141_38629_9 # 7036 # 10158 # -1 # ID=11634_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.502	adeF	3000777	Strict	47.69	98.21	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_39523	k141_39523_17 # 17878 # 21006 # 1 # ID=11870_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.622	adeF	3000777	Strict	47.53	98.39	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1855000	k141_1855000_3 # 798 # 1163 # -1 # ID=16164_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.383	qacJ	3007014	Strict	44.34	113.08	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1855878	k141_1855878_34 # 44577 # 46496 # 1 # ID=16432_34;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.682	vanW gene in vanI cluster	3003724	Strict	32.12	171.31	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_57505	k141_57505_2 # 599 # 1846 # -1 # ID=17083_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.556	mdtA	3000792	Strict	99.52	100.0	aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	novobiocin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1862199	k141_1862199_10 # 9037 # 10230 # 1 # ID=18241_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540	Escherichia coli acrA	3004043	Perfect	100.0	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1862199	k141_1862199_11 # 10253 # 13402 # 1 # ID=18241_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.539	acrB	3000216	Perfect	100.0	100.0	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; tetracycline; rifampin; chloramphenicol; ampicillin; cefalotin; triclosan	False	chromosome_like	1		
Kathmandu18	RW_2	k141_63000	k141_63000_5 # 8550 # 10475 # 1 # ID=18729_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.382	tet(Q)	3000191	Strict	88.92	97.56	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	True	plasmid_like		0.8602	
Kathmandu18	RW_2	k141_67931	k141_67931_1 # 3 # 350 # -1 # ID=20207_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.388	qacJ	3007014	Strict	44.66	108.41	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1874109	k141_1874109_1 # 6 # 3122 # -1 # ID=21208_1;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.449	adeF	3000777	Strict	43.28	98.02	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1874119	k141_1874119_5 # 6273 # 9389 # -1 # ID=21221_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=13bp;gc_cont=0.474	adeF	3000777	Strict	42.9	98.02	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_73956	k141_73956_3 # 3320 # 6439 # -1 # ID=21975_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.310	adeF	3000777	Strict	41.11	98.11	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_74365	k141_74365_3 # 1653 # 2825 # 1 # ID=22099_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.336	vanY gene in vanB cluster	3002956	Strict	30.04	145.52	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_76344	k141_76344_1 # 101 # 2548 # 1 # ID=22703_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=4bp;gc_cont=0.320	vanT gene in vanG cluster	3002972	Strict	34.5	114.47	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_84578	k141_84578_10 # 8208 # 11369 # -1 # ID=24989_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547	adeF	3000777	Strict	42.95	99.43	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_87819	k141_87819_7 # 3804 # 6965 # -1 # ID=25917_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.620	adeF	3000777	Strict	42.61	99.43	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1895071	k141_1895071_17 # 18103 # 18288 # 1 # ID=26404_17;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.495	rsmA	3005069	Strict	85.25	100.0	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1895071	k141_1895071_23 # 23095 # 24633 # -1 # ID=26404_23;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.566	emrB	3000074	Perfect	100.0	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1895071	k141_1895071_24 # 24650 # 25822 # -1 # ID=26404_24;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.530	emrA	3000027	Strict	99.74	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1895071	k141_1895071_25 # 25949 # 26479 # -1 # ID=26404_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.488	emrR	3000516	Perfect	100.0	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid	False	chromosome_like	1		
Kathmandu18	RW_2	k141_92149	k141_92149_2 # 1306 # 3225 # 1 # ID=27051_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.411	tet(32)	3000196	Strict	98.75	100.0	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	True	plasmid_like		0.9896	
Kathmandu18	RW_2	k141_1900403	k141_1900403_2 # 985 # 1170 # 1 # ID=27764_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.570	rsmA	3005069	Strict	96.72	100.0	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1907774	k141_1907774_2 # 297 # 1682 # -1 # ID=29471_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.496	vanW gene in vanI cluster	3003724	Strict	36.75	123.59	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1909550	k141_1909550_4 # 4305 # 5255 # -1 # ID=29920_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.513	leuO	3003843	Strict	83.44	100.64	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_103896	k141_103896_1 # 3 # 1277 # -1 # ID=30142_1;partial=10;start_type=ATG;rbs_motif=AAA;rbs_spacer=11bp;gc_cont=0.422	poxtA	3004470	Strict	61.56	78.41	tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target protection	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	tetracycline; doxycycline; linezolid; chloramphenicol; florfenicol	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1910637	k141_1910637_7 # 5471 # 7207 # 1 # ID=30152_7;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.390	tet(Q)	3000191	Strict	97.33	88.13	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	True	plasmid_like		0.908	
Kathmandu18	RW_2	k141_104288	k141_104288_9 # 7706 # 8464 # 1 # ID=30220_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.274	vanY gene in vanG cluster	3002959	Strict	26.22	90.32	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_105314	k141_105314_1 # 197 # 1102 # 1 # ID=30486_1;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=15bp;gc_cont=0.336	APH(2'')-Ie	3002634	Perfect	100.0	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(2'')	amikacin; kanamycin A; tobramycin; gentamicin A; gentamicin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1916319	k141_1916319_1 # 459 # 644 # -1 # ID=31505_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.478	rsmA	3005069	Strict	85.25	100.0	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol	False	chromosome_like	1		
Kathmandu18	RW_2	k141_110972	k141_110972_2 # 1611 # 4766 # 1 # ID=31936_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.580	adeF	3000777	Strict	43.07	99.24	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1921181	k141_1921181_3 # 1673 # 2704 # 1 # ID=32772_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.558	mdtN	3003548	Strict	99.71	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	True	plasmid_like		0.7741	
Kathmandu18	RW_2	k141_1921181	k141_1921181_4 # 2704 # 4755 # 1 # ID=32772_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.546	mdtO	3003549	Strict	99.56	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	True	plasmid_like		0.7741	
Kathmandu18	RW_2	k141_1921181	k141_1921181_5 # 4752 # 6218 # 1 # ID=32772_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558	mdtP	3003550	Strict	98.98	100.0	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; puromycin	True	plasmid_like		0.7741	
Kathmandu18	RW_2	k141_1927856	k141_1927856_9 # 6772 # 7866 # -1 # ID=34368_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514	vanG	3002909	Strict	38.23	104.3	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_122693	k141_122693_1 # 204 # 974 # 1 # ID=35081_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.322	LnuH	3004600	Strict	93.36	98.46	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)		False	chromosome_like	1		
Kathmandu18	RW_2	k141_1936062	k141_1936062_2 # 401 # 730 # 1 # ID=36250_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.409	qacG	3007015	Strict	43.4	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	RW_2	k141_127835	k141_127835_1 # 1 # 1089 # 1 # ID=36472_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.331	vanT gene in vanG cluster	3002972	Strict	33.33	50.84	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_128595	k141_128595_1 # 1 # 2952 # 1 # ID=36648_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.618	adeF	3000777	Strict	46.86	92.82	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1940150	k141_1940150_2 # 132 # 1304 # -1 # ID=37127_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.592	Klebsiella pneumoniae KpnG	3004588	Strict	99.74	100.0	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	erythromycin; gentamicin C; ciprofloxacin; spectinomycin; streptomycin; tobramycin; ceftazidime; ertapenem; piperacillin; azithromycin; imipenem; polymyxin B; polymyxin B1; polymyxin B2; polymyxin B3; polymyxin B4; norfloxacin; ticarcillin; gentamicin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_1940150	k141_1940150_3 # 1430 # 1960 # -1 # ID=37127_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514	emrR	3000516	Strict	92.57	100.0	fluoroquinolone antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid	False	chromosome_like	1		
Kathmandu18	RW_2	k141_133977	k141_133977_1 # 3 # 1238 # -1 # ID=38114_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628	tet(A)	3000165	Strict	99.27	97.17	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline	True	plasmid_like		0.9616	
Kathmandu18	RW_2	k141_1944947	k141_1944947_1 # 3 # 1280 # -1 # ID=38403_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.543	vanW gene in vanI cluster	3003724	Strict	31.0	114.21	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	RW_2	k141_137865	k141_137865_2 # 167 # 994 # -1 # ID=39129_2;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.501	OXA-21	3001416	Perfect	100.0	100.0	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin	False	chromosome_like	1		
