seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_176426	3553	No terminal repeats	7	11	0.9955	NA	1	8.3625	MOBQ	NA
k141_262760	1801	No terminal repeats	4	11	0.9954	NA	1	5.0953	NA	NA
k141_208088	2585	No terminal repeats	1	11	0.9954	NA	0	1.7183	NA	NA
k141_190569	1370	No terminal repeats	2	11	0.9953	NA	2	3.2077	MOBQ	NA
k141_10315	3898	DTR	5	11	0.9953	NA	2	5.7758	MOBQ	NA
k141_13261	2761	No terminal repeats	2	11	0.9953	NA	1	3.2077	MOBQ	NA
k141_200114	5425	DTR	7	11	0.9953	NA	3	6.0920	MOBP1	NA
k141_28697	3287	No terminal repeats	4	11	0.9953	NA	1	6.2375	MOBP1	NA
k141_288381	5228	No terminal repeats	6	11	0.9953	NA	1	3.9930	NA	NA
k141_285600	6745	No terminal repeats	9	11	0.9952	NA	1	10.1077	MOBQ	NA
k141_216863	3553	No terminal repeats	5	11	0.9952	NA	1	4.9819	NA	NA
k141_28283	2606	No terminal repeats	1	11	0.9952	NA	0	1.7183	NA	NA
k141_255636	2465	No terminal repeats	5	11	0.9951	NA	2	3.1269	MOBP1	NA
k141_77807	2832	No terminal repeats	5	11	0.9951	NA	1	3.6199	NA	NA
k141_300557	2159	No terminal repeats	4	11	0.9951	NA	1	4.1134	NA	NA
k141_133938	8262	No terminal repeats	13	11	0.9951	NA	0	18.0647	NA	NA
k141_138939	1694	No terminal repeats	1	11	0.9950	NA	1	1.7183	T_virB6	NA
k141_166993	1919	No terminal repeats	4	11	0.9950	NA	1	3.7601	NA	NA
k141_150556	3616	No terminal repeats	5	11	0.9949	NA	1	5.1532	MOBV	NA
k141_55685	4791	No terminal repeats	5	11	0.9949	NA	0	3.7306	NA	NA
k141_62648	2678	No terminal repeats	4	11	0.9949	NA	0	3.0180	NA	NA
k141_162272	5177	No terminal repeats	5	11	0.9949	NA	2	4.6754	MOBP1	NA
k141_99443	2764	No terminal repeats	4	11	0.9948	NA	0	2.5584	NA	NA
k141_64182	8250	No terminal repeats	7	11	0.9948	NA	2	5.8256	MOBP1	NA
k141_9252	2532	No terminal repeats	3	11	0.9948	NA	2	3.2077	MOBQ	NA
k141_46618	4150	DTR	3	11	0.9948	NA	2	2.6555	MOBV	NA
k141_104008	3358	No terminal repeats	3	11	0.9948	NA	2	3.3991	MOBQ	NA
k141_91698	3803	No terminal repeats	7	11	0.9947	NA	2	4.0571	NA	NA
k141_248687	1966	No terminal repeats	4	11	0.9947	NA	1	3.9266	NA	NA
k141_288415	1067	No terminal repeats	2	11	0.9947	NA	2	2.9571	MOBP1	NA
k141_210068	15297	No terminal repeats	15	11	0.9947	NA	1	7.6379	MOBQ	NA
k141_42563	3524	No terminal repeats	4	11	0.9947	NA	0	5.6968	NA	NA
k141_125538	1654	No terminal repeats	2	11	0.9947	NA	2	2.8640	MOBP1	NA
k141_130826	2016	No terminal repeats	3	11	0.9946	NA	1	2.5929	NA	NA
k141_157987	2011	No terminal repeats	2	11	0.9946	NA	2	2.9571	MOBP1	NA
k141_29754	1688	No terminal repeats	3	11	0.9946	NA	1	2.5929	NA	NA
k141_182449	7185	No terminal repeats	12	11	0.9945	NA	0	7.2619	NA	NA
k141_277653	3270	No terminal repeats	4	11	0.9945	NA	1	3.4296	NA	NA
k141_329033	2899	DTR	4	11	0.9945	NA	1	2.3861	NA	NA
k141_27605	3404	No terminal repeats	7	11	0.9945	NA	0	6.2061	NA	NA
k141_141897	2281	No terminal repeats	3	11	0.9945	NA	1	2.3089	NA	NA
k141_123878	2231	No terminal repeats	3	11	0.9945	NA	1	2.3952	NA	NA
k141_142152	1800	No terminal repeats	2	4	0.9945	NA	2	2.9608	MOBP1	NA
k141_200122	2611	No terminal repeats	5	11	0.9945	NA	4	5.8261	F_traL;F_traE;F_traK	NA
k141_56599	3366	No terminal repeats	5	11	0.9945	NA	1	4.9260	MOBQ	NA
k141_91165	21159	No terminal repeats	19	11	0.9944	NA	0	19.4431	NA	NA
k141_232398	3520	No terminal repeats	4	11	0.9944	NA	1	3.4296	NA	NA
k141_192374	2604	No terminal repeats	3	11	0.9944	NA	0	4.4663	NA	NA
k141_2370	3469	No terminal repeats	5	11	0.9944	NA	0	5.1548	NA	NA
k141_207277	4146	DTR	4	11	0.9944	NA	2	3.2373	MOBQ	NA
k141_9171	6850	No terminal repeats	9	11	0.9943	NA	2	3.4840	MOBP1	NA
k141_289786	1264	No terminal repeats	2	11	0.9943	NA	2	3.0871	MOBP1	NA
k141_75396	4229	No terminal repeats	4	11	0.9943	NA	2	3.4366	MOBP1	NA
k141_31200	6164	No terminal repeats	8	11	0.9943	NA	0	5.4910	NA	NA
k141_68592	1899	No terminal repeats	2	11	0.9943	NA	1	1.9016	NA	NA
k141_91617	5819	No terminal repeats	9	11	0.9943	NA	0	9.1967	NA	NA
k141_2733	2937	No terminal repeats	2	11	0.9943	NA	1	1.9016	NA	NA
k141_94886	6326	No terminal repeats	6	11	0.9942	NA	2	2.0157	MOBP1	NA
k141_60102	2786	DTR	4	11	0.9942	NA	1	2.5929	NA	NA
k141_75408	48845	No terminal repeats	39	11	0.9942	NA	1	46.0060	I_traW	NA
k141_304948	4740	No terminal repeats	8	11	0.9942	NA	1	3.9432	NA	NA
k141_56872	7760	No terminal repeats	11	11	0.9942	NA	2	6.7590	MOBQ	NA
k141_103291	2184	No terminal repeats	5	11	0.9942	NA	2	4.9444	MOBQ	NA
k141_185660	3205	No terminal repeats	4	11	0.9942	NA	2	3.4366	MOBP1	NA
k141_13402	1449	No terminal repeats	1	11	0.9942	NA	1	1.7183	MOBP1	NA
k141_76806	1107	No terminal repeats	2	11	0.9941	NA	1	3.0967	MOBP1	NA
k141_106251	4749	No terminal repeats	8	11	0.9941	NA	1	4.6930	NA	NA
k141_138981	5420	No terminal repeats	9	11	0.9941	NA	0	2.7219	NA	NA
k141_229986	2504	No terminal repeats	4	11	0.9941	NA	2	3.2261	MOBQ	NA
k141_161384	5844	No terminal repeats	8	11	0.9941	NA	0	3.5230	NA	NA
k141_86312	14708	No terminal repeats	10	11	0.9941	NA	0	13.1617	I_traY	NA
k141_128874	3011	No terminal repeats	5	11	0.9941	NA	5	6.5831	G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1	NA
k141_195383	5523	No terminal repeats	10	11	0.9941	NA	2	6.5288	NA	NA
k141_187063	6672	No terminal repeats	7	11	0.9941	NA	0	4.6495	NA	NA
k141_269912	5181	No terminal repeats	10	11	0.9940	NA	0	5.7864	NA	NA
k141_160722	5782	No terminal repeats	10	11	0.9940	NA	0	11.7614	NA	NA
k141_88872	3374	No terminal repeats	5	11	0.9939	NA	0	2.9689	NA	NA
k141_141756	6821	DTR	10	11	0.9938	NA	2	5.3504	MOBP1	NA
k141_118493	7099	No terminal repeats	10	11	0.9938	NA	0	6.8731	NA	NA
k141_127397	20931	No terminal repeats	25	11	0.9937	NA	3	11.6646	T_virB10;T_virB9;T_virB8	NA
k141_221712	1012	No terminal repeats	2	11	0.9937	NA	1	3.2703	F_traV	NA
k141_254379	2390	No terminal repeats	4	11	0.9937	NA	1	3.0875	NA	NA
k141_245234	3367	No terminal repeats	5	11	0.9937	NA	2	2.9571	MOBP1	NA
k141_83287	6380	No terminal repeats	5	11	0.9937	NA	0	5.0623	NA	NA
k141_296181	3737	No terminal repeats	3	11	0.9937	NA	0	2.1556	NA	NA
k141_248590	1801	No terminal repeats	5	11	0.9937	NA	5	6.5496	G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12	NA
k141_209178	4272	No terminal repeats	3	11	0.9937	NA	0	3.4366	NA	NA
k141_278774	9142	No terminal repeats	9	11	0.9937	NA	0	3.8874	NA	NA
k141_147934	12656	No terminal repeats	14	11	0.9936	NA	0	9.5846	NA	NA
k141_239690	1167	No terminal repeats	3	4	0.9936	NA	1	2.3952	NA	NA
k141_105581	2765	No terminal repeats	4	11	0.9936	NA	0	2.8196	NA	NA
k141_292118	5251	No terminal repeats	5	11	0.9936	NA	0	2.6338	NA	NA
k141_5871	2333	DTR	4	11	0.9936	NA	1	2.5929	NA	NA
k141_93841	4880	DTR	4	11	0.9935	NA	2	2.6616	NA	NA
k141_320597	2514	No terminal repeats	3	11	0.9935	NA	2	2.9571	MOBP1	NA
k141_23017	1532	No terminal repeats	3	11	0.9935	NA	2	3.9082	G_tfc3;G_tfc2	NA
k141_318112	3857	No terminal repeats	3	11	0.9934	NA	1	1.8894	NA	NA
k141_328098	4334	No terminal repeats	6	11	0.9933	NA	1	3.4296	NA	NA
k141_112292	3482	No terminal repeats	5	11	0.9933	NA	0	2.4369	NA	NA
k141_214821	2348	No terminal repeats	5	11	0.9933	NA	1	3.1924	NA	NA
k141_194113	5240	No terminal repeats	8	11	0.9933	NA	2	3.7971	MOBP1	NA
k141_1884	1822	No terminal repeats	2	11	0.9933	NA	1	1.7183	NA	NA
k141_18777	4036	No terminal repeats	6	11	0.9933	NA	0	2.7168	NA	NA
k141_31228	3059	No terminal repeats	7	11	0.9932	NA	0	5.0908	NA	NA
k141_302778	1159	No terminal repeats	1	11	0.9932	NA	1	1.7183	NA	NA
k141_174648	1811	No terminal repeats	2	11	0.9932	NA	2	1.8586	NA	NA
k141_268329	3556	No terminal repeats	4	11	0.9932	NA	0	4.5856	NA	NA
k141_87827	3178	No terminal repeats	4	11	0.9932	NA	0	2.6521	NA	NA
k141_308133	1481	No terminal repeats	4	11	0.9932	NA	1	3.4366	NA	NA
k141_11399	1242	No terminal repeats	2	11	0.9931	NA	1	1.7183	MOBV	NA
k141_49562	7431	No terminal repeats	7	11	0.9930	NA	1	4.2568	MOBP1	NA
k141_62324	2780	No terminal repeats	1	11	0.9930	NA	0	1.7183	NA	NA
k141_239101	5402	No terminal repeats	9	11	0.9930	NA	0	5.1548	NA	NA
k141_218248	2711	No terminal repeats	5	11	0.9929	NA	2	2.9571	MOBP1	NA
k141_122150	11922	No terminal repeats	11	11	0.9929	NA	1	10.2990	t4cp2	NA
k141_277289	2511	No terminal repeats	2	11	0.9929	NA	1	1.7183	NA	NA
k141_153244	2395	No terminal repeats	3	11	0.9928	NA	2	3.8842	T_virB8;T_virB6	NA
k141_98424	4529	No terminal repeats	8	11	0.9928	NA	0	3.2439	NA	NA
k141_269711	1360	No terminal repeats	3	11	0.9928	NA	1	2.7441	NA	NA
k141_176101	3986	No terminal repeats	7	11	0.9928	NA	0	3.1872	NA	NA
k141_227389	5724	DTR	7	11	0.9928	NA	1	3.5858	NA	NA
k141_127249	4476	No terminal repeats	5	11	0.9927	NA	0	3.6675	NA	NA
k141_98241	1633	No terminal repeats	3	11	0.9927	NA	1	2.9654	MOBP1	NA
k141_43620	9071	No terminal repeats	5	11	0.9927	NA	0	5.0623	NA	NA
k141_307596	1610	No terminal repeats	2	11	0.9927	NA	2	2.9571	MOBP1	NA
k141_42419	5827	No terminal repeats	8	11	0.9927	NA	1	2.5145	T_virB10	NA
k141_236009	4899	No terminal repeats	7	11	0.9926	NA	1	4.3827	NA	NA
k141_177794	2022	No terminal repeats	4	11	0.9926	NA	2	3.2261	MOBQ	NA
k141_46299	1759	No terminal repeats	2	11	0.9926	NA	1	3.0940	MOBP1	NA
k141_291753	2851	No terminal repeats	2	11	0.9926	NA	2	3.1408	MOBP1	NA
k141_124345	8606	No terminal repeats	11	11	0.9925	NA	3	6.1735	MOBQ	NA
k141_238270	2650	No terminal repeats	3	11	0.9925	NA	0	1.7183	NA	NA
k141_117925	2344	No terminal repeats	4	11	0.9925	NA	1	2.0483	NA	NA
k141_201088	7232	No terminal repeats	8	11	0.9925	NA	1	1.7183	NA	NA
k141_254781	7787	No terminal repeats	6	11	0.9924	NA	0	3.4366	NA	NA
k141_307652	2065	No terminal repeats	2	11	0.9924	NA	1	1.7183	NA	NA
k141_259929	14231	No terminal repeats	7	11	0.9924	NA	0	4.8390	NA	NA
k141_82536	7295	No terminal repeats	11	11	0.9924	NA	0	1.9424	NA	NA
k141_176194	2640	DTR	5	11	0.9923	NA	0	2.8196	NA	NA
k141_189354	2251	No terminal repeats	4	11	0.9923	NA	1	2.8010	NA	NA
k141_243534	12777	No terminal repeats	12	11	0.9923	NA	1	13.0355	I_traY	NA
k141_147920	2723	No terminal repeats	6	11	0.9923	NA	0	2.5681	NA	NA
k141_89579	2695	No terminal repeats	5	11	0.9923	NA	1	2.3216	NA	NA
k141_226126	4044	No terminal repeats	5	11	0.9923	NA	1	3.0946	NA	NA
k141_228122	1181	No terminal repeats	3	11	0.9923	NA	1	3.2149	NA	NA
k141_18155	8985	No terminal repeats	11	11	0.9922	NA	0	4.4974	NA	NA
k141_218994	1414	No terminal repeats	3	11	0.9922	NA	1	2.5929	NA	NA
k141_198669	2406	No terminal repeats	3	11	0.9922	NA	1	2.3865	MOBQ	NA
k141_161327	1767	No terminal repeats	4	11	0.9921	NA	2	3.2261	MOBQ	NA
k141_95906	4769	No terminal repeats	7	11	0.9921	NA	0	2.7304	NA	NA
k141_107480	3631	No terminal repeats	8	11	0.9921	NA	1	1.7183	NA	NA
k141_245477	2851	No terminal repeats	2	11	0.9921	NA	0	3.3441	NA	NA
k141_106617	4589	No terminal repeats	6	11	0.9921	NA	1	1.8739	NA	NA
k141_297721	3435	No terminal repeats	6	11	0.9920	NA	2	2.7761	NA	NA
k141_7843	2907	No terminal repeats	7	11	0.9920	NA	1	5.1548	NA	NA
k141_225288	1457	No terminal repeats	1	11	0.9920	NA	1	0.9293	NA	NA
k141_167240	1917	No terminal repeats	6	11	0.9920	NA	1	2.0037	NA	NA
k141_329101	2570	DTR	3	11	0.9920	NA	2	1.9967	NA	NA
k141_111473	1709	No terminal repeats	3	11	0.9919	NA	2	2.7641	MOBQ	NA
k141_299593	2864	No terminal repeats	6	11	0.9919	NA	0	1.7183	NA	NA
k141_304000	2981	No terminal repeats	5	11	0.9919	NA	0	6.2416	NA	NA
k141_269173	5367	No terminal repeats	4	11	0.9919	NA	0	1.7183	NA	NA
k141_119837	4053	No terminal repeats	5	11	0.9919	NA	1	2.8753	NA	NA
k141_195222	1526	No terminal repeats	2	11	0.9919	NA	1	2.6481	NA	NA
k141_318246	2346	No terminal repeats	3	11	0.9919	NA	1	1.7183	NA	NA
k141_257060	15289	No terminal repeats	18	11	0.9917	NA	5	14.4952	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15	NA
k141_65670	2259	No terminal repeats	2	11	0.9917	NA	1	2.6481	NA	NA
k141_102874	1395	No terminal repeats	3	11	0.9917	NA	1	2.2083	NA	NA
k141_129779	2837	No terminal repeats	4	11	0.9917	NA	0	1.7183	NA	NA
k141_25954	9311	No terminal repeats	10	11	0.9916	NA	0	2.3337	NA	NA
k141_299609	1893	DTR	1	11	0.9916	NA	1	0.9502	NA	NA
k141_93265	5645	No terminal repeats	6	11	0.9916	NA	2	3.4572	MOBQ;T_virB6	NA
k141_179175	5145	No terminal repeats	12	11	0.9915	NA	0	5.5506	NA	NA
k141_210894	9156	No terminal repeats	13	11	0.9915	NA	0	5.2229	NA	NA
k141_160638	3027	No terminal repeats	4	11	0.9915	NA	1	3.0931	MOBB	NA
k141_6934	2160	No terminal repeats	4	11	0.9915	NA	1	3.2648	T_virB5	NA
k141_130710	11148	No terminal repeats	14	11	0.9915	NA	6	15.0272	t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11	NA
k141_169935	17815	No terminal repeats	20	11	0.9914	NA	1	9.6050	NA	NA
k141_22669	8812	No terminal repeats	12	11	0.9914	NA	3	3.1135	MOBP1	NA
k141_299923	10282	No terminal repeats	7	11	0.9914	NA	0	5.7193	NA	NA
k141_242057	10172	No terminal repeats	13	11	0.9914	NA	0	1.3193	NA	NA
k141_132430	1060	No terminal repeats	2	11	0.9913	NA	1	2.9250	T_virB5	NA
k141_274605	1906	No terminal repeats	5	11	0.9913	NA	1	1.9759	NA	NA
k141_218799	20467	No terminal repeats	19	11	0.9913	NA	5	23.7084	traU;I_traN;I_traM	NA
k141_94103	2937	No terminal repeats	4	11	0.9913	NA	0	1.1620	NA	NA
k141_311567	10894	No terminal repeats	10	11	0.9912	NA	0	3.8563	NA	NA
k141_125290	1031	No terminal repeats	2	11	0.9912	NA	1	0.9293	NA	NA
k141_3665	4017	No terminal repeats	4	11	0.9912	NA	0	1.5849	NA	NA
k141_260832	8955	No terminal repeats	12	11	0.9911	NA	2	9.1425	MOBP1	NA
k141_254256	9090	No terminal repeats	9	11	0.9911	NA	1	4.5916	F_traE	NA
k141_223683	3089	No terminal repeats	5	11	0.9911	NA	0	1.8353	NA	NA
k141_10611	1761	DTR	1	11	0.9911	NA	1	0.9293	NA	NA
k141_146889	1101	No terminal repeats	2	11	0.9911	NA	1	1.7183	NA	NA
k141_82360	2836	No terminal repeats	3	11	0.9910	NA	0	1.7183	NA	NA
k141_195922	6650	No terminal repeats	11	4	0.9910	NA	2	2.8033	MOBV	NA
k141_73902	1256	No terminal repeats	3	11	0.9910	NA	1	1.9759	NA	NA
k141_301930	3112	No terminal repeats	3	11	0.9910	NA	0	1.3058	NA	NA
k141_194100	1539	No terminal repeats	3	11	0.9909	NA	1	2.3952	NA	NA
k141_305410	2535	No terminal repeats	4	11	0.9909	NA	1	1.7183	NA	NA
k141_29836	5283	No terminal repeats	7	11	0.9909	NA	0	4.9226	NA	NA
k141_268032	3617	No terminal repeats	6	11	0.9909	NA	0	4.9715	NA	NA
k141_14632	5189	No terminal repeats	8	11	0.9909	NA	2	4.1535	T_virB6;T_virB5	NA
k141_44833	5278	No terminal repeats	6	11	0.9909	NA	0	2.0123	NA	NA
k141_196115	2580	No terminal repeats	7	11	0.9909	NA	0	3.6167	NA	NA
k141_168789	2727	No terminal repeats	6	11	0.9908	NA	0	1.7183	NA	NA
k141_257205	4309	No terminal repeats	6	11	0.9908	NA	6	7.3275	G_tfc9;G_tfc8;G_tfc7;t4cp1;G_tfc5;T_virB1	NA
k141_13608	2882	No terminal repeats	6	11	0.9908	NA	1	3.0772	NA	NA
k141_181227	3900	No terminal repeats	5	11	0.9907	NA	0	3.8665	NA	NA
k141_243569	5520	No terminal repeats	9	11	0.9907	NA	2	3.9518	NA	NA
k141_143947	3963	No terminal repeats	5	11	0.9907	NA	0	1.7183	NA	NA
k141_177792	1145	No terminal repeats	2	11	0.9906	NA	1	1.7183	NA	NA
k141_212562	4964	No terminal repeats	4	11	0.9906	NA	0	3.3441	NA	NA
k141_104709	1026	No terminal repeats	3	11	0.9905	NA	2	3.1506	NA	NA
k141_107717	1278	No terminal repeats	2	11	0.9905	NA	1	1.7183	NA	NA
k141_47762	4743	No terminal repeats	6	11	0.9904	NA	0	1.7183	NA	NA
k141_225311	2606	No terminal repeats	4	11	0.9904	NA	0	1.7183	NA	NA
k141_308299	3416	No terminal repeats	3	11	0.9904	NA	1	0.6235	NA	NA
k141_166923	1091	No terminal repeats	1	11	0.9903	NA	1	1.6920	MOBQ	NA
k141_222267	1077	No terminal repeats	2	11	0.9903	NA	1	2.8055	NA	NA
k141_240034	2688	No terminal repeats	3	11	0.9902	NA	1	1.7183	MOBV	NA
k141_253595	1009	No terminal repeats	3	11	0.9902	NA	2	1.7019	NA	NA
k141_59939	11022	No terminal repeats	17	11	0.9902	NA	0	7.0656	NA	NA
k141_185997	2053	No terminal repeats	3	11	0.9902	NA	2	1.9967	NA	NA
k141_237474	1993	No terminal repeats	4	11	0.9902	NA	1	1.9139	NA	NA
k141_253822	7948	No terminal repeats	14	11	0.9901	NA	0	7.9922	NA	NA
k141_258477	1363	No terminal repeats	3	11	0.9901	NA	1	2.0761	NA	NA
k141_41891	3553	No terminal repeats	4	11	0.9901	NA	0	1.0827	NA	NA
k141_122110	5588	No terminal repeats	6	11	0.9900	NA	0	1.7183	NA	NA
k141_160056	1190	No terminal repeats	1	11	0.9900	NA	1	0.8746	NA	NA
k141_46625	3888	No terminal repeats	8	11	0.9900	NA	0	1.7183	NA	NA
k141_225031	2477	No terminal repeats	3	11	0.9899	NA	1	1.2389	NA	NA
k141_231433	4719	No terminal repeats	3	11	0.9899	NA	0	1.7183	NA	NA
k141_91868	5385	No terminal repeats	8	11	0.9899	NA	1	1.7617	MOBQ	NA
k141_215970	1592	No terminal repeats	2	11	0.9899	NA	1	1.7183	MOBP1	NA
k141_210366	1539	No terminal repeats	1	11	0.9898	NA	1	1.6920	MOBQ	NA
k141_218476	6157	No terminal repeats	3	11	0.9898	NA	0	1.0683	NA	NA
k141_261969	2063	No terminal repeats	2	11	0.9898	NA	1	3.1318	F_traE	NA
k141_115761	1376	No terminal repeats	3	11	0.9897	NA	1	1.3356	NA	NA
k141_176487	3882	No terminal repeats	5	11	0.9897	NA	0	1.7183	NA	NA
k141_199383	6654	No terminal repeats	11	11	0.9896	NA	0	1.7183	NA	NA
k141_161152	1756	No terminal repeats	2	11	0.9896	NA	1	1.2389	NA	NA
k141_60751	3605	No terminal repeats	5	11	0.9896	NA	2	4.2035	MOBP1	NA
k141_121208	3782	No terminal repeats	6	11	0.9896	NA	0	2.1859	NA	NA
k141_269667	2318	No terminal repeats	5	11	0.9895	NA	1	2.0483	NA	NA
k141_249397	7474	No terminal repeats	8	11	0.9895	NA	0	1.9543	NA	NA
k141_182042	6939	No terminal repeats	7	11	0.9895	NA	0	3.4196	NA	NA
k141_83100	1471	No terminal repeats	3	11	0.9895	NA	2	2.3555	MOBQ	NA
k141_121977	2616	No terminal repeats	6	11	0.9894	NA	2	2.8640	MOBP1	NA
k141_21144	3744	No terminal repeats	4	11	0.9894	NA	1	1.7183	NA	NA
k141_200972	1163	No terminal repeats	2	11	0.9894	NA	1	1.6588	NA	NA
k141_264892	5087	No terminal repeats	9	11	0.9894	NA	0	1.3559	NA	NA
k141_140963	1119	No terminal repeats	3	11	0.9893	NA	1	2.9250	T_virB5	NA
k141_93638	2346	No terminal repeats	2	11	0.9893	NA	1	1.6808	MOBQ	NA
k141_91932	1816	No terminal repeats	3	11	0.9891	NA	1	1.3753	NA	NA
k141_45143	3087	No terminal repeats	4	11	0.9891	NA	0	0.8620	NA	NA
k141_262656	4227	No terminal repeats	2	11	0.9891	NA	0	3.3441	NA	NA
k141_84515	4356	No terminal repeats	4	11	0.9891	NA	0	1.7848	NA	NA
k141_311147	8683	No terminal repeats	10	11	0.9891	NA	1	1.5702	MOBT	NA
k141_318319	4009	No terminal repeats	3	11	0.9891	NA	0	1.7183	NA	NA
k141_312269	1337	No terminal repeats	2	11	0.9891	NA	1	1.7183	MOBP1	NA
k141_92445	1387	No terminal repeats	2	11	0.9891	NA	1	1.2565	MOBV	NA
k141_81366	2828	No terminal repeats	5	11	0.9891	NA	0	2.3890	NA	NA
k141_46173	3235	No terminal repeats	3	11	0.9890	NA	0	1.7183	NA	NA
k141_325360	4318	No terminal repeats	6	11	0.9890	NA	0	1.6132	NA	NA
k141_293550	2983	No terminal repeats	4	11	0.9889	NA	0	2.6141	NA	NA
k141_325	2860	No terminal repeats	4	11	0.9889	NA	2	3.8989	MOBP1	NA
k141_213901	4296	No terminal repeats	5	11	0.9889	NA	3	2.9818	T_virB3;T_virB2;T_virB11;t4cp2	NA
k141_320225	1352	No terminal repeats	2	11	0.9888	NA	1	1.2565	MOBV	NA
k141_212970	3419	No terminal repeats	5	11	0.9888	NA	0	1.9019	NA	NA
k141_297678	5262	No terminal repeats	7	11	0.9888	NA	0	4.7055	NA	NA
k141_176759	5076	No terminal repeats	5	11	0.9887	NA	2	3.3988	MOBP1	NA
k141_214748	4197	No terminal repeats	3	11	0.9887	NA	0	3.4366	NA	NA
k141_39002	1056	No terminal repeats	3	11	0.9887	NA	2	4.0721	T_virB5;T_virB6	NA
k141_325283	2890	No terminal repeats	5	11	0.9887	NA	2	2.8505	NA	NA
k141_137036	1375	No terminal repeats	2	11	0.9887	NA	1	2.5612	NA	NA
k141_129054	3471	No terminal repeats	6	11	0.9886	NA	0	1.7183	NA	NA
k141_167292	1667	No terminal repeats	3	11	0.9886	NA	1	1.7183	NA	NA
k141_222551	3596	No terminal repeats	5	11	0.9886	NA	1	2.6315	NA	NA
k141_322161	3007	No terminal repeats	6	11	0.9886	NA	0	2.8248	NA	NA
k141_51869	8525	No terminal repeats	13	11	0.9885	NA	0	2.9296	NA	NA
k141_14362	3938	DTR	4	11	0.9885	NA	1	0.9027	NA	NA
k141_232182	3397	No terminal repeats	4	11	0.9883	NA	0	2.0123	NA	NA
k141_232948	1959	No terminal repeats	4	11	0.9883	NA	2	4.0721	T_virB5;T_virB6	NA
k141_100756	6240	No terminal repeats	9	11	0.9882	NA	1	1.2406	NA	NA
k141_264198	2990	No terminal repeats	5	11	0.9882	NA	1	1.7114	NA	NA
k141_93619	1241	No terminal repeats	1	11	0.9882	NA	1	1.4894	MOBQ	NA
k141_85595	6405	No terminal repeats	8	11	0.9881	NA	0	0.8719	NA	NA
k141_138174	2364	No terminal repeats	4	11	0.9880	NA	1	0.7965	NA	NA
k141_278920	2360	No terminal repeats	2	11	0.9880	NA	1	1.7183	NA	NA
k141_160328	3217	No terminal repeats	6	11	0.9880	NA	0	1.0827	NA	NA
k141_166467	12233	No terminal repeats	11	11	0.9880	NA	5	6.9308	t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
k141_193660	3905	No terminal repeats	7	11	0.9879	NA	0	3.2599	NA	NA
k141_83244	1451	No terminal repeats	1	11	0.9879	NA	1	1.7114	NA	NA
k141_306706	2522	No terminal repeats	3	11	0.9879	NA	0	1.7183	NA	NA
k141_105739	2729	No terminal repeats	4	11	0.9878	NA	0	1.3444	NA	NA
