seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_209456	1240	No terminal repeats	2	11	0.9959	NA	1	2.7441	NA	NA
k141_114796	1710	No terminal repeats	3	11	0.9959	NA	1	3.6199	NA	NA
k141_191913	3290	No terminal repeats	5	11	0.9959	NA	1	5.1934	NA	NA
k141_117710	2210	No terminal repeats	2	11	0.9958	NA	2	3.1408	MOBP1	NA
k141_305625	1619	No terminal repeats	1	11	0.9958	NA	1	1.7183	NA	NA
k141_312231	8434	No terminal repeats	10	11	0.9958	NA	1	10.4239	MOBQ	NA
k141_263968	1537	No terminal repeats	2	11	0.9958	NA	2	3.2077	MOBQ	NA
k141_148504	2484	No terminal repeats	2	11	0.9957	NA	2	3.1408	MOBP1	NA
k141_97762	3461	No terminal repeats	4	11	0.9957	NA	2	5.1548	NA	NA
k141_171477	4026	No terminal repeats	7	11	0.9957	NA	0	5.9764	NA	NA
k141_160304	1944	No terminal repeats	2	11	0.9957	NA	2	3.2077	MOBQ	NA
k141_250277	1797	No terminal repeats	4	11	0.9957	NA	1	3.9787	NA	NA
k141_371790	2560	DTR	5	11	0.9956	NA	2	5.1858	NA	NA
k141_212471	2940	No terminal repeats	5	11	0.9956	NA	1	4.2313	NA	NA
k141_305060	1959	No terminal repeats	2	11	0.9956	NA	1	3.1422	NA	NA
k141_141001	1363	No terminal repeats	2	11	0.9956	NA	2	3.2077	MOBQ	NA
k141_163005	7017	No terminal repeats	12	11	0.9956	NA	1	10.9299	NA	NA
k141_26845	5419	No terminal repeats	6	11	0.9956	NA	1	6.6711	MOBQ	NA
k141_258720	2024	No terminal repeats	4	11	0.9955	NA	1	4.3112	NA	NA
k141_125060	3414	No terminal repeats	5	11	0.9955	NA	2	5.5038	MOBP1	NA
k141_261125	1752	No terminal repeats	3	11	0.9955	NA	3	4.4089	virb4	NA
k141_113935	3741	No terminal repeats	6	11	0.9955	NA	0	6.1994	NA	NA
k141_71399	3103	No terminal repeats	4	11	0.9954	NA	1	4.5067	NA	NA
k141_227154	1667	No terminal repeats	4	11	0.9954	NA	2	5.1548	NA	NA
k141_291361	5886	No terminal repeats	8	11	0.9954	NA	2	5.6841	MOBV	NA
k141_125337	3798	DTR	4	11	0.9954	NA	1	4.9260	MOBQ	NA
k141_354025	5596	No terminal repeats	9	11	0.9954	NA	2	10.0808	MOBQ	NA
k141_214437	1356	No terminal repeats	2	11	0.9953	NA	2	3.1408	MOBP1	NA
k141_356441	2424	No terminal repeats	4	11	0.9953	NA	2	4.7146	MOBP1	NA
k141_298758	1201	No terminal repeats	1	11	0.9953	NA	1	1.7183	NA	NA
k141_115407	6089	No terminal repeats	10	11	0.9953	NA	0	9.1394	NA	NA
k141_201218	1856	No terminal repeats	5	11	0.9953	NA	1	5.2821	NA	NA
k141_156410	1518	No terminal repeats	2	11	0.9952	NA	2	2.9571	MOBP1	NA
k141_49258	2877	No terminal repeats	4	11	0.9952	NA	0	4.3346	NA	NA
k141_112908	2029	No terminal repeats	2	11	0.9952	NA	1	2.2083	NA	NA
k141_62369	1836	No terminal repeats	3	11	0.9952	NA	1	2.3861	NA	NA
k141_116522	5474	No terminal repeats	6	11	0.9952	NA	5	7.3221	T_virB6;T_virB5;MOBP1	NA
k141_357508	1098	No terminal repeats	1	11	0.9952	NA	1	1.7183	MOBF	NA
k141_16474	2119	No terminal repeats	2	11	0.9952	NA	1	2.2083	NA	NA
k141_39098	6698	No terminal repeats	2	11	0.9952	NA	0	3.4366	NA	NA
k141_87542	2175	No terminal repeats	4	11	0.9952	NA	1	3.7698	NA	NA
k141_291918	4375	No terminal repeats	5	11	0.9951	NA	2	4.7146	MOBP1	NA
k141_157635	5942	No terminal repeats	7	11	0.9951	NA	0	5.5896	NA	NA
k141_143246	2974	No terminal repeats	6	11	0.9951	NA	1	6.0331	NA	NA
k141_321514	3743	No terminal repeats	5	11	0.9951	NA	0	6.1337	NA	NA
k141_59037	5459	No terminal repeats	6	11	0.9951	NA	1	3.8813	MOBQ	NA
k141_173331	4619	No terminal repeats	7	11	0.9951	NA	1	5.9521	NA	NA
k141_333841	1619	No terminal repeats	4	11	0.9951	NA	4	5.8261	F_traK;F_traE;F_traL	NA
k141_285305	1985	No terminal repeats	5	11	0.9951	NA	2	5.5870	NA	NA
k141_242936	1162	No terminal repeats	2	11	0.9950	NA	2	3.1408	MOBP1	NA
k141_172417	3140	No terminal repeats	5	11	0.9950	NA	0	5.1548	NA	NA
k141_10609	3472	No terminal repeats	5	11	0.9950	NA	0	4.4401	NA	NA
k141_138959	1388	No terminal repeats	4	11	0.9950	NA	2	4.6857	F_traF	NA
k141_176212	3180	No terminal repeats	5	11	0.9950	NA	2	4.0081	MOBQ	NA
k141_94808	6761	No terminal repeats	8	11	0.9950	NA	6	8.3461	F_trbC;F_traU;F_traW;virb4	NA
k141_5403	3406	No terminal repeats	5	11	0.9950	NA	1	4.1134	NA	NA
k141_118969	4379	No terminal repeats	6	11	0.9949	NA	1	4.9819	NA	NA
k141_85360	1943	No terminal repeats	3	11	0.9949	NA	1	2.5929	NA	NA
k141_209801	1439	No terminal repeats	4	11	0.9949	NA	2	4.6857	F_traF	NA
k141_194261	5138	No terminal repeats	5	11	0.9948	NA	1	3.5031	NA	NA
k141_36011	1515	No terminal repeats	2	11	0.9948	NA	1	2.2711	NA	NA
k141_68850	2930	DTR	5	11	0.9948	NA	2	4.0975	NA	NA
k141_226563	2238	No terminal repeats	3	11	0.9948	NA	2	3.4366	MOBP1	NA
k141_8081	2844	No terminal repeats	5	11	0.9948	NA	2	4.5840	MOBP1	NA
k141_59181	4703	No terminal repeats	2	11	0.9947	NA	0	3.3441	NA	NA
k141_68903	3051	No terminal repeats	4	11	0.9947	NA	0	4.5150	NA	NA
k141_171774	3689	No terminal repeats	6	11	0.9947	NA	2	5.1286	MOBQ	NA
k141_334239	2234	No terminal repeats	4	11	0.9947	NA	3	5.7747	T_virB8;T_virB6;T_virB5	NA
k141_309492	1060	No terminal repeats	2	11	0.9947	NA	2	3.4366	NA	NA
k141_93292	5179	No terminal repeats	6	11	0.9947	NA	1	3.9930	NA	NA
k141_168547	2131	No terminal repeats	3	11	0.9947	NA	1	2.5929	NA	NA
k141_251338	7021	No terminal repeats	12	11	0.9947	NA	3	10.0808	MOBQ	NA
k141_269907	2413	No terminal repeats	3	11	0.9947	NA	1	3.3771	NA	NA
k141_371679	5413	DTR	7	11	0.9947	NA	1	4.9819	NA	NA
k141_235999	4543	No terminal repeats	8	11	0.9947	NA	1	5.8317	NA	NA
k141_94289	2875	No terminal repeats	3	11	0.9946	NA	0	2.1556	NA	NA
k141_175870	1588	No terminal repeats	2	11	0.9946	NA	1	2.9200	F_traH	NA
k141_10196	5860	No terminal repeats	8	11	0.9946	NA	3	6.1746	MOBP1	NA
k141_73685	5381	No terminal repeats	7	11	0.9946	NA	5	6.9308	t4cp1;G_tfc5;T_virB1;G_tfc3;G_tfc2	NA
k141_330804	4054	No terminal repeats	3	11	0.9945	NA	0	3.4366	NA	NA
k141_188501	1680	No terminal repeats	2	11	0.9945	NA	1	3.0967	MOBP1	NA
k141_364015	1489	No terminal repeats	2	11	0.9945	NA	1	3.2648	T_virB5	NA
k141_79322	3015	No terminal repeats	1	11	0.9945	NA	1	1.7183	NA	NA
k141_173072	1682	No terminal repeats	3	11	0.9945	NA	2	3.2261	MOBQ	NA
k141_123914	2708	No terminal repeats	5	11	0.9945	NA	4	5.5144	F_traW;F_traU;F_trbC	NA
k141_294418	3009	No terminal repeats	4	11	0.9945	NA	1	2.3544	NA	NA
k141_111421	2627	No terminal repeats	5	11	0.9945	NA	1	3.2880	NA	NA
k141_310464	7979	No terminal repeats	12	11	0.9944	NA	1	8.2496	NA	NA
k141_289441	3178	No terminal repeats	4	11	0.9944	NA	0	2.5681	NA	NA
k141_219503	1113	No terminal repeats	1	11	0.9944	NA	1	1.7183	NA	NA
k141_241802	4896	No terminal repeats	9	11	0.9944	NA	0	5.8960	NA	NA
k141_327943	2622	No terminal repeats	4	11	0.9944	NA	0	2.8010	NA	NA
k141_207561	5735	DTR	4	11	0.9944	NA	2	3.4366	MOBP1	NA
k141_292698	2350	No terminal repeats	6	11	0.9943	NA	1	3.7683	NA	NA
k141_105793	4186	DTR	5	11	0.9943	NA	2	3.4366	MOBP1	NA
k141_104586	1153	No terminal repeats	2	11	0.9943	NA	1	3.4366	I_traW	NA
k141_160331	2406	No terminal repeats	3	11	0.9943	NA	2	3.2373	MOBQ	NA
k141_203167	6313	No terminal repeats	4	11	0.9943	NA	1	1.9586	MOBQ	NA
k141_116771	1406	No terminal repeats	4	11	0.9943	NA	2	3.3661	MOBP1	NA
k141_138778	1502	No terminal repeats	2	11	0.9943	NA	1	3.4366	NA	NA
k141_24717	11879	No terminal repeats	11	11	0.9942	NA	3	4.4301	MOBP1	NA
k141_262430	1250	No terminal repeats	1	11	0.9942	NA	1	1.7183	NA	NA
k141_8219	4945	No terminal repeats	8	11	0.9942	NA	3	3.8907	MOBQ	NA
k141_279515	2139	No terminal repeats	4	11	0.9942	NA	2	2.9049	MOBP1	NA
k141_330179	11277	DTR	15	11	0.9942	NA	2	6.1762	NA	NA
k141_9136	4289	DTR	8	11	0.9942	NA	1	6.4809	NA	NA
k141_297967	1837	No terminal repeats	2	11	0.9942	NA	1	2.3235	NA	NA
k141_146643	5191	No terminal repeats	8	11	0.9941	NA	0	5.0515	NA	NA
k141_292556	1974	No terminal repeats	4	11	0.9941	NA	1	2.8010	NA	NA
k141_153723	5096	No terminal repeats	9	11	0.9941	NA	1	5.3504	NA	NA
k141_362543	2801	No terminal repeats	2	11	0.9941	NA	1	1.7183	NA	NA
k141_195667	1944	No terminal repeats	5	11	0.9941	NA	1	4.3207	NA	NA
k141_31045	2287	No terminal repeats	3	11	0.9941	NA	1	2.3216	NA	NA
k141_94414	2208	No terminal repeats	4	11	0.9940	NA	1	3.1262	NA	NA
k141_53584	4837	DTR	4	11	0.9940	NA	2	2.9571	MOBP1	NA
k141_252078	3335	No terminal repeats	5	11	0.9940	NA	1	4.3648	MOBB	NA
k141_237010	4223	No terminal repeats	7	11	0.9940	NA	4	6.8991	T_virB5;T_virB10;T_virB9	NA
k141_115854	3751	No terminal repeats	7	11	0.9940	NA	2	4.4236	NA	NA
k141_10142	2678	DTR	5	11	0.9940	NA	0	4.5379	NA	NA
k141_258991	2339	No terminal repeats	2	11	0.9940	NA	1	1.7183	NA	NA
k141_360204	3009	No terminal repeats	4	11	0.9940	NA	1	2.5534	NA	NA
k141_145805	2176	No terminal repeats	3	11	0.9940	NA	1	2.7441	NA	NA
k141_327706	4454	No terminal repeats	8	11	0.9940	NA	3	4.6126	MOBQ	NA
k141_54344	4695	No terminal repeats	6	11	0.9939	NA	1	3.4366	NA	NA
k141_280214	4855	No terminal repeats	6	11	0.9939	NA	2	2.2591	MOBV	NA
k141_150805	1493	No terminal repeats	3	11	0.9939	NA	2	2.8116	MOBP1	NA
k141_207907	3767	No terminal repeats	5	11	0.9939	NA	1	5.8117	F_traG	NA
k141_3499	2450	No terminal repeats	2	11	0.9939	NA	1	2.8317	virb4	NA
k141_202911	1491	No terminal repeats	1	11	0.9939	NA	1	1.7183	MOBP1	NA
k141_321646	7190	No terminal repeats	11	11	0.9938	NA	0	4.3588	NA	NA
k141_138799	2286	No terminal repeats	4	11	0.9938	NA	3	5.1024	NA	NA
k141_293400	1171	No terminal repeats	2	11	0.9938	NA	2	3.1408	MOBP1	NA
k141_56447	2861	No terminal repeats	5	11	0.9938	NA	1	3.2636	NA	NA
k141_354394	28163	No terminal repeats	30	11	0.9938	NA	9	16.9151	T_virB2;T_virB3;T_virB5;T_virB6;T_virB8;T_virB9;T_virB10	NA
k141_371652	2842	DTR	4	11	0.9937	NA	2	4.6498	NA	NA
k141_93568	2946	No terminal repeats	5	11	0.9937	NA	0	3.6290	NA	NA
k141_312277	6211	No terminal repeats	7	11	0.9937	NA	0	5.0271	NA	NA
k141_328058	1859	No terminal repeats	4	11	0.9937	NA	2	1.4323	NA	NA
k141_274188	1897	No terminal repeats	3	11	0.9937	NA	1	0.9394	NA	NA
k141_268942	1836	DTR	2	11	0.9937	NA	2	1.8586	NA	NA
k141_116782	1157	No terminal repeats	3	11	0.9937	NA	2	2.3295	MOBP1	NA
k141_155614	7779	No terminal repeats	9	11	0.9937	NA	2	5.3165	NA	NA
k141_220014	5189	No terminal repeats	9	11	0.9936	NA	0	4.5023	NA	NA
k141_40780	2106	No terminal repeats	3	11	0.9936	NA	1	3.2149	NA	NA
k141_103112	5100	No terminal repeats	6	11	0.9936	NA	3	4.7826	MOBQ	NA
k141_88771	3272	No terminal repeats	3	11	0.9936	NA	0	3.0835	NA	NA
k141_143264	1804	No terminal repeats	3	11	0.9936	NA	1	3.2636	NA	NA
k141_243661	4481	No terminal repeats	8	11	0.9936	NA	0	4.2923	NA	NA
k141_320557	2213	No terminal repeats	4	11	0.9936	NA	1	3.4302	NA	NA
k141_294783	3025	No terminal repeats	6	11	0.9936	NA	1	2.3861	NA	NA
k141_323308	44151	No terminal repeats	44	11	0.9936	NA	8	18.7908	t4cp2;T_virB11;T_virB2;T_virB3;virb4;T_virB5;T_virB6;T_virB8	NA
k141_260061	1398	No terminal repeats	2	11	0.9936	NA	2	3.0347	MOBQ	NA
k141_39440	2497	No terminal repeats	3	11	0.9936	NA	1	2.8010	NA	NA
k141_42309	2942	No terminal repeats	5	11	0.9936	NA	1	2.8010	NA	NA
k141_296098	3739	No terminal repeats	6	11	0.9935	NA	0	6.8731	NA	NA
k141_112042	13224	No terminal repeats	14	11	0.9935	NA	0	8.0371	NA	NA
k141_358655	4991	No terminal repeats	7	11	0.9935	NA	1	5.9155	F_traE	NA
k141_208003	1017	No terminal repeats	2	11	0.9935	NA	1	1.7183	NA	NA
k141_275801	6126	No terminal repeats	7	11	0.9935	NA	0	2.7732	NA	NA
k141_64106	3808	No terminal repeats	7	11	0.9935	NA	0	4.7009	NA	NA
k141_249374	1032	No terminal repeats	1	11	0.9935	NA	1	1.7183	MOBP1	NA
k141_211914	2713	No terminal repeats	5	11	0.9935	NA	1	2.5187	NA	NA
k141_37091	1443	No terminal repeats	2	11	0.9935	NA	1	3.2077	MOBQ	NA
k141_371626	3360	DTR	5	11	0.9934	NA	2	3.2077	MOBQ	NA
k141_216261	1788	No terminal repeats	3	11	0.9934	NA	2	2.9571	MOBP1	NA
k141_53693	3625	DTR	5	11	0.9934	NA	2	3.3991	MOBQ	NA
k141_273166	2643	No terminal repeats	4	11	0.9934	NA	3	4.4302	F_traK	NA
k141_14382	1777	No terminal repeats	2	4	0.9934	NA	1	1.7183	MOBP1	NA
k141_328761	2603	No terminal repeats	3	11	0.9934	NA	2	2.9699	MOBP1	NA
k141_253215	2729	No terminal repeats	3	11	0.9933	NA	0	2.8010	NA	NA
k141_238736	2732	No terminal repeats	3	11	0.9933	NA	0	1.7183	NA	NA
k141_292941	1150	No terminal repeats	2	11	0.9933	NA	1	1.7183	NA	NA
k141_191253	2665	No terminal repeats	6	11	0.9933	NA	0	4.6471	NA	NA
k141_159250	5010	No terminal repeats	8	11	0.9933	NA	0	4.5425	NA	NA
k141_225253	1008	No terminal repeats	3	11	0.9933	NA	2	3.4366	NA	NA
k141_13556	4099	No terminal repeats	3	11	0.9933	NA	1	1.7183	NA	NA
k141_271950	2095	No terminal repeats	6	11	0.9932	NA	2	2.2540	MOBQ	NA
k141_269944	2158	DTR	3	11	0.9932	NA	1	1.9336	NA	NA
k141_193283	4013	No terminal repeats	3	11	0.9932	NA	1	1.7183	MOBV	NA
k141_332680	2629	No terminal repeats	5	11	0.9932	NA	1	2.5534	NA	NA
k141_343644	3787	No terminal repeats	6	11	0.9932	NA	2	2.9466	NA	NA
k141_6213	4430	No terminal repeats	7	11	0.9932	NA	1	2.7939	NA	NA
k141_134603	2918	No terminal repeats	6	11	0.9932	NA	4	5.9565	F_traF;F_traN	NA
k141_195586	1133	No terminal repeats	3	11	0.9931	NA	2	1.9913	NA	NA
k141_169105	1166	No terminal repeats	3	11	0.9931	NA	2	2.9608	MOBP1	NA
k141_328727	1229	No terminal repeats	2	11	0.9931	NA	1	1.7183	NA	NA
k141_4223	3950	No terminal repeats	5	11	0.9931	NA	0	1.7183	NA	NA
k141_313179	2869	No terminal repeats	3	11	0.9931	NA	0	1.7183	NA	NA
k141_62250	1264	No terminal repeats	3	11	0.9931	NA	1	3.4366	NA	NA
k141_219083	1365	No terminal repeats	4	11	0.9931	NA	1	3.4366	NA	NA
k141_72178	15773	No terminal repeats	18	11	0.9930	NA	5	15.5541	MOBH;G_tfc19;G_tfc18;G_tfc22;G_tfc23;G_tfc24;virb4;G_tfc15;G_tfc14	NA
k141_218295	2819	No terminal repeats	4	11	0.9930	NA	0	1.7183	NA	NA
k141_353605	1415	No terminal repeats	4	11	0.9930	NA	2	1.9913	NA	NA
k141_227919	8480	No terminal repeats	10	11	0.9930	NA	2	6.5237	MOBP1	NA
k141_136176	7224	No terminal repeats	12	11	0.9930	NA	1	3.0650	NA	NA
k141_156901	2396	No terminal repeats	4	11	0.9929	NA	1	2.2083	NA	NA
k141_336003	1779	No terminal repeats	3	11	0.9929	NA	1	1.7183	NA	NA
k141_306695	1581	No terminal repeats	3	11	0.9929	NA	2	2.9571	MOBP1	NA
k141_22546	2683	No terminal repeats	3	11	0.9929	NA	0	1.7183	NA	NA
k141_283671	3604	No terminal repeats	5	11	0.9929	NA	1	2.5316	NA	NA
k141_9150	2717	No terminal repeats	4	11	0.9929	NA	2	2.9571	MOBP1	NA
k141_185870	1213	No terminal repeats	3	11	0.9929	NA	3	4.6857	F_traF	NA
k141_63263	4218	No terminal repeats	4	11	0.9928	NA	0	2.0755	NA	NA
k141_48813	3833	No terminal repeats	6	11	0.9928	NA	0	1.7183	NA	NA
k141_108250	1103	No terminal repeats	1	11	0.9928	NA	1	1.2565	MOBV	NA
k141_177168	3642	No terminal repeats	5	11	0.9928	NA	2	2.2591	MOBV	NA
k141_62798	2040	No terminal repeats	1	11	0.9928	NA	1	1.6920	MOBQ	NA
k141_35554	2517	No terminal repeats	5	11	0.9928	NA	0	3.3809	NA	NA
k141_323523	1772	No terminal repeats	3	11	0.9928	NA	1	1.5316	NA	NA
k141_135932	7261	No terminal repeats	6	11	0.9927	NA	0	4.9867	NA	NA
k141_183099	1032	No terminal repeats	2	11	0.9927	NA	1	2.0515	NA	NA
k141_280373	3998	No terminal repeats	7	11	0.9927	NA	1	1.7183	MOBV	NA
k141_288695	4640	No terminal repeats	4	11	0.9927	NA	0	2.1556	NA	NA
k141_284581	4744	No terminal repeats	6	11	0.9927	NA	1	5.6599	MOBP1	NA
k141_55832	5061	No terminal repeats	8	11	0.9927	NA	0	2.8807	NA	NA
k141_254746	2738	No terminal repeats	4	11	0.9927	NA	1	1.7183	NA	NA
k141_196525	3365	No terminal repeats	4	11	0.9926	NA	1	1.7183	MOBP1	NA
k141_342100	2557	No terminal repeats	4	11	0.9926	NA	2	4.8171	MOBP1	NA
k141_326973	12465	No terminal repeats	16	11	0.9926	NA	7	11.5921	T_virB2;virb4;T_virB6;T_virB8	NA
k141_76206	2130	No terminal repeats	4	11	0.9926	NA	2	2.5461	NA	NA
k141_338397	4626	No terminal repeats	10	11	0.9926	NA	0	4.2278	NA	NA
k141_319871	4054	No terminal repeats	8	11	0.9926	NA	0	1.7183	NA	NA
k141_367845	2706	No terminal repeats	4	11	0.9926	NA	0	1.7183	NA	NA
k141_60542	4319	No terminal repeats	4	11	0.9926	NA	0	1.8970	NA	NA
k141_193640	2243	No terminal repeats	3	11	0.9925	NA	1	1.7183	NA	NA
k141_280357	1255	No terminal repeats	3	11	0.9925	NA	1	3.2158	NA	NA
k141_35533	2977	No terminal repeats	5	11	0.9924	NA	3	4.2640	F_traK;F_traV	NA
k141_42283	6711	No terminal repeats	10	11	0.9924	NA	0	4.4722	NA	NA
k141_353471	1673	No terminal repeats	2	11	0.9924	NA	1	1.7183	MOBC	NA
k141_205311	5238	No terminal repeats	9	11	0.9923	NA	2	3.7603	NA	NA
k141_323261	2709	No terminal repeats	4	11	0.9923	NA	1	1.7183	MOBP1	NA
k141_99191	1640	No terminal repeats	2	11	0.9923	NA	1	1.7183	NA	NA
k141_154571	1071	No terminal repeats	2	11	0.9923	NA	2	3.2261	MOBQ	NA
k141_187506	1381	No terminal repeats	3	11	0.9923	NA	2	2.7641	MOBQ	NA
k141_215769	1721	No terminal repeats	2	11	0.9923	NA	1	1.7183	NA	NA
k141_13515	2974	No terminal repeats	3	11	0.9922	NA	1	3.0217	MOBB	NA
k141_352240	3180	No terminal repeats	5	11	0.9922	NA	5	6.5831	G_tfc10;G_tfc9;G_tfc8;G_tfc7;t4cp1	NA
k141_175977	1659	No terminal repeats	3	11	0.9922	NA	1	3.0504	NA	NA
k141_229052	1323	No terminal repeats	2	11	0.9922	NA	1	2.8300	NA	NA
k141_196155	3493	No terminal repeats	4	11	0.9921	NA	0	1.7117	NA	NA
k141_310502	3206	No terminal repeats	5	11	0.9921	NA	1	3.2364	NA	NA
k141_51847	8326	No terminal repeats	11	11	0.9921	NA	3	3.1135	MOBP1	NA
k141_144034	3216	No terminal repeats	6	11	0.9921	NA	2	4.4275	T_virB5	NA
k141_351621	2298	No terminal repeats	3	11	0.9921	NA	1	2.2711	NA	NA
k141_103665	4531	No terminal repeats	7	11	0.9921	NA	7	10.0656	F_traL;F_traE;F_traK;F_traB;F_traV;virb4	NA
k141_96057	4001	No terminal repeats	6	11	0.9921	NA	1	1.7183	NA	NA
k141_265029	1651	No terminal repeats	3	11	0.9921	NA	1	2.1646	NA	NA
k141_96843	3723	No terminal repeats	4	11	0.9921	NA	1	3.2077	MOBQ	NA
k141_176383	1726	No terminal repeats	4	11	0.9921	NA	1	1.9146	NA	NA
k141_258958	4350	No terminal repeats	7	11	0.9920	NA	1	2.9961	NA	NA
k141_259091	11594	No terminal repeats	10	11	0.9920	NA	8	12.2934	virb4;F_traV;F_traB;F_traK;F_traE;F_traL	NA
k141_145379	1164	No terminal repeats	4	11	0.9920	NA	3	4.3280	F_traE;F_traL	NA
k141_48532	9480	No terminal repeats	13	11	0.9920	NA	2	9.0740	MOBP1	NA
k141_206427	6174	No terminal repeats	5	11	0.9920	NA	0	1.7183	NA	NA
k141_190928	3840	No terminal repeats	5	11	0.9920	NA	0	1.7084	NA	NA
k141_319364	1692	No terminal repeats	3	11	0.9919	NA	1	2.3952	NA	NA
k141_160241	1015	No terminal repeats	1	11	0.9919	NA	1	1.7183	MOBP1	NA
k141_304531	1432	No terminal repeats	3	11	0.9919	NA	1	2.7151	NA	NA
k141_12744	3441	DTR	4	11	0.9918	NA	1	1.8739	NA	NA
k141_341872	2272	No terminal repeats	3	11	0.9918	NA	1	1.7183	NA	NA
k141_11562	2888	No terminal repeats	5	11	0.9918	NA	0	3.9709	NA	NA
k141_324431	1893	DTR	1	11	0.9918	NA	1	0.9502	NA	NA
k141_306581	1184	No terminal repeats	3	11	0.9917	NA	2	3.1506	NA	NA
k141_266057	1360	No terminal repeats	1	11	0.9917	NA	1	1.7183	MOBP1	NA
k141_334673	1163	No terminal repeats	1	11	0.9917	NA	1	0.9372	NA	NA
k141_331893	4311	No terminal repeats	5	11	0.9917	NA	1	4.9419	MOBV	NA
k141_3781	1649	No terminal repeats	3	11	0.9916	NA	2	2.9571	MOBP1	NA
k141_150140	2636	No terminal repeats	5	11	0.9916	NA	2	1.8840	MOBV	NA
k141_7007	7950	No terminal repeats	8	11	0.9916	NA	0	4.5193	NA	NA
k141_1180	4349	No terminal repeats	8	11	0.9916	NA	0	1.7183	NA	NA
k141_13237	4853	No terminal repeats	8	11	0.9916	NA	1	3.9407	NA	NA
k141_284884	1966	No terminal repeats	3	11	0.9915	NA	2	2.9608	MOBP1	NA
k141_93775	6519	No terminal repeats	9	11	0.9915	NA	1	5.2139	F_traE	NA
k141_181017	14022	No terminal repeats	19	11	0.9915	NA	0	4.4681	NA	NA
k141_46464	2855	No terminal repeats	6	11	0.9915	NA	0	2.9906	NA	NA
k141_205838	1800	No terminal repeats	2	11	0.9915	NA	2	2.5091	F_traH;F_traG	NA
k141_244836	3586	No terminal repeats	2	11	0.9914	NA	0	1.7183	NA	NA
k141_194712	3494	No terminal repeats	6	11	0.9914	NA	0	4.4964	NA	NA
k141_75370	1287	No terminal repeats	2	11	0.9914	NA	1	1.7183	NA	NA
k141_255252	2596	No terminal repeats	4	11	0.9914	NA	0	3.1438	NA	NA
k141_143204	3230	No terminal repeats	4	11	0.9914	NA	0	1.7183	NA	NA
k141_39405	6423	No terminal repeats	3	11	0.9914	NA	0	3.3441	NA	NA
k141_98994	4826	No terminal repeats	10	11	0.9913	NA	0	2.5885	NA	NA
k141_10378	10542	No terminal repeats	10	11	0.9913	NA	1	3.5721	NA	NA
k141_209441	4454	No terminal repeats	6	11	0.9913	NA	0	1.7183	NA	NA
k141_13918	1798	No terminal repeats	3	11	0.9912	NA	1	1.7183	NA	NA
k141_275189	2077	No terminal repeats	4	11	0.9912	NA	1	1.3910	NA	NA
k141_149420	7081	No terminal repeats	10	11	0.9911	NA	2	3.7389	NA	NA
k141_159499	1292	No terminal repeats	1	11	0.9911	NA	1	1.6808	MOBQ	NA
