ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
ACT-29	3001849	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	2.00	0.00	2.00	15.79	181.00	101.00	0	0	0	0	N/A	N/A		1146	ACT beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
CARB-4	3002243	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	0.00	5.00	45.44	394.00	200.00	0	0	0	0	N/A	N/A		867	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
ErmE	3000326	protein homolog model	CARD	1	100.0	no data	no data	Saccharopolyspora erythraea	9.00	0.00	9.00	21.12	242.00	63.78	0	0	0	0	N/A	N/A		1146	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
OXY-2-2	3002397	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	1.00	0.00	1.00	17.18	150.00	200.00	0	0	0	0	N/A	N/A		873	OXY beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(6')-Iu	3002565	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter dispersus	1.00	0.00	1.00	5.22	23.00	34.00	0	0	0	0	N/A	N/A		441	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	125.00	0.00	125.00	100.00	915.00	115.32	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
aadA4	3002604	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	19.00	0.00	19.00	100.00	789.00	188.32	0	0	0	0	N/A	N/A		789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1420.00	0.00	1420.00	100.00	3114.00	171.31	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
arr-8	3002853	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	38.00	0.00	38.00	100.00	453.00	155.66	0	0	0	0	N/A	N/A		453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
rgt1438	3002883	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces sp.	10.00	0.00	10.00	28.40	351.00	80.90	0	0	0	0	N/A	N/A		1236	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation
CMY-9	3002020	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	96.00	0.00	96.00	96.52	1109.00	171.88	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephalosporin	antibiotic inactivation
APH(2'')-Ie	3002634	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	56.00	0.00	56.00	100.00	906.00	187.88	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-IIb	3002595	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas fluorescens	1.00	0.00	1.00	5.16	28.00	56.00	0	0	0	0	N/A	N/A		543	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	12.00	0.00	12.00	43.75	504.00	178.17	0	0	0	0	N/A	N/A		1152	MOX beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
cphA7	3003103	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas jandaei	40.00	0.00	40.00	99.87	764.00	164.22	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
aadA12	3002612	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	7.00	0.00	7.00	61.99	491.00	190.43	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	1418.00	0.00	1418.00	100.00	633.00	188.67	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	706.00	0.00	706.00	100.00	1374.00	162.41	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	26.00	0.00	26.00	50.60	1609.00	106.38	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
AAC(6')-Iaf	3002574	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	7.00	0.00	7.00	28.99	160.00	69.86	0	0	0	0	N/A	N/A		552	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
myrA	3001300	protein homolog model	CARD	1	100.0	no data	no data	Micromonospora griseorubida	14.00	0.00	14.00	33.78	300.00	58.07	0	0	0	0	N/A	N/A		888	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	80.00	0.00	80.00	53.47	839.00	76.29	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
OXA-229	3001692	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bereziniae	12.00	0.00	12.00	43.20	359.00	113.42	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-229-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	489.00	0.00	489.00	100.00	1218.00	183.85	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(45)	3003196	protein homolog model	CARD	1	100.0	no data	no data	Bhargavaea cecembensis	2.00	0.00	2.00	14.09	194.00	92.00	0	0	0	0	N/A	N/A		1377	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	147.00	0.00	147.00	94.51	913.00	196.68	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
DHA-19	3002150	protein homolog model	CARD	1	100.0	no data	no data	Morganella morganii	17.00	0.00	17.00	20.00	228.00	164.47	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin	antibiotic inactivation
arlS	3000839	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	13.00	0.00	13.00	6.05	82.00	51.69	0	0	0	0	N/A	N/A		1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	30.00	0.00	30.00	98.99	787.00	99.27	0	0	0	0	N/A	N/A		795	OXA beta-lactamase; OXA-12-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	20.00	0.00	20.00	100.00	420.00	132.65	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
APH(4)-Ia	3002655	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	0.00	6.00	47.66	489.00	177.17	0	0	0	0	N/A	N/A		1026	APH(4)	aminoglycoside antibiotic	antibiotic inactivation
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	259.00	0.00	259.00	99.52	824.00	186.42	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OKP-A-12	3002429	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.42	150.00	200.00	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
MIR-2	3002168	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	4.00	0.00	4.00	26.18	300.00	199.75	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	49.00	0.00	49.00	65.70	475.00	109.02	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	36.00	0.00	36.00	71.06	614.00	199.69	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
SHV-164	3001347	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	24.97	215.00	183.50	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
OXA-9	3001404	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	21.00	0.00	21.00	97.33	803.00	139.52	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-9-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
ermZ	3004605	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces ambofaciens	10.00	0.00	10.00	13.66	116.00	78.50	0	0	0	0	N/A	N/A		849	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
APH(3')-VIIa	3002654	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter jejuni	12.00	0.00	12.00	51.13	385.00	80.75	0	0	0	0	N/A	N/A		753	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
arr-4	3002849	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	0.00	5.00	66.89	303.00	103.00	0	0	0	0	N/A	N/A		453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	867.00	0.00	867.00	100.00	1485.00	183.58	0	0	0	0	N/A	N/A		1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	2889.00	0.00	2889.00	100.00	1260.00	193.37	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	4972.00	0.00	4972.00	100.00	996.00	168.92	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
CMY-4	3002015	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	77.00	0.00	77.00	91.95	1051.00	199.49	0	0	0	0	N/A	N/A		1143	CMY beta-lactamase	cephalosporin	antibiotic inactivation
imiS	3003095	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	28.00	0.00	28.00	58.85	452.00	86.43	0	0	0	0	N/A	N/A		768	CphA beta-lactamase	carbapenem	antibiotic inactivation
imiH	3003094	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	41.00	0.00	41.00	100.00	765.00	150.39	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	119.00	0.00	119.00	95.44	1131.00	102.47	0	0	0	0	N/A	N/A		1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	29.00	0.00	29.00	83.01	635.00	89.10	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
vatD	3002843	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	26.00	0.00	26.00	97.72	601.00	74.04	0	0	0	0	N/A	N/A		615	streptogramin vat acetyltransferase	streptogramin antibiotic; streptogramin A antibiotic	antibiotic inactivation
CfxA4	3003005	protein homolog model	CARD	1	100.0	no data	no data	Bacteroides fragilis	11.00	0.00	11.00	66.15	639.00	196.18	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	70.00	0.00	70.00	100.00	774.00	159.96	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
SHV-128	3001175	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	8.00	0.00	8.00	6.85	59.00	50.50	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
CMY-35	3002046	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	2.00	0.00	2.00	16.75	192.00	174.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-101	3001960	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	34.02	298.00	197.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CMY-110	3002071	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	12.13	139.00	195.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
aadA9	3002609	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium sp.	105.00	0.00	105.00	65.67	591.00	139.17	0	0	0	0	N/A	N/A		900	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OprN	3000805	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	62.00	0.00	62.00	95.63	1357.00	115.02	0	0	0	0	N/A	N/A		1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
Rhodococcus fascians cmr	3002701	protein homolog model	CARD	1	100.0	no data	no data	Rhodococcus fascians	1.00	0.00	1.00	1.87	22.00	46.00	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
JOHN-1	3000840	protein homolog model	CARD	1	100.0	no data	no data	Flavobacterium johnsoniae	5.00	0.00	5.00	32.80	245.00	101.20	0	0	0	0	N/A	N/A		747	JOHN beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	95.00	0.00	95.00	100.00	816.00	174.64	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
vanR gene in vanF cluster	3002925	protein homolog model	CARD	1	100.0	no data	no data	Paenibacillus popilliae	35.00	0.00	35.00	54.02	376.00	98.26	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
CTX-M-36	3001898	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	55.59	487.00	199.75	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CARB-23	3003186	protein homolog model	CARD	1	100.0	no data	no data	Vibrio parahaemolyticus	1.00	0.00	1.00	1.81	17.00	23.00	0	0	0	0	N/A	N/A		939	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
vanXY gene in vanG cluster	3003069	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	98.00	0.00	98.00	55.29	423.00	94.91	0	0	0	0	N/A	N/A		765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
adeC	3003811	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	9.00	0.00	9.00	27.75	388.00	78.33	0	0	0	0	N/A	N/A		1398	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
CMY-51	3002062	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	10.00	0.00	10.00	71.64	821.00	198.20	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
smeS	3003067	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	85.00	0.00	85.00	51.00	716.00	89.69	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
OXY-3-1	3002409	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	1.00	0.00	1.00	11.53	100.00	184.00	0	0	0	0	N/A	N/A		867	OXY beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
vanL	3002910	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	6.00	0.00	6.00	12.29	129.00	52.50	0	0	0	0	N/A	N/A		1050	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
ykkD	3003064	protein homolog model	CARD	1	100.0	no data	no data	Bacillus subtilis	4.00	0.00	4.00	23.58	75.00	54.00	0	0	0	0	N/A	N/A		318	small multidrug resistance (SMR) antibiotic efflux pump	aminoglycoside antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	61.00	0.00	61.00	79.91	935.00	92.92	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Iy	3002569	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	2.00	0.00	2.00	12.79	56.00	39.50	0	0	0	0	N/A	N/A		438	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
CMY-83	3002096	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter braakii	5.00	0.00	5.00	35.34	405.00	110.20	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
CARB-14	3002252	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	3.00	0.00	3.00	37.68	338.00	144.67	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	177.00	0.00	177.00	100.00	495.00	177.01	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
QnrS1	3002790	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	34.00	0.00	34.00	100.00	657.00	195.56	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
