sample_id	aro_id	card_hit_name	diamond_read_hits	unique_reads	mean_pident	median_pident	mean_bitscore	median_bitscore	max_bitscore
ERR1713350	ARO:3000518	CRP	233	233	93.36523605150214	96.0	88.96909871244635	94.7	107.0
ERR1713350	ARO:3000521	Saur_mupA_MUP	7	7	82.74285714285715	81.6	88.04285714285713	92.8	99.8
ERR1713350	ARO:3000522	ErmG	120	120	97.38916666666667	98.0	90.42	94.55000000000001	108.0
ERR1713350	ARO:3000533	macA	83	83	82.53253012048192	82.0	78.06626506024097	78.2	84.7
ERR1713350	ARO:3000535	macB	1042	1042	85.28301343570057	84.0	77.95355086372362	79.3	98.6
ERR1713350	ARO:3000549	adeS	1	1	94.3	94.3	62.4	62.4	62.4
ERR1713350	ARO:3000553	adeR	9	9	85.63333333333334	82.0	78.63333333333334	83.2	100.0
ERR1713350	ARO:3000556	tet(44)	266	266	97.09661654135338	98.0	98.35451127819549	99.8	112.0
ERR1713350	ARO:3000559	adeN	155	155	86.70645161290322	86.0	88.85870967741936	90.9	103.0
ERR1713350	ARO:3000566	tet(39)	1070	1070	99.19990654205607	100.0	91.75971962616822	96.3	108.0
ERR1713350	ARO:3000567	tet(40)	175	175	97.77428571428571	100.0	88.37714285714286	93.2	109.0
ERR1713350	ARO:3000572	tet(42)	2	2	85.25	85.25	59.5	59.5	71.6
ERR1713350	ARO:3000573	tet(43)	11	11	85.61818181818181	86.0	76.92727272727274	85.9	92.0
ERR1713350	ARO:3000578	CcrA	2	2	100.0	100.0	95.6	95.6	113.0
ERR1713350	ARO:3000582	L1_BLA	4	4	84.0	82.2	84.325	83.15	91.7
ERR1713350	ARO:3000593	ErmQ	4	4	100.0	100.0	101.25	101.5	103.0
ERR1713350	ARO:3000595	ErmT	1	1	80.0	80.0	82.8	82.8	82.8
ERR1713350	ARO:3000596	ErmX	5	5	95.2	98.0	88.03999999999999	94.0	102.0
ERR1713350	ARO:3000602	Erm(39)	2	2	83.0	83.0	89.15	89.15	91.3
ERR1713350	ARO:3000604	Erm(35)	50	50	85.196	85.6	69.9	64.85	90.5
ERR1713350	ARO:3000614	mef(E)	61	61	86.01147540983607	85.7	83.76393442622951	83.2	99.4
ERR1713350	ARO:3000616	mel	1765	1765	91.94164305949009	92.0	86.06373937677054	88.2	102.0
ERR1713350	ARO:3000620	adeL	1	1	80.0	80.0	38.1	38.1	38.1
ERR1713350	ARO:3000656	AcrS	64	64	98.26875	100.0	93.3390625	100.0	109.0
ERR1713350	ARO:3000676	H-NS	70	70	94.6	98.0	72.33571428571429	71.8	103.0
ERR1713350	ARO:3000753	abeM	740	740	85.90675675675676	85.4	82.64635135135136	84.0	100.0
ERR1713350	ARO:3000768	abeS	2	2	81.5	81.5	43.7	43.7	43.9
ERR1713350	ARO:3000774	adeA	17	17	88.1470588235294	88.0	81.34705882352942	87.0	94.7
ERR1713350	ARO:3000775	adeB	151	151	86.78145695364239	86.0	78.24503311258277	80.1	92.0
ERR1713350	ARO:3000777	adeF	769	769	86.2888166449935	85.7	79.65877763328999	82.8	98.2
ERR1713350	ARO:3000778	adeG	6	6	92.48333333333333	93.9	90.76666666666667	91.65	94.0
ERR1713350	ARO:3000779	adeH	2	2	85.45	85.45	60.65	60.65	79.3
ERR1713350	ARO:3000780	adeI	1057	1057	86.58694418164616	86.0	80.05638599810786	83.6	97.1
ERR1713350	ARO:3000781	adeJ	4244	4244	87.96055607917059	87.5	84.57785108388313	86.7	110.0
ERR1713350	ARO:3000782	adeK	1558	1558	86.94011553273428	86.0	84.65430038510911	85.9	102.0
ERR1713350	ARO:3000784	cmeB	80	80	82.56625	81.6	56.55125	50.1	80.1
ERR1713350	ARO:3000789	mdsA	22	22	81.85000000000001	82.0	79.74090909090908	79.15	88.6
ERR1713350	ARO:3000790	mdsB	171	171	85.50584795321637	85.7	81.57426900584795	84.3	94.7
ERR1713350	ARO:3000791	mdsC	25	25	81.18	80.4	56.74	54.3	83.6
ERR1713350	ARO:3000792	mdtA	140	140	93.13499999999999	94.0	87.02642857142858	90.1	105.0
ERR1713350	ARO:3000793	mdtB	2095	2095	87.18305489260143	86.0	79.56797136038186	80.1	105.0
ERR1713350	ARO:3000794	mdtC	1153	1153	86.65342584562012	82.9	80.46279271465743	79.0	106.0
ERR1713350	ARO:3000795	mdtE	76	76	99.25263157894737	100.0	90.19605263157894	94.9	104.0
ERR1713350	ARO:3000796	mdtF	494	494	91.52753036437247	96.0	84.48238866396761	87.2	109.0
ERR1713350	ARO:3000800	MexC	688	688	84.83531976744186	84.25	65.87979651162792	64.3	89.0
ERR1713350	ARO:3000801	MexD	280	280	83.64107142857142	82.0	76.8875	77.0	102.0
ERR1713350	ARO:3000802	OprJ	16	16	83.99375	83.5	75.75625	77.8	87.4
ERR1713350	ARO:3000803	MexE	79	79	83.99746835443038	84.0	82.1113924050633	84.3	95.1
ERR1713350	ARO:3000804	MexF	650	650	87.26246153846154	86.2	81.98861538461539	83.2	103.0
ERR1713350	ARO:3000805	OprN	93	93	84.45806451612904	84.0	77.41290322580645	78.6	92.8
ERR1713350	ARO:3000808	MexI	87	87	85.05402298850575	84.0	76.19310344827586	80.5	93.6
ERR1713350	ARO:3000809	OpmD	1	1	84.8	84.8	75.9	75.9	75.9
ERR1713350	ARO:3000810	mtrC	43	43	83.54883720930232	84.0	77.06279069767442	80.5	86.7
ERR1713350	ARO:3000811	mtrD	2187	2187	84.89272976680384	84.0	76.88641975308643	78.6	95.5
ERR1713350	ARO:3000812	mtrE	182	182	82.25769230769231	82.0	71.88956043956044	76.3	83.2
ERR1713350	ARO:3000813	MexS	1	1	84.2	84.2	38.5	38.5	38.5
ERR1713350	ARO:3000814	MexT	102	102	86.25196078431374	86.0	77.0656862745098	82.4	93.2
ERR1713350	ARO:3000817	mtrR	58	58	82.55	82.85	73.2655172413793	73.94999999999999	93.2
ERR1713350	ARO:3000819	nalD	17	17	84.40588235294118	84.0	84.08235294117648	87.4	93.2
ERR1713350	ARO:3000822	pmrA	5	5	80.4	80.0	82.94000000000001	82.4	85.1
ERR1713350	ARO:3000823	ramA	22	22	89.88181818181819	89.65	81.0909090909091	87.05	105.0
ERR1713350	ARO:3000826	sdiA	15	15	91.10666666666665	91.8	82.50666666666666	86.3	95.1
ERR1713350	ARO:3000828	baeR	128	128	91.68203125	95.0	79.3859375	86.85	105.0
ERR1713350	ARO:3000829	baeS	126	126	89.42142857142858	90.0	86.61746031746031	88.19999999999999	117.0
ERR1713350	ARO:3000830	cpxA	290	290	96.57724137931035	100.0	93.8296551724138	96.7	110.0
ERR1713350	ARO:3000832	evgA	43	43	98.64418604651162	100.0	90.8906976744186	97.4	109.0
ERR1713350	ARO:3000833	evgS	215	215	97.94790697674418	100.0	98.99302325581395	100.0	114.0
ERR1713350	ARO:3000838	arlR	149	149	82.74362416107383	81.8	50.18053691275168	49.7	60.1
ERR1713350	ARO:3000842	EBR-1	3	3	90.86666666666667	90.9	42.46666666666667	42.7	47.0
ERR1713350	ARO:3000851	THIN-B	1	1	86.0	86.0	91.3	91.3	91.3
ERR1713350	ARO:3000853	AIM-1	111	111	97.88378378378378	100.0	91.17927927927927	100.0	114.0
ERR1713350	ARO:3000928	TEM-59	1	1	100.0	100.0	102.0	102.0	102.0
ERR1713350	ARO:3000988	TEM-126	2	2	100.0	100.0	93.2	93.2	95.5
ERR1713350	ARO:3001079	SHV-21	2	2	100.0	100.0	100.0	100.0	100.0
ERR1713350	ARO:3001080	SHV-22	1	1	100.0	100.0	93.6	93.6	93.6
ERR1713350	ARO:3001110	SHV-53	4	4	100.0	100.0	99.95	99.7	103.0
ERR1713350	ARO:3001171	SHV-124	1	1	100.0	100.0	50.8	50.8	50.8
ERR1713350	ARO:3001172	SHV-125	3	3	100.0	100.0	100.03333333333335	101.0	102.0
ERR1713350	ARO:3001173	SHV-126	1	1	100.0	100.0	67.8	67.8	67.8
ERR1713350	ARO:3001205	BRP(MBL)	3	3	89.39999999999999	85.2	68.83333333333333	55.5	95.5
ERR1713350	ARO:3001214	mdtM	128	128	93.88984375	96.0	89.57109375	94.0	103.0
ERR1713350	ARO:3001216	mdtH	145	145	94.76965517241379	98.0	93.67241379310344	95.1	110.0
ERR1713350	ARO:3001301	RlmA(II)	1	1	80.6	80.6	64.3	64.3	64.3
ERR1713350	ARO:3001327	MdtK	95	95	87.49578947368421	87.8	88.24105263157894	88.6	104.0
ERR1713350	ARO:3001328	Ecol_mdfA	179	179	93.4882681564246	95.9	89.16703910614525	91.7	102.0
ERR1713350	ARO:3001329	mdtG	167	167	94.07485029940119	95.7	88.48922155688624	90.9	108.0
ERR1713350	ARO:3001351	SHV-183	1	1	81.8	81.8	54.3	54.3	54.3
ERR1713350	ARO:3001397	OXA-2	22	22	99.72727272727273	100.0	104.23636363636363	105.0	108.0
ERR1713350	ARO:3001398	OXA-3	9	9	84.08888888888889	84.0	101.03333333333333	102.0	107.0
ERR1713350	ARO:3001400	OXA-5	21	21	93.47619047619048	92.0	90.99047619047619	95.1	105.0
ERR1713350	ARO:3001402	OXA-7	8	8	98.4625	100.0	72.65	72.8	94.7
ERR1713350	ARO:3001404	OXA-9	2	2	99.0	99.0	107.5	107.5	109.0
ERR1713350	ARO:3001411	OXA-16	162	162	99.29382716049383	100.0	96.35123456790123	100.0	111.0
ERR1713350	ARO:3001412	OXA-17	1	1	100.0	100.0	105.0	105.0	105.0
ERR1713350	ARO:3001415	OXA-20	20	20	97.705	97.8	88.505	91.25	105.0
ERR1713350	ARO:3001416	OXA-21	13	13	89.0076923076923	83.7	94.36153846153846	92.4	111.0
ERR1713350	ARO:3001423	OXA-28	1	1	100.0	100.0	100.0	100.0	100.0
ERR1713350	ARO:3001425	OXA-31	16	16	98.81875	100.0	66.25	61.2	96.3
ERR1713350	ARO:3001427	OXA-33	13	13	99.84615384615384	100.0	100.5923076923077	101.0	104.0
ERR1713350	ARO:3001428	OXA-34	32	32	99.74375	100.0	88.3	93.6	108.0
ERR1713350	ARO:3001429	OXA-35	14	14	100.0	100.0	96.69285714285715	99.3	102.0
ERR1713350	ARO:3001430	OXA-36	97	97	97.62268041237112	100.0	102.98453608247422	103.0	117.0
ERR1713350	ARO:3001431	OXA-37	107	107	96.98130841121495	100.0	94.5392523364486	101.0	119.0
ERR1713350	ARO:3001439	OXA-101	10	10	99.39	100.0	97.85	99.0	102.0
ERR1713350	ARO:3001452	OXA-140	26	26	99.21538461538461	100.0	102.77307692307691	103.0	111.0
ERR1713350	ARO:3001483	OXA-205	81	81	98.1753086419753	100.0	101.66543209876542	104.0	120.0
ERR1713350	ARO:3001487	OXA-210	1	1	80.4	80.4	80.1	80.1	80.1
ERR1713350	ARO:3001495	OXA-233	19	19	99.47368421052632	100.0	103.53157894736842	105.0	108.0
ERR1713350	ARO:3001504	OXA-309	4	4	95.0	94.0	94.425	95.3	97.4
ERR1713350	ARO:3001521	OXA-333	248	248	99.15120967741936	100.0	96.13951612903226	101.0	113.0
ERR1713350	ARO:3001522	OXA-334	26	26	98.94615384615385	100.0	94.38076923076923	100.0	112.0
ERR1713350	ARO:3001523	OXA-335	1	1	100.0	100.0	44.7	44.7	44.7
ERR1713350	ARO:3001535	OXA-348	4	4	80.9	80.8	83.375	83.95	84.7
ERR1713350	ARO:3001542	OXA-355	4	4	89.325	87.25	48.925	48.75	51.6
ERR1713350	ARO:3001548	OXA-361	1	1	100.0	100.0	76.3	76.3	76.3
ERR1713350	ARO:3001549	OXA-362	7	7	97.71428571428571	100.0	79.07142857142857	92.4	99.8
ERR1713350	ARO:3001550	OXA-363	5	5	82.74	83.7	88.88	89.0	89.7
ERR1713350	ARO:3001558	OXA-372	3	3	97.96666666666665	98.0	99.0	101.0	104.0
ERR1713350	ARO:3001559	OXA-373	52	52	99.0576923076923	100.0	103.9673076923077	102.0	115.0
ERR1713350	ARO:3001608	OXA-417	7	7	82.68571428571428	81.6	86.82857142857142	90.9	95.5
ERR1713350	ARO:3001631	OXA-96	17	17	99.75882352941177	100.0	107.0	107.0	109.0
ERR1713350	ARO:3001662	OXA-164	102	102	99.37843137254902	100.0	95.96470588235293	101.0	107.0
ERR1713350	ARO:3001677	OXA-236	1	1	100.0	100.0	105.0	105.0	105.0
ERR1713350	ARO:3001681	OXA-278	3	3	100.0	100.0	58.800000000000004	38.5	99.4
ERR1713350	ARO:3001692	OXA-229	8	8	83.95	83.65	82.825	90.1	100.0
ERR1713350	ARO:3001693	OXA-230	1	1	80.9	80.9	73.2	73.2	73.2
ERR1713350	ARO:3001694	OXA-257	6	6	84.51666666666667	84.7	92.26666666666667	96.65	101.0
ERR1713350	ARO:3001695	OXA-134	8	8	83.2125	83.65	85.025	84.9	88.6
ERR1713350	ARO:3001705	OXA-72	1	1	80.5	80.5	75.5	75.5	75.5
ERR1713350	ARO:3001709	OXA-182	1	1	80.4	80.4	77.8	77.8	77.8
ERR1713350	ARO:3001710	OXA-211	171	171	98.80643274853801	100.0	98.07836257309943	102.0	114.0
ERR1713350	ARO:3001711	OXA-212	124	124	98.43306451612904	100.0	87.35967741935484	100.5	108.0
ERR1713350	ARO:3001722	OXA-266	6	6	86.71666666666665	87.6	86.96666666666665	85.85	96.3
ERR1713350	ARO:3001728	OXA-272	5	5	85.6	80.0	91.9	90.1	96.7
ERR1713350	ARO:3001730	OXA-274	1	1	81.6	81.6	84.7	84.7	84.7
ERR1713350	ARO:3001731	OXA-275	6	6	86.61666666666667	84.85	98.06666666666666	94.7	112.0
ERR1713350	ARO:3001735	OXA-280	8	8	97.5625	98.0	83.3	82.6	100.0
ERR1713350	ARO:3001736	OXA-281	18	18	98.84444444444445	100.0	89.82777777777778	104.5	114.0
ERR1713350	ARO:3001737	OXA-282	2	2	100.0	100.0	67.8	67.8	88.2
ERR1713350	ARO:3001738	OXA-283	1	1	100.0	100.0	107.0	107.0	107.0
ERR1713350	ARO:3001750	OXA-295	1	1	80.0	80.0	90.5	90.5	90.5
ERR1713350	ARO:3001751	OXA-296	70	70	95.32428571428571	98.0	92.22857142857143	97.8	110.0
ERR1713350	ARO:3001754	OXA-299	7	7	80.97142857142856	81.6	88.14285714285714	88.2	89.7
ERR1713350	ARO:3001755	OXA-300	1	1	81.6	81.6	89.7	89.7	89.7
ERR1713350	ARO:3001763	OXA-308	1	1	80.0	80.0	83.2	83.2	83.2
ERR1713350	ARO:3001764	OXA-63	2	2	83.9	83.9	57.4	57.4	57.4
ERR1713350	ARO:3001766	OXA-192	10	10	80.0	80.0	81.25	81.25	81.6
ERR1713350	ARO:3001767	OXA-137	32	32	88.09375	88.0	93.76875	94.95	97.1
ERR1713350	ARO:3001775	OXA-119	156	156	97.01602564102564	98.0	101.84551282051282	105.0	120.0
ERR1713350	ARO:3001777	OXA-347	30	30	98.02666666666667	100.0	93.07666666666667	102.0	110.0
ERR1713350	ARO:3001781	OXA-47	42	42	99.57142857142857	100.0	99.46904761904761	101.5	112.0
ERR1713350	ARO:3001793	OXA-320	1	1	100.0	100.0	103.0	103.0	103.0
ERR1713350	ARO:3001797	OXA-46	68	68	94.95294117647059	96.0	75.18235294117646	73.19999999999999	119.0
ERR1713350	ARO:3001799	OXA-161	1	1	100.0	100.0	100.0	100.0	100.0
ERR1713350	ARO:3001804	OXA-145	81	81	99.1604938271605	100.0	91.78024691358024	100.0	111.0
ERR1713350	ARO:3001805	OXA-198	8	8	96.65	99.0	89.3125	99.0	107.0
ERR1713350	ARO:3001807	OXA-246	1	1	94.0	94.0	97.4	97.4	97.4
ERR1713350	ARO:3001809	OXA-209	116	116	88.67327586206896	89.8	92.97500000000001	95.69999999999999	105.0
ERR1713350	ARO:3001810	OXA-53	2	2	84.2	84.2	85.3	85.3	94.0
ERR1713350	ARO:3001811	OXA-129	205	205	98.52634146341464	100.0	93.09463414634148	99.4	110.0
ERR1713350	ARO:3001817	ACC-3	2	2	88.6	88.6	71.05000000000001	71.05000000000001	97.4
ERR1713350	ARO:3001818	ACC-4	1	1	100.0	100.0	103.0	103.0	103.0
ERR1713350	ARO:3001848	ACT-28	1	1	100.0	100.0	114.0	114.0	114.0
ERR1713350	ARO:3001874	CTX-M-11	2	2	100.0	100.0	94.15	94.15	94.7
ERR1713350	ARO:3001902	CTX-M-40	1	1	81.8	81.8	70.5	70.5	70.5
ERR1713350	ARO:3001907	CTX-M-45	33	33	85.95151515151515	86.4	41.412121212121214	39.7	97.8
ERR1713350	ARO:3001935	CTX-M-74	1	1	80.0	80.0	77.8	77.8	77.8
ERR1713350	ARO:3001967	CTX-M-107	2	2	100.0	100.0	94.75	94.75	96.7
ERR1713350	ARO:3002055	CMY-44	1	1	100.0	100.0	75.1	75.1	75.1
ERR1713350	ARO:3002074	CMY-61	1	1	100.0	100.0	104.0	104.0	104.0
ERR1713350	ARO:3002078	CMY-65	1	1	100.0	100.0	108.0	108.0	108.0
ERR1713350	ARO:3002083	CMY-70	2	2	100.0	100.0	104.0	104.0	104.0
ERR1713350	ARO:3002096	CMY-83	2	2	100.0	100.0	110.0	110.0	110.0
ERR1713350	ARO:3002111	CMY-98	4	4	98.0	99.0	101.725	102.5	106.0
ERR1713350	ARO:3002112	CMY-100	1	1	100.0	100.0	110.0	110.0	110.0
ERR1713350	ARO:3002146	DHA-15	2	2	88.8	88.8	67.2	67.2	96.7
ERR1713350	ARO:3002156	FOX-2	1	1	84.1	84.1	80.5	80.5	80.5
ERR1713350	ARO:3002157	FOX-3	5	5	97.6	96.0	103.0	103.0	105.0
ERR1713350	ARO:3002165	FOX-12	6	6	92.21666666666665	91.85	97.5	99.5	105.0
ERR1713350	ARO:3002168	MIR-2	3	3	100.0	100.0	105.66666666666667	105.0	107.0
ERR1713350	ARO:3002169	MIR-3	1	1	100.0	100.0	113.0	113.0	113.0
ERR1713350	ARO:3002179	MIR-14	1	1	83.7	83.7	99.0	99.0	99.0
ERR1713350	ARO:3002191	MOX-9	20	20	97.295	99.0	98.565	100.0	108.0
ERR1713350	ARO:3002241	CARB-2	4	4	100.0	100.0	77.8	75.85	99.4
ERR1713350	ARO:3002243	CARB-4	5	5	100.0	100.0	90.62	104.0	106.0
ERR1713350	ARO:3002244	CARB-5	175	175	99.4662857142857	100.0	96.37257142857143	100.0	111.0
ERR1713350	ARO:3002249	CARB-10	22	22	99.54545454545455	100.0	74.66363636363636	82.80000000000001	101.0
ERR1713350	ARO:3002252	CARB-14	11	11	100.0	100.0	75.55454545454546	69.3	96.3
ERR1713350	ARO:3002341	GES-12	5	5	99.6	100.0	101.88	100.0	105.0
ERR1713350	ARO:3002343	GES-14	8	8	99.25	100.0	101.8375	101.2	107.0
ERR1713350	ARO:3002350	GES-21	66	66	99.69242424242424	100.0	89.38939393939394	99.0	113.0
ERR1713350	ARO:3002368	PER-6	2	2	100.0	100.0	93.6	93.6	95.9
ERR1713350	ARO:3002372	VEB-3	2	2	90.25	90.25	86.95	86.95	105.0
ERR1713350	ARO:3002385	BEL-1	14	14	98.71428571428571	100.0	93.82857142857142	98.80000000000001	105.0
ERR1713350	ARO:3002390	OXY-1-2	2	2	99.0	99.0	91.85	91.85	93.6
ERR1713350	ARO:3002410	OXY-4-1	1	1	100.0	100.0	102.0	102.0	102.0
ERR1713350	ARO:3002411	OXY-5-1	2	2	98.0	98.0	96.7	96.7	96.7
ERR1713350	ARO:3002414	OXY-6-2	1	1	100.0	100.0	108.0	108.0	108.0
ERR1713350	ARO:3002415	OXY-6-3	2	2	100.0	100.0	45.8	45.8	45.8
ERR1713350	ARO:3002443	OKP-B-10	1	1	100.0	100.0	64.7	64.7	64.7
ERR1713350	ARO:3002475	LEN-3	8	8	99.5	100.0	99.05	98.4	102.0
ERR1713350	ARO:3002481	AER-1	110	110	93.72090909090909	94.0	91.35818181818182	93.8	106.0
ERR1713350	ARO:3002482	LRA-1	1	1	81.6	81.6	85.9	85.9	85.9
ERR1713350	ARO:3002522	novA	8	8	82.6875	81.8	84.925	84.35	91.3
ERR1713350	ARO:3002528	AAC(3)-Ia	16	16	93.325	94.0	81.43125	88.95	102.0
ERR1713350	ARO:3002529	AAC(3)-Id	2	2	85.3	85.3	66.6	66.6	82.8
ERR1713350	ARO:3002530	AAC(3)-Ib	13	13	92.45384615384616	94.7	52.06153846153846	42.7	82.4
ERR1713350	ARO:3002531	AAC(3)-Ic	7	7	88.77142857142857	91.2	69.58571428571429	69.3	79.7
ERR1713350	ARO:3002533	AAC(3)-IIa	1	1	92.5	92.5	81.6	81.6	81.6
ERR1713350	ARO:3002534	AAC(3)-IIb	1	1	81.6	81.6	91.3	91.3	91.3
