seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_731931	4928	No terminal repeats	NA	4	11	0.9798	NA	2	6.1047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_534190	8190	No terminal repeats	NA	17	11	0.9798	NA	0	15.3504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_332503	4457	No terminal repeats	NA	5	11	0.9798	NA	0	6.4929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_487945	5722	No terminal repeats	NA	9	11	0.9798	NA	2	9.8266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_111039	1756	No terminal repeats	NA	4	15	0.9797	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_459385	5177	No terminal repeats	NA	6	11	0.9797	NA	2	6.8349	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_488997	6130	No terminal repeats	NA	11	11	0.9797	NA	2	9.8107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_538056	1315	No terminal repeats	NA	3	11	0.9796	NA	1	4.9598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_409838	12051	No terminal repeats	NA	6	11	0.9796	NA	1	9.0906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_141001	4412	No terminal repeats	NA	6	11	0.9795	NA	3	9.8047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_5023	3341	No terminal repeats	NA	5	11	0.9793	NA	1	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_383554	3691	No terminal repeats	NA	5	11	0.9793	NA	1	6.0365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_241576	3164	No terminal repeats	NA	6	11	0.9790	NA	0	6.8674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_324623	2833	No terminal repeats	NA	7	11	0.9790	NA	0	8.0258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_503610	1953	No terminal repeats	NA	3	11	0.9789	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_581979|provirus_11608_49211	37604	Provirus	11608-49211	58	11	0.9789	NA	19	70.6720	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_506434	2084	No terminal repeats	NA	3	11	0.9789	NA	2	4.9530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_262663	7286	No terminal repeats	NA	9	11	0.9788	NA	2	10.6723	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_598267	4712	No terminal repeats	NA	7	11	0.9788	NA	2	10.3740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_323737	2240	No terminal repeats	NA	2	11	0.9788	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_331104	2742	No terminal repeats	NA	5	11	0.9787	NA	1	6.8496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_513410	2027	No terminal repeats	NA	2	15	0.9785	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_585044	5592	No terminal repeats	NA	7	11	0.9785	NA	7	9.7330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_120486	1388	No terminal repeats	NA	2	11	0.9784	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_470969	3649	No terminal repeats	NA	6	11	0.9784	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_627583	5802	No terminal repeats	NA	8	11	0.9783	NA	5	7.8285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_635272	3966	No terminal repeats	NA	5	11	0.9783	NA	2	7.0266	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_529019	3077	No terminal repeats	NA	3	15	0.9782	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_500643	2824	No terminal repeats	NA	4	11	0.9781	NA	0	4.7413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_191210	1835	No terminal repeats	NA	3	11	0.9781	NA	1	5.0100	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_496661	3908	No terminal repeats	NA	5	11	0.9781	NA	1	8.0721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_713464	2233	No terminal repeats	NA	4	11	0.9781	NA	1	6.1264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_678606	2642	No terminal repeats	NA	4	4	0.9780	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_679558	12394	No terminal repeats	NA	17	11	0.9780	NA	2	10.7570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_566511	9804	No terminal repeats	NA	11	11	0.9779	NA	3	13.5806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_249610	6263	No terminal repeats	NA	5	11	0.9779	NA	0	7.4232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_649449	5007	No terminal repeats	NA	11	11	0.9776	NA	0	14.9989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_596592	6631	No terminal repeats	NA	12	11	0.9776	NA	0	16.5755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_13564|provirus_22794_70986	48193	Provirus	22794-70986	80	11	0.9776	NA	14	75.4545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_121020	1893	No terminal repeats	NA	2	11	0.9776	NA	1	3.2320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_87155	2175	No terminal repeats	NA	4	11	0.9775	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_601242	3343	No terminal repeats	NA	7	11	0.9775	NA	3	9.9672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_633655	3006	No terminal repeats	NA	2	11	0.9775	NA	2	2.9771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_124038	1556	No terminal repeats	NA	3	11	0.9775	NA	1	5.0352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_166686	4598	No terminal repeats	NA	8	11	0.9775	NA	3	11.5980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_207182	4883	No terminal repeats	NA	10	11	0.9774	NA	2	11.4375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_384726	1339	No terminal repeats	NA	2	11	0.9773	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_275435	4790	No terminal repeats	NA	7	11	0.9773	NA	4	10.3300	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_217564	1614	No terminal repeats	NA	3	11	0.9771	NA	1	5.1526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_61418	2675	No terminal repeats	NA	5	11	0.9771	NA	0	5.5986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_287100	3026	No terminal repeats	NA	4	11	0.9770	NA	0	5.1782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_461591	2924	No terminal repeats	NA	8	11	0.9767	NA	2	10.2855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24893	2832	No terminal repeats	NA	5	11	0.9766	NA	0	5.9498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_430234	6171	No terminal repeats	NA	5	11	0.9765	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_51026	1569	No terminal repeats	NA	2	11	0.9765	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_432009	3301	No terminal repeats	NA	8	11	0.9764	NA	1	8.9656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_493597	1878	No terminal repeats	NA	5	11	0.9762	NA	2	5.7347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_534547	3745	No terminal repeats	NA	10	11	0.9762	NA	0	11.6586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_201862	1882	No terminal repeats	NA	2	15	0.9761	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_440833	1119	No terminal repeats	NA	4	11	0.9760	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_619127	3186	No terminal repeats	NA	9	11	0.9760	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_368943	1988	No terminal repeats	NA	3	11	0.9758	NA	1	3.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_720997|provirus_7326_60816	53491	Provirus	7326-60816	77	11	0.9758	NA	16	71.9552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_195643	1412	No terminal repeats	NA	2	15	0.9757	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_436768	39278	No terminal repeats	NA	55	11	0.9757	NA	12	46.2880	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_58614	1503	No terminal repeats	NA	3	15	0.9757	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_359469	5521	No terminal repeats	NA	5	11	0.9755	NA	0	6.0993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_299651	6594	No terminal repeats	NA	13	11	0.9754	NA	2	14.5532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_405799	2901	No terminal repeats	NA	6	11	0.9754	NA	3	7.8475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_276809	4093	No terminal repeats	NA	3	11	0.9753	NA	0	4.7367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_556698	2422	No terminal repeats	NA	4	11	0.9753	NA	2	6.3376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_23566	4009	No terminal repeats	NA	9	11	0.9752	NA	4	12.7897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_613021	5801	No terminal repeats	NA	12	11	0.9752	NA	0	4.8099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_532162	2857	No terminal repeats	NA	3	11	0.9752	NA	2	5.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_381306|provirus_1_52816	52816	Provirus	1-52816	76	11	0.9751	NA	18	74.1598	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_708566	1084	No terminal repeats	NA	3	15	0.9751	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_642939	2396	No terminal repeats	NA	4	11	0.9751	NA	1	4.6205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_710635	6113	No terminal repeats	NA	9	11	0.9750	NA	5	9.6592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_708559	1020	No terminal repeats	NA	2	15	0.9750	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_297213	1146	No terminal repeats	NA	2	11	0.9750	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_663447	8114	No terminal repeats	NA	12	11	0.9749	NA	8	15.2752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_537567	3896	No terminal repeats	NA	2	11	0.9747	NA	0	1.9488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_650953	7200	No terminal repeats	NA	4	15	0.9747	NA	0	3.1491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_254102	1236	No terminal repeats	NA	2	15	0.9747	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_61094	1797	No terminal repeats	NA	1	11	0.9746	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_586213	1797	No terminal repeats	NA	3	11	0.9746	NA	1	4.7713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_121369	3678	No terminal repeats	NA	6	11	0.9745	NA	1	7.2851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_52157	5274	No terminal repeats	NA	3	11	0.9744	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_344577	2803	No terminal repeats	NA	4	11	0.9744	NA	3	5.8409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_208591	4227	No terminal repeats	NA	6	11	0.9744	NA	4	8.3238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Peduoviridae
k141_375186	6474	No terminal repeats	NA	9	11	0.9744	NA	1	7.5563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_721964	2697	No terminal repeats	NA	2	11	0.9743	NA	0	1.9351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_237833	2215	No terminal repeats	NA	3	15	0.9743	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_91994	2541	No terminal repeats	NA	4	11	0.9740	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_592972	3139	No terminal repeats	NA	7	11	0.9740	NA	0	4.3537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_571215	1481	No terminal repeats	NA	1	11	0.9739	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_203923	3418	No terminal repeats	NA	3	15	0.9739	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_78095	2826	No terminal repeats	NA	2	15	0.9739	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_499286	3048	No terminal repeats	NA	2	11	0.9739	NA	1	2.6101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_50245	3162	No terminal repeats	NA	1	11	0.9738	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
