seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_2901664	3295	No terminal repeats	NA	5	11	0.9823	NA	2	7.6269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1558256	5644	No terminal repeats	NA	6	11	0.9823	NA	5	9.7552	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_586235	6231	No terminal repeats	NA	9	11	0.9823	NA	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1907156	6951	No terminal repeats	NA	11	11	0.9823	NA	6	16.4917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2235759	3937	No terminal repeats	NA	11	11	0.9823	NA	0	12.6853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_408148	8046	No terminal repeats	NA	10	11	0.9823	NA	0	11.6542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_903005	4104	No terminal repeats	NA	6	11	0.9822	NA	3	9.9180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_977767	4708	No terminal repeats	NA	7	11	0.9822	NA	2	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2131032	3281	No terminal repeats	NA	5	11	0.9822	NA	1	6.8430	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1912099	3841	No terminal repeats	NA	8	11	0.9822	NA	2	9.4251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2905448	4020	No terminal repeats	NA	5	11	0.9822	NA	2	6.3221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2451751	2943	No terminal repeats	NA	4	11	0.9822	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_573081	5689	No terminal repeats	NA	3	11	0.9822	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1327531	2265	No terminal repeats	NA	3	11	0.9822	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1715550	17378	No terminal repeats	NA	21	11	0.9822	NA	13	29.8701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1547262	8783	No terminal repeats	NA	10	11	0.9821	NA	4	16.2889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2125967	4116	No terminal repeats	NA	4	11	0.9821	NA	1	6.4429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1521383	5152	No terminal repeats	NA	8	11	0.9821	NA	0	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_2436363	4731	No terminal repeats	NA	7	11	0.9821	NA	5	9.8146	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2399742	2312	No terminal repeats	NA	3	11	0.9821	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1798851	13399	No terminal repeats	NA	16	11	0.9821	NA	2	17.1544	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1127738	4791	No terminal repeats	NA	8	11	0.9821	NA	1	8.3971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_195656	9339	No terminal repeats	NA	11	11	0.9820	NA	2	16.8539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2269712	3244	No terminal repeats	NA	6	11	0.9820	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_2413721	6850	No terminal repeats	NA	7	11	0.9820	NA	2	9.6255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_925731	3615	No terminal repeats	NA	4	11	0.9820	NA	2	6.6601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1301731	6937	No terminal repeats	NA	9	11	0.9820	NA	2	10.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1559197	12877	No terminal repeats	NA	13	11	0.9820	NA	7	19.1040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2177144	3293	No terminal repeats	NA	9	11	0.9820	NA	0	13.4306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_394497	4502	No terminal repeats	NA	7	11	0.9819	NA	0	9.6330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1575401	6891	No terminal repeats	NA	9	11	0.9819	NA	2	14.1564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1601631	4998	No terminal repeats	NA	8	11	0.9819	NA	2	8.2242	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2113315	6790	No terminal repeats	NA	14	11	0.9819	NA	1	16.8062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_591643	4543	No terminal repeats	NA	3	11	0.9819	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1867570	8174	No terminal repeats	NA	8	11	0.9818	NA	2	11.5393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1420494	4807	No terminal repeats	NA	7	11	0.9818	NA	2	9.4970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1948344	2993	No terminal repeats	NA	7	11	0.9818	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2252713	11375	No terminal repeats	NA	14	11	0.9818	NA	2	14.3200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_2263259	35340	No terminal repeats	NA	59	11	0.9818	NA	10	49.0977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1478218	4155	No terminal repeats	NA	5	11	0.9818	NA	3	6.5476	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2499974	7447	No terminal repeats	NA	18	11	0.9818	NA	0	27.4925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47691	5877	No terminal repeats	NA	8	11	0.9817	NA	0	9.9517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2041060	5523	No terminal repeats	NA	9	11	0.9817	NA	4	13.2171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1301042	3658	No terminal repeats	NA	4	11	0.9817	NA	3	6.1313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2193525	5906	No terminal repeats	NA	8	11	0.9817	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1733137	2556	No terminal repeats	NA	3	11	0.9817	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_234731	6716	No terminal repeats	NA	6	11	0.9817	NA	1	8.3317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2546069	7617	No terminal repeats	NA	8	11	0.9817	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2168561	6524	No terminal repeats	NA	20	11	0.9817	NA	0	16.6221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1723493	5390	No terminal repeats	NA	10	11	0.9817	NA	4	15.4220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1364328	13027	No terminal repeats	NA	17	11	0.9817	NA	7	24.5875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1802216	1568	No terminal repeats	NA	3	11	0.9816	NA	1	4.9082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1523815	4696	No terminal repeats	NA	9	11	0.9816	NA	2	9.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_900923	7427	No terminal repeats	NA	9	11	0.9816	NA	1	10.6784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_640192	2868	No terminal repeats	NA	3	11	0.9816	NA	1	5.1460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_2056233	7756	No terminal repeats	NA	6	11	0.9816	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1429320	2485	No terminal repeats	NA	3	11	0.9816	NA	1	4.7015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_1397529	3822	No terminal repeats	NA	9	11	0.9816	NA	3	13.2456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1227422	2112	No terminal repeats	NA	5	11	0.9816	NA	1	8.3240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_512131	6871	No terminal repeats	NA	9	11	0.9816	NA	0	6.8534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1239255	1772	No terminal repeats	NA	4	11	0.9815	NA	2	6.7283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_508313	2883	No terminal repeats	NA	5	11	0.9815	NA	0	8.0999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1922918	7155	No terminal repeats	NA	13	11	0.9815	NA	1	13.2948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2156037	4927	No terminal repeats	NA	5	11	0.9815	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2452008	3930	No terminal repeats	NA	8	11	0.9815	NA	1	11.2822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2460132	1804	No terminal repeats	NA	3	11	0.9815	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_686051	2122	No terminal repeats	NA	3	11	0.9815	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_238912	2652	No terminal repeats	NA	4	15	0.9815	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2242600	4991	No terminal repeats	NA	9	11	0.9815	NA	0	6.8326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_917797	4416	No terminal repeats	NA	3	11	0.9815	NA	3	4.7297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2899392	3129	No terminal repeats	NA	10	11	0.9815	NA	1	14.0716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1242741	17711	No terminal repeats	NA	20	11	0.9815	NA	4	18.9011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1615326	3334	No terminal repeats	NA	6	11	0.9814	NA	1	8.0237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2836514	1468	No terminal repeats	NA	3	11	0.9814	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_781581	7767	No terminal repeats	NA	8	11	0.9814	NA	2	12.0004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_921867	2074	No terminal repeats	NA	4	11	0.9814	NA	3	6.3318	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1310344	5769	No terminal repeats	NA	6	15	0.9814	NA	3	6.8685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1793535	23054	No terminal repeats	NA	15	11	0.9814	NA	2	12.7432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1568077	2832	No terminal repeats	NA	4	11	0.9813	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_1976166	2756	No terminal repeats	NA	4	11	0.9813	NA	1	4.7015	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_1208199	9776	No terminal repeats	NA	7	11	0.9813	NA	0	11.8096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2406387	4601	No terminal repeats	NA	10	11	0.9813	NA	1	13.7431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2333200	12844	No terminal repeats	NA	13	11	0.9813	NA	6	21.0386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2003825	1053	No terminal repeats	NA	3	11	0.9813	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae
k141_757946	4592	No terminal repeats	NA	4	11	0.9813	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_33619	4060	No terminal repeats	NA	5	11	0.9813	NA	1	7.9639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1840993	6190	No terminal repeats	NA	11	11	0.9813	NA	2	10.1663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_894540	9145	No terminal repeats	NA	14	11	0.9813	NA	3	13.1418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1973809	4668	No terminal repeats	NA	3	15	0.9812	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_2261136	3015	No terminal repeats	NA	4	11	0.9812	NA	1	4.9605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_551109	2231	No terminal repeats	NA	4	11	0.9812	NA	1	5.1519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2247078	14177	No terminal repeats	NA	13	11	0.9812	NA	1	10.0499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_760944	4015	No terminal repeats	NA	6	11	0.9812	NA	3	8.1135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_834473	2640	No terminal repeats	NA	3	11	0.9812	NA	0	4.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chimalliviridae
k141_2423172	3184	No terminal repeats	NA	7	11	0.9812	NA	1	10.0888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1480935	3316	No terminal repeats	NA	5	11	0.9811	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_2827796	4019	No terminal repeats	NA	4	11	0.9811	NA	0	4.7869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_1874582	3661	No terminal repeats	NA	7	11	0.9811	NA	0	6.5232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2443550	3815	No terminal repeats	NA	5	11	0.9811	NA	1	5.9673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1198002	4680	No terminal repeats	NA	8	11	0.9811	NA	3	8.9852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2550383	6613	No terminal repeats	NA	7	11	0.9811	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1775896	3460	No terminal repeats	NA	4	11	0.9811	NA	3	4.9217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2425907	4982	No terminal repeats	NA	6	11	0.9811	NA	6	8.4280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_861176	3971	No terminal repeats	NA	4	15	0.9811	NA	2	6.8685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2203400	7613	No terminal repeats	NA	14	11	0.9811	NA	0	17.1781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1487504	31253	No terminal repeats	NA	33	11	0.9811	NA	7	40.2104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2822028	7816	No terminal repeats	NA	2	15	0.9811	NA	0	3.2409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_904837	1020	No terminal repeats	NA	3	11	0.9810	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2507779	2038	No terminal repeats	NA	3	11	0.9810	NA	1	4.7176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1727003	3576	No terminal repeats	NA	4	11	0.9810	NA	3	5.1676	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_742814	2805	No terminal repeats	NA	6	11	0.9810	NA	0	4.9996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2661469	2547	No terminal repeats	NA	3	11	0.9810	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_697368	1825	No terminal repeats	NA	3	11	0.9810	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2015321	5748	No terminal repeats	NA	7	11	0.9810	NA	0	6.8110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_410185	8993	No terminal repeats	NA	8	11	0.9809	NA	3	9.5394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_606306	4911	No terminal repeats	NA	7	11	0.9809	NA	4	10.6588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1678778	7307	No terminal repeats	NA	11	11	0.9809	NA	2	12.7757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2330330	6095	No terminal repeats	NA	12	11	0.9809	NA	1	15.9305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1568382	3986	No terminal repeats	NA	6	11	0.9809	NA	4	9.7515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_217876	3393	No terminal repeats	NA	5	11	0.9809	NA	0	6.8714	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1598451	3037	No terminal repeats	NA	3	11	0.9809	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1923508	3224	No terminal repeats	NA	3	11	0.9809	NA	3	4.6652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2036559	12962	No terminal repeats	NA	14	11	0.9809	NA	3	17.1363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2502330	26642	No terminal repeats	NA	30	11	0.9808	NA	9	24.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2278360	2605	No terminal repeats	NA	5	11	0.9808	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_615222	2497	No terminal repeats	NA	4	11	0.9808	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
