seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_82940	11900	No terminal repeats	NA	16	11	0.9825	NA	7	18.6404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1152055	5301	No terminal repeats	NA	10	11	0.9825	NA	2	12.1359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1322241	25206	No terminal repeats	NA	27	11	0.9824	NA	3	34.1929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_867482	10231	No terminal repeats	NA	16	11	0.9824	NA	2	19.0586	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_429247	5887	No terminal repeats	NA	10	11	0.9823	NA	6	11.1881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_279964	42984	No terminal repeats	NA	37	11	0.9823	NA	4	46.6534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1203726	15716	No terminal repeats	NA	18	11	0.9823	NA	3	21.1121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_122117	4498	No terminal repeats	NA	5	11	0.9823	NA	0	6.3556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_680843	4336	No terminal repeats	NA	6	11	0.9823	NA	1	9.7453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_110521	8052	No terminal repeats	NA	16	11	0.9823	NA	2	18.3103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1271951	7761	No terminal repeats	NA	12	11	0.9822	NA	0	10.2773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189070	5572	No terminal repeats	NA	9	11	0.9822	NA	3	9.4859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_118933	5808	No terminal repeats	NA	6	11	0.9822	NA	3	10.2817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1264335	6424	No terminal repeats	NA	10	11	0.9822	NA	1	10.0143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1051359	7610	No terminal repeats	NA	7	11	0.9822	NA	2	8.0541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1148517	5418	No terminal repeats	NA	6	11	0.9822	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Suoliviridae
k141_1133447	8147	No terminal repeats	NA	12	11	0.9822	NA	1	9.7447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_996811	4691	No terminal repeats	NA	5	11	0.9822	NA	2	7.9367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1613330	16984	No terminal repeats	NA	30	11	0.9822	NA	1	26.4416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_1422318	6633	No terminal repeats	NA	4	11	0.9822	NA	0	6.7081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_331443	7210	No terminal repeats	NA	11	11	0.9821	NA	3	11.5931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_947287	3477	No terminal repeats	NA	6	11	0.9821	NA	0	7.7068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1111676	6787	No terminal repeats	NA	20	11	0.9821	NA	0	12.8952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_281850	7968	No terminal repeats	NA	7	11	0.9821	NA	2	7.8809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_653754	5203	No terminal repeats	NA	7	11	0.9821	NA	1	7.4341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_157648	53010	No terminal repeats	NA	65	11	0.9821	NA	4	63.7528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_775803	6362	No terminal repeats	NA	5	11	0.9821	NA	0	7.1620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_630206	6561	No terminal repeats	NA	10	11	0.9821	NA	3	12.0184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_859405	17861	No terminal repeats	NA	21	11	0.9821	NA	4	21.5108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1366329	4328	No terminal repeats	NA	3	11	0.9820	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40157	48690	DTR	NA	61	11	0.9820	NA	5	49.6932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_348266	20209	No terminal repeats	NA	24	11	0.9820	NA	8	29.3152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1006147	32273	No terminal repeats	NA	45	11	0.9820	NA	12	43.5470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_554156	12032	No terminal repeats	NA	13	11	0.9820	NA	0	14.8762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1069718	4503	No terminal repeats	NA	5	11	0.9820	NA	1	6.5425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_1507342	8275	No terminal repeats	NA	9	11	0.9820	NA	0	10.6820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_786442	5164	No terminal repeats	NA	8	11	0.9820	NA	0	8.3259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_400248	6872	No terminal repeats	NA	14	11	0.9820	NA	1	9.5432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_938775	25782	No terminal repeats	NA	30	11	0.9819	NA	8	29.5955	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_12112	4272	No terminal repeats	NA	8	11	0.9819	NA	1	7.6805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1205840	7550	No terminal repeats	NA	11	11	0.9819	NA	2	10.0504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1280825	11762	No terminal repeats	NA	19	11	0.9819	NA	4	17.8427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1214058	7330	No terminal repeats	NA	7	11	0.9819	NA	0	6.1852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_258151	4879	No terminal repeats	NA	4	11	0.9818	NA	0	5.1500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_943739	6347	No terminal repeats	NA	8	11	0.9818	NA	2	7.1844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1294666	7242	No terminal repeats	NA	12	11	0.9818	NA	4	9.1423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_16433	5609	No terminal repeats	NA	8	11	0.9818	NA	4	11.0072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_814283	5753	No terminal repeats	NA	8	11	0.9818	NA	0	7.5128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1051703	4083	No terminal repeats	NA	5	11	0.9818	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_896600	3543	No terminal repeats	NA	4	11	0.9818	NA	0	6.5933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_227095	22167	No terminal repeats	NA	26	11	0.9818	NA	2	18.8740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_519515	8190	No terminal repeats	NA	15	11	0.9817	NA	1	13.8375	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_676137	16676	No terminal repeats	NA	20	11	0.9817	NA	5	14.4381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1610802	3500	No terminal repeats	NA	6	11	0.9817	NA	1	8.1331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_270421	4723	No terminal repeats	NA	7	11	0.9817	NA	2	11.6265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_889354	29785	No terminal repeats	NA	45	11	0.9817	NA	8	44.7588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_784566	13188	No terminal repeats	NA	22	11	0.9817	NA	2	11.1988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1516075	11279	No terminal repeats	NA	15	11	0.9817	NA	7	20.5231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1133416	16797	No terminal repeats	NA	24	11	0.9817	NA	2	25.5400	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_757339	2429	No terminal repeats	NA	3	11	0.9816	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
k141_622917	11241	No terminal repeats	NA	18	11	0.9816	NA	1	20.6763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Demerecviridae
k141_413697	3952	No terminal repeats	NA	5	11	0.9816	NA	0	7.5921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_89459	2692	No terminal repeats	NA	5	11	0.9816	NA	0	6.8225	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_121831	3859	No terminal repeats	NA	4	11	0.9816	NA	2	6.5443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1143008	21214	No terminal repeats	NA	22	11	0.9816	NA	1	16.9220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_393371	6007	No terminal repeats	NA	7	11	0.9816	NA	1	7.9173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37548	7174	No terminal repeats	NA	10	11	0.9816	NA	7	12.5527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_250051	4213	No terminal repeats	NA	7	11	0.9816	NA	0	6.8059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1291604	19327	No terminal repeats	NA	30	11	0.9816	NA	1	32.2233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_361334	4291	No terminal repeats	NA	6	11	0.9816	NA	0	7.8501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_544146	3334	No terminal repeats	NA	6	11	0.9816	NA	1	6.8272	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_830081	2852	No terminal repeats	NA	5	11	0.9816	NA	1	6.4674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_881004	11028	No terminal repeats	NA	17	11	0.9816	NA	3	17.1412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79556	6793	No terminal repeats	NA	6	11	0.9816	NA	0	8.3731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1106815	5446	No terminal repeats	NA	6	11	0.9816	NA	1	7.6243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_915269	18333	No terminal repeats	NA	26	11	0.9816	NA	8	30.6588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_723361	4152	No terminal repeats	NA	6	11	0.9816	NA	2	9.8878	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_909386	3615	No terminal repeats	NA	5	11	0.9816	NA	1	8.3938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_270428	7113	No terminal repeats	NA	11	11	0.9816	NA	2	15.6814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_757705	5833	No terminal repeats	NA	4	11	0.9815	NA	2	6.4924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1330475	22660	No terminal repeats	NA	27	11	0.9815	NA	4	25.4772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_887807	13446	No terminal repeats	NA	24	11	0.9815	NA	2	20.4412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_376868	8489	No terminal repeats	NA	23	11	0.9815	NA	3	20.5170	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Stanwilliamsviridae
k141_634291	6771	No terminal repeats	NA	7	11	0.9815	NA	3	9.4737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_502864	7613	No terminal repeats	NA	13	11	0.9815	NA	1	13.1607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_138120	14262	No terminal repeats	NA	24	11	0.9815	NA	2	10.8770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Fredfastierviridae
k141_835562	4909	No terminal repeats	NA	8	11	0.9815	NA	6	11.7770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_4215	2479	No terminal repeats	NA	6	11	0.9815	NA	1	7.8408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_535157	2657	No terminal repeats	NA	4	11	0.9815	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
k141_192923	7381	No terminal repeats	NA	7	11	0.9815	NA	2	6.4032	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_894393	2359	No terminal repeats	NA	5	11	0.9815	NA	1	8.0314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1513298	3026	No terminal repeats	NA	4	11	0.9815	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_545918	8902	No terminal repeats	NA	12	11	0.9815	NA	2	16.6108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46998	5022	No terminal repeats	NA	6	11	0.9815	NA	2	8.2525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_340563	4233	No terminal repeats	NA	5	11	0.9815	NA	2	6.1577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_868084	3876	No terminal repeats	NA	7	11	0.9815	NA	3	10.2660	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1132692	5434	No terminal repeats	NA	12	11	0.9815	NA	1	11.0494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1096244	3126	No terminal repeats	NA	3	11	0.9814	NA	0	4.6442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_400616	6133	No terminal repeats	NA	7	11	0.9814	NA	2	6.4279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1055230	4780	No terminal repeats	NA	3	11	0.9814	NA	2	5.1494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1296656	3481	No terminal repeats	NA	4	11	0.9814	NA	1	6.7845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_435220	6356	No terminal repeats	NA	6	11	0.9814	NA	2	7.8607	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_168671	8914	No terminal repeats	NA	9	11	0.9814	NA	3	9.8636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_863560	5629	No terminal repeats	NA	7	11	0.9814	NA	2	7.6940	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_188099	5288	No terminal repeats	NA	7	11	0.9814	NA	1	8.0231	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_337496	3730	No terminal repeats	NA	5	11	0.9814	NA	3	6.7455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_273875	35441	No terminal repeats	NA	60	11	0.9814	NA	6	47.5197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_74755	67922	DTR	NA	105	11	0.9814	NA	7	74.2258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_241261	5920	No terminal repeats	NA	3	11	0.9814	NA	2	4.6123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_183625	6287	No terminal repeats	NA	9	11	0.9814	NA	5	12.2583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_896066	5213	No terminal repeats	NA	5	11	0.9813	NA	0	6.3932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1520845	3639	No terminal repeats	NA	6	11	0.9813	NA	4	7.4806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1105747	4493	No terminal repeats	NA	8	11	0.9813	NA	1	8.0324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1317432	3570	No terminal repeats	NA	5	11	0.9813	NA	3	7.4380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1155026	3362	No terminal repeats	NA	4	11	0.9813	NA	1	6.2273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1088245	1550	No terminal repeats	NA	3	11	0.9813	NA	2	4.8219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_292319	8269	No terminal repeats	NA	10	11	0.9813	NA	0	9.1203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_429118	5329	No terminal repeats	NA	12	11	0.9813	NA	1	10.1287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_398614	3516	No terminal repeats	NA	3	11	0.9813	NA	0	4.4841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_378357	12887	No terminal repeats	NA	5	11	0.9813	NA	0	7.9524	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_493345	11245	No terminal repeats	NA	12	11	0.9813	NA	2	16.3565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_905427	5949	No terminal repeats	NA	10	11	0.9813	NA	0	6.4123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
