seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_700146	5417	No terminal repeats	9	11	0.9953	NA	7	10.2578	F_traV;F_traK;F_traE;F_traL	NA
k141_2307325	1650	No terminal repeats	3	11	0.9953	NA	2	3.4366	MOBP1	NA
k141_1916549	1866	No terminal repeats	4	11	0.9953	NA	2	3.0740	NA	NA
k141_2572223	2708	No terminal repeats	4	11	0.9953	NA	2	4.0398	MOBP1	NA
k141_2365550	2541	No terminal repeats	4	11	0.9953	NA	0	3.7306	NA	NA
k141_746286	8863	No terminal repeats	14	11	0.9953	NA	4	10.4279	NA	NA
k141_122547	7552	No terminal repeats	9	11	0.9953	NA	4	8.3136	MOBP1	NA
k141_2356657	3667	No terminal repeats	6	11	0.9953	NA	1	4.6531	NA	NA
k141_2379955	2302	No terminal repeats	3	11	0.9953	NA	1	3.4366	NA	NA
k141_2048420	2895	No terminal repeats	4	11	0.9953	NA	2	5.2256	NA	NA
k141_2304701	6800	No terminal repeats	10	11	0.9953	NA	0	5.9263	NA	NA
k141_702969	2389	No terminal repeats	3	11	0.9953	NA	1	4.6516	NA	NA
k141_1940364	3978	No terminal repeats	6	11	0.9953	NA	0	4.8860	NA	NA
k141_174781	6347	No terminal repeats	5	11	0.9953	NA	3	5.1269	MOBP1	NA
k141_1933126	9809	No terminal repeats	16	11	0.9952	NA	0	19.2084	NA	NA
k141_1809477	3530	No terminal repeats	4	11	0.9952	NA	0	3.8739	NA	NA
k141_251782	2018	No terminal repeats	2	11	0.9952	NA	2	3.1408	MOBP1	NA
k141_1891528	5575	No terminal repeats	6	11	0.9952	NA	0	5.4488	NA	NA
k141_3588198	3768	DTR	5	11	0.9952	NA	1	5.1479	NA	NA
k141_2264378	1636	No terminal repeats	4	11	0.9952	NA	4	5.8261	F_traL;F_traE;F_traK	NA
k141_1072340	1819	No terminal repeats	4	11	0.9952	NA	2	3.0740	NA	NA
k141_1857457	2982	No terminal repeats	5	11	0.9952	NA	2	5.0277	MOBP1	NA
k141_2296959	6016	No terminal repeats	5	11	0.9952	NA	0	6.8349	NA	NA
k141_1873108	3290	No terminal repeats	4	11	0.9952	NA	1	4.9260	MOBQ	NA
k141_2634516	4003	No terminal repeats	3	11	0.9952	NA	2	3.4103	MOBQ	NA
k141_3440129	3001	No terminal repeats	3	11	0.9952	NA	1	3.4296	NA	NA
k141_2877	1002	No terminal repeats	2	11	0.9952	NA	1	3.2077	MOBQ	NA
k141_970714	5260	No terminal repeats	7	11	0.9952	NA	2	4.8235	MOBT	NA
k141_68594	2868	No terminal repeats	5	11	0.9952	NA	2	4.9260	MOBQ	NA
k141_174442	5163	No terminal repeats	3	11	0.9952	NA	0	5.0623	NA	NA
k141_2519133	3452	No terminal repeats	6	11	0.9952	NA	1	6.6443	MOBQ	NA
k141_2414575	1177	No terminal repeats	3	11	0.9952	NA	2	4.6504	NA	NA
k141_3588497	2391	DTR	3	11	0.9951	NA	1	2.3861	NA	NA
k141_49909	2190	No terminal repeats	3	11	0.9951	NA	1	3.2636	NA	NA
k141_508422	4613	No terminal repeats	4	11	0.9951	NA	2	3.2607	NA	NA
k141_1878375	20300	No terminal repeats	17	11	0.9951	NA	0	19.4431	NA	NA
k141_1268712	1177	No terminal repeats	2	11	0.9951	NA	2	3.1408	MOBP1	NA
k141_513180	5557	No terminal repeats	5	11	0.9951	NA	0	4.9330	NA	NA
k141_338950	5403	No terminal repeats	11	11	0.9951	NA	3	7.7328	MOBV	NA
k141_1156778	6074	No terminal repeats	7	11	0.9951	NA	2	4.3810	NA	NA
k141_984547	2604	No terminal repeats	4	11	0.9951	NA	0	3.0830	NA	NA
k141_1797414	5282	No terminal repeats	7	11	0.9951	NA	3	6.4329	MOBP1	NA
k141_3104118	1124	No terminal repeats	2	11	0.9951	NA	1	2.7441	NA	NA
k141_998426	3151	No terminal repeats	4	11	0.9951	NA	2	3.4526	NA	NA
k141_2079029	11224	No terminal repeats	15	11	0.9951	NA	12	16.5291	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14	NA
k141_294402	3417	No terminal repeats	5	11	0.9951	NA	0	5.1548	NA	NA
k141_1348728	1347	No terminal repeats	3	11	0.9951	NA	1	3.4366	NA	NA
k141_63023	3880	No terminal repeats	6	11	0.9951	NA	0	4.7211	NA	NA
k141_2021658	4045	No terminal repeats	7	11	0.9951	NA	2	5.0277	MOBP1	NA
k141_29186	2171	No terminal repeats	3	11	0.9951	NA	2	2.8116	MOBP1	NA
k141_1915025	5735	DTR	9	11	0.9950	NA	1	8.3905	NA	NA
k141_3203172	1934	No terminal repeats	2	11	0.9950	NA	2	2.9699	MOBP1	NA
k141_427585	1332	No terminal repeats	2	11	0.9950	NA	2	3.4366	MOBP1	NA
k141_561302	1375	No terminal repeats	3	11	0.9950	NA	1	3.6942	NA	NA
k141_3588487	2327	DTR	4	11	0.9950	NA	1	3.7698	NA	NA
k141_1342613	4489	No terminal repeats	5	11	0.9950	NA	2	4.5193	MOBP1	NA
k141_1030182	3842	No terminal repeats	2	11	0.9950	NA	1	3.1819	F_traE	NA
k141_551436	4015	No terminal repeats	5	11	0.9950	NA	0	4.4933	NA	NA
k141_2218691	3342	No terminal repeats	4	11	0.9950	NA	1	5.6067	t4cp2	NA
k141_1494070	2830	No terminal repeats	3	11	0.9950	NA	1	2.3064	NA	NA
k141_142658	4173	No terminal repeats	5	11	0.9950	NA	0	1.9901	NA	NA
k141_494680	2579	No terminal repeats	3	11	0.9950	NA	1	3.4296	NA	NA
k141_15546	2891	No terminal repeats	5	11	0.9950	NA	2	3.8943	MOBP1	NA
k141_236488	2724	No terminal repeats	3	11	0.9950	NA	0	2.5681	NA	NA
k141_357902	2949	No terminal repeats	5	11	0.9949	NA	2	4.9444	MOBQ	NA
k141_973930	1197	No terminal repeats	2	11	0.9949	NA	2	2.9936	MOBP1	NA
k141_3588188	3078	DTR	3	11	0.9949	NA	1	2.5612	NA	NA
k141_2128468	18640	No terminal repeats	22	11	0.9949	NA	4	24.5249	B_traO	NA
k141_461814	1916	No terminal repeats	3	11	0.9949	NA	2	3.6894	MOBP1	NA
k141_2538647	1399	No terminal repeats	3	11	0.9949	NA	1	3.0882	NA	NA
k141_892762	4504	No terminal repeats	4	11	0.9949	NA	0	4.5856	NA	NA
k141_1858551	4096	No terminal repeats	5	11	0.9949	NA	1	3.6451	MOBQ	NA
k141_2971529	10098	No terminal repeats	13	11	0.9949	NA	1	11.2758	MOBB	NA
k141_2060286	5348	No terminal repeats	8	11	0.9949	NA	1	6.6711	MOBQ	NA
k141_1678433	4356	No terminal repeats	8	11	0.9949	NA	2	7.2658	NA	NA
k141_2747228	2045	No terminal repeats	4	11	0.9949	NA	2	3.7096	NA	NA
k141_1988673	2302	No terminal repeats	2	11	0.9949	NA	1	2.5316	NA	NA
k141_544803	2437	No terminal repeats	5	11	0.9949	NA	4	4.8525	NA	NA
k141_2545368	2841	No terminal repeats	3	11	0.9949	NA	2	3.2373	MOBQ	NA
k141_841221	4350	No terminal repeats	6	11	0.9948	NA	3	6.1195	MOBQ;T_virB5	NA
k141_73771	2229	No terminal repeats	2	11	0.9948	NA	1	2.5612	NA	NA
k141_925319	2539	No terminal repeats	4	11	0.9948	NA	2	4.0398	MOBP1	NA
k141_904855	1401	No terminal repeats	2	11	0.9948	NA	1	2.3216	NA	NA
k141_1898456	2525	No terminal repeats	3	11	0.9948	NA	0	2.1982	NA	NA
k141_2442576	2829	No terminal repeats	3	11	0.9948	NA	0	3.4350	NA	NA
k141_3577114	2890	No terminal repeats	3	11	0.9948	NA	2	3.0875	NA	NA
k141_2157559	1333	No terminal repeats	2	11	0.9948	NA	1	3.2077	MOBQ	NA
k141_2130472	6661	No terminal repeats	9	11	0.9948	NA	0	6.8731	NA	NA
k141_18765	3150	No terminal repeats	3	11	0.9948	NA	2	3.2261	MOBQ	NA
k141_366167	5297	No terminal repeats	6	11	0.9948	NA	2	5.1286	MOBQ	NA
k141_1879143	4981	No terminal repeats	8	11	0.9948	NA	1	5.9851	NA	NA
k141_1431530	6950	No terminal repeats	5	11	0.9948	NA	0	6.7752	NA	NA
k141_2602879	2536	No terminal repeats	4	11	0.9948	NA	1	3.2880	NA	NA
k141_224130	1973	No terminal repeats	3	11	0.9947	NA	2	3.3991	MOBQ	NA
k141_2244750	5041	No terminal repeats	7	11	0.9947	NA	3	5.5069	MOBQ	NA
k141_1098948	1804	No terminal repeats	5	11	0.9947	NA	2	4.6857	F_traF	NA
k141_2360686	8434	No terminal repeats	8	11	0.9947	NA	4	6.8731	MOBP1;MOBP1	NA
k141_2193187	7198	No terminal repeats	7	11	0.9947	NA	0	7.4151	NA	NA
k141_169363	4376	DTR	5	11	0.9947	NA	3	4.9556	MOBQ	NA
k141_2165400	4064	No terminal repeats	5	11	0.9947	NA	1	3.9432	NA	NA
k141_1389346	1589	No terminal repeats	2	11	0.9947	NA	2	2.9571	MOBP1	NA
k141_3588212	3036	DTR	3	11	0.9947	NA	2	3.2373	MOBQ	NA
k141_2619122	1107	No terminal repeats	2	11	0.9947	NA	2	3.1408	MOBP1	NA
k141_2614207	3699	No terminal repeats	3	11	0.9947	NA	2	2.6616	NA	NA
k141_137233	1481	No terminal repeats	3	4	0.9947	NA	1	3.3285	NA	NA
k141_631609	1490	No terminal repeats	2	11	0.9947	NA	2	3.3141	MOBP1	NA
k141_2308103	3061	No terminal repeats	6	11	0.9947	NA	1	5.4205	NA	NA
k141_2133189	20041	No terminal repeats	28	11	0.9947	NA	1	6.1229	NA	NA
k141_2518411	1488	No terminal repeats	3	11	0.9947	NA	2	2.8577	MOBP1	NA
k141_803583	2534	No terminal repeats	6	11	0.9947	NA	0	5.1173	NA	NA
k141_648980	1654	No terminal repeats	1	11	0.9947	NA	1	1.7183	NA	NA
k141_1982076	4704	DTR	6	11	0.9947	NA	2	4.0757	NA	NA
k141_1376297	5100	No terminal repeats	7	11	0.9946	NA	1	4.9819	NA	NA
k141_77132	1329	No terminal repeats	3	11	0.9946	NA	1	3.4296	NA	NA
k141_980418	7424	No terminal repeats	5	11	0.9946	NA	2	5.7898	virb4	NA
k141_2083733	6838	No terminal repeats	10	11	0.9946	NA	4	6.2033	MOBP1	NA
k141_275891	2777	No terminal repeats	5	11	0.9946	NA	2	5.1858	NA	NA
k141_703752	4042	No terminal repeats	4	11	0.9946	NA	2	3.4366	MOBP1	NA
k141_2418073	4185	No terminal repeats	7	11	0.9946	NA	1	4.6930	NA	NA
k141_2596069	1286	No terminal repeats	2	11	0.9946	NA	2	3.4366	MOBP1	NA
k141_2477491	1017	No terminal repeats	2	11	0.9946	NA	2	3.1506	NA	NA
k141_14687	3482	No terminal repeats	4	11	0.9946	NA	2	3.4366	MOBP1	NA
k141_2519001	5305	DTR	6	11	0.9946	NA	1	3.7523	MOBQ	NA
k141_111223	3501	DTR	3	11	0.9946	NA	2	3.2077	MOBQ	NA
k141_2507817	3264	No terminal repeats	6	11	0.9946	NA	1	4.9073	NA	NA
k141_1918993	2669	No terminal repeats	4	11	0.9946	NA	2	4.0398	MOBP1	NA
k141_3028285	2633	No terminal repeats	3	11	0.9946	NA	1	3.2077	MOBQ	NA
k141_2565533	4857	No terminal repeats	8	11	0.9946	NA	1	5.6832	NA	NA
k141_3329311	2572	No terminal repeats	4	11	0.9946	NA	0	3.4366	NA	NA
k141_2771023	7200	No terminal repeats	6	11	0.9945	NA	2	4.5193	MOBP1	NA
k141_1971588	1520	No terminal repeats	1	11	0.9945	NA	1	1.7183	NA	NA
k141_38470	3361	No terminal repeats	3	11	0.9945	NA	2	3.3991	MOBQ	NA
k141_261786	4595	No terminal repeats	6	11	0.9945	NA	2	4.5193	MOBP1	NA
k141_3019421	2831	No terminal repeats	4	11	0.9945	NA	1	3.1262	NA	NA
k141_323951	8468	No terminal repeats	10	11	0.9945	NA	0	5.9885	NA	NA
k141_91429	3831	No terminal repeats	4	11	0.9945	NA	3	5.2899	F_trbC;F_traF;F_traH	NA
k141_2614217	4182	DTR	3	11	0.9945	NA	2	2.6616	NA	NA
k141_2247855	2688	No terminal repeats	2	11	0.9945	NA	1	2.8788	I_traV;traU	NA
k141_2916682	6673	DTR	7	11	0.9945	NA	3	5.4847	NA	NA
k141_709976	6330	No terminal repeats	8	11	0.9945	NA	0	4.4350	NA	NA
k141_1825010	6617	No terminal repeats	7	11	0.9945	NA	0	7.0506	NA	NA
k141_770946	1096	No terminal repeats	1	11	0.9945	NA	1	1.7183	MOBP1	NA
k141_671545	1773	No terminal repeats	5	11	0.9945	NA	3	6.1918	F_traV	NA
k141_1658617	4704	No terminal repeats	7	11	0.9945	NA	0	4.3346	NA	NA
k141_441552	2422	No terminal repeats	4	11	0.9945	NA	2	3.4366	NA	NA
k141_272428	7531	No terminal repeats	7	11	0.9945	NA	3	5.1548	MOBP1	NA
k141_3087878	3436	No terminal repeats	6	11	0.9945	NA	2	5.0277	MOBP1	NA
k141_2893107	2764	No terminal repeats	3	11	0.9945	NA	1	2.7784	NA	NA
k141_2085939	3837	No terminal repeats	7	11	0.9945	NA	1	4.1134	NA	NA
k141_2430988	4485	No terminal repeats	10	11	0.9944	NA	2	5.9183	NA	NA
k141_3461204	1155	No terminal repeats	2	11	0.9944	NA	1	2.2083	NA	NA
k141_2337102	4041	No terminal repeats	4	11	0.9944	NA	1	2.5681	NA	NA
k141_2225787	1407	No terminal repeats	2	11	0.9944	NA	1	1.7761	MOBQ	NA
k141_2946753	1109	No terminal repeats	2	11	0.9944	NA	1	2.3247	NA	NA
k141_546054	6275	No terminal repeats	6	11	0.9944	NA	0	3.5031	NA	NA
k141_329394	4746	No terminal repeats	2	11	0.9944	NA	0	3.3441	NA	NA
k141_2253352	8472	DTR	13	11	0.9944	NA	1	4.5008	MOBB	NF000261
k141_2298309	4289	DTR	9	11	0.9944	NA	1	6.4809	NA	NA
k141_1663312	1863	No terminal repeats	4	11	0.9944	NA	2	4.0760	MOBQ	NA
k141_39988	6929	No terminal repeats	12	11	0.9944	NA	0	6.3058	NA	NA
k141_164951	4370	DTR	6	11	0.9944	NA	1	5.1532	MOBV	NA
k141_409921	2948	DTR	3	11	0.9944	NA	1	2.3861	NA	NA
k141_2526868	5338	No terminal repeats	8	11	0.9944	NA	2	6.6739	MOBQ	NA
k141_1653076	5311	DTR	8	11	0.9944	NA	2	7.7270	MOBQ	NA
k141_79406	5499	No terminal repeats	4	11	0.9944	NA	2	3.4366	MOBP1	NA
k141_3238571	3023	No terminal repeats	4	11	0.9944	NA	0	3.1614	NA	NA
k141_126019	4285	No terminal repeats	8	11	0.9944	NA	2	5.5271	MOBQ	NA
k141_8301	3338	No terminal repeats	3	11	0.9944	NA	1	2.3952	NA	NA
k141_247406	2011	No terminal repeats	3	11	0.9944	NA	1	3.3991	MOBQ	NA
k141_1569	3179	No terminal repeats	3	11	0.9944	NA	1	3.2077	MOBQ	NA
k141_984218	2669	No terminal repeats	3	11	0.9943	NA	0	3.4366	NA	NA
k141_2227998	6775	No terminal repeats	10	11	0.9943	NA	0	5.4155	NA	NA
k141_26570	2547	No terminal repeats	3	11	0.9943	NA	0	2.1556	NA	NA
k141_927218	6970	No terminal repeats	5	11	0.9943	NA	0	4.7810	NA	NA
k141_859492	4304	No terminal repeats	7	11	0.9943	NA	0	4.2864	NA	NA
k141_2910094	1333	No terminal repeats	3	11	0.9943	NA	2	3.4366	NA	NA
k141_116493	3522	No terminal repeats	2	11	0.9943	NA	1	2.8104	F_trbC	NA
k141_2653738	1653	No terminal repeats	3	11	0.9943	NA	1	2.0244	NA	NA
k141_187026	6981	No terminal repeats	8	11	0.9943	NA	0	4.5368	NA	NA
k141_2034350	3446	No terminal repeats	6	11	0.9943	NA	0	4.7037	NA	NA
k141_3588536	2413	DTR	4	11	0.9943	NA	1	3.7698	NA	NA
k141_234207	2669	No terminal repeats	4	11	0.9943	NA	1	2.8010	NA	NA
k141_107010	3567	No terminal repeats	4	11	0.9943	NA	2	3.4103	MOBQ	NA
k141_654615	1010	No terminal repeats	1	11	0.9943	NA	1	1.7183	MOBV	NA
k141_2549623	7110	No terminal repeats	7	11	0.9943	NA	0	4.2262	NA	NA
k141_1943055	1922	No terminal repeats	2	11	0.9943	NA	2	3.0967	MOBP1	NA
k141_256665	1482	No terminal repeats	3	11	0.9943	NA	2	2.9290	MOBP1	NA
k141_492491	3201	No terminal repeats	5	11	0.9943	NA	1	3.8349	NA	NA
k141_2972592	4865	DTR	7	11	0.9943	NA	2	4.0576	MOBQ	NA
k141_760133	3948	No terminal repeats	4	11	0.9942	NA	3	2.2496	NA	NA
k141_3586321	2961	No terminal repeats	4	11	0.9942	NA	1	2.3952	NA	NA
k141_1963282	9920	No terminal repeats	14	11	0.9942	NA	12	16.7612	G_tfc2;G_tfc3;T_virB1;G_tfc5;t4cp1;G_tfc7;G_tfc8;G_tfc9;G_tfc10;G_tfc11;G_tfc12;G_tfc13;G_tfc14	NA
k141_927752	7933	No terminal repeats	8	11	0.9942	NA	0	8.1038	NA	NA
k141_3353262	5491	No terminal repeats	7	11	0.9942	NA	3	6.4897	MOBQ	NA
k141_426643	4034	No terminal repeats	4	11	0.9942	NA	2	4.7620	NA	NA
k141_1843948	5447	No terminal repeats	6	11	0.9942	NA	2	2.3774	MOBP1	NA
k141_1921891	3374	No terminal repeats	5	11	0.9942	NA	0	4.0276	NA	NA
k141_1974020	2797	No terminal repeats	3	11	0.9942	NA	0	2.1691	NA	NA
k141_2277015	2511	No terminal repeats	4	11	0.9942	NA	0	3.4366	NA	NA
k141_107203	2467	No terminal repeats	5	11	0.9942	NA	1	3.4366	NA	NA
k141_94210	3206	No terminal repeats	4	11	0.9942	NA	0	2.5681	NA	NA
k141_3526535	6200	DTR	10	11	0.9942	NA	2	4.7923	NA	NA
k141_2102318	9558	No terminal repeats	9	11	0.9942	NA	2	6.2375	MOBP1	NA
k141_57688	4552	No terminal repeats	7	11	0.9942	NA	0	3.7135	NA	NA
k141_262040	7106	No terminal repeats	10	11	0.9942	NA	2	3.9774	MOBV	NA
k141_3016390	2687	No terminal repeats	3	11	0.9941	NA	1	2.2083	NA	NA
k141_1828474	4615	No terminal repeats	9	11	0.9941	NA	1	5.5389	NA	NA
k141_481799	2859	No terminal repeats	5	11	0.9941	NA	1	5.7724	NA	NA
k141_2621567	8330	No terminal repeats	14	11	0.9941	NA	0	5.7652	NA	NA
k141_2471717	2552	No terminal repeats	3	11	0.9941	NA	2	3.0935	NA	NA
k141_1487327	2502	No terminal repeats	4	11	0.9941	NA	0	2.5282	NA	NA
k141_239969	6550	No terminal repeats	10	11	0.9941	NA	1	3.6331	F_traE	NA
k141_267067	7003	No terminal repeats	7	11	0.9941	NA	1	5.3633	MOBQ	NA
