set	sample_id	contig_id	ORF_ID	Best_Hit_ARO	ARO	Cut_Off	Best_Identities	Percentage_Length_of_Reference_Sequence	Drug_Class	Resistance_Mechanism	AMR_Gene_Family	Antibiotic	matched_to_genomad	genomad_context	chromosome_score	plasmid_score	virus_score
Kathmandu18	I_11-12	k141_1823379	k141_1823379_3 # 869 # 2512 # -1 # ID=7003_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.555	MCR-5.1	3004332	Perfect	100.0	100.0	peptide antibiotic	antibiotic target alteration	MCR phosphoethanolamine transferase	colistin A; colistin B	True	plasmid_like		0.9514	
Kathmandu18	I_11-12	k141_1823696	k141_1823696_1 # 286 # 1065 # -1 # ID=7101_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.333	APH(3')-VIa	3002652	Strict	98.46	100.0	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	neomycin; amikacin; ribostamycin; butirosin; kanamycin A; isepamicin; gentamicin B; paromomycin; gentamicin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1824229	k141_1824229_5 # 2691 # 3896 # -1 # ID=7265_5;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=10bp;gc_cont=0.413	Mef(En2)	3004659	Strict	99.5	100.0	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump		False	chromosome_like	1		
Kathmandu18	I_11-12	k141_23347	k141_23347_1 # 2 # 178 # 1 # ID=7865_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.384	vanY gene in vanG cluster	3002959	Strict	70.91	20.79	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1826334	k141_1826334_10 # 11141 # 12286 # -1 # ID=7939_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.448	vanT gene in vanG cluster	3002972	Strict	34.6	53.51	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_23610	k141_23610_59 # 63385 # 64695 # -1 # ID=7957_59;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.405	Acinetobacter baumannii AbaF	3004573	Strict	86.32	101.63	phosphonic acid antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	fosfomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1826630	k141_1826630_2 # 1734 # 2621 # -1 # ID=8039_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.529	SFO-1	3006986	Perfect	100.0	100.0	carbapenem	antibiotic inactivation	SFO beta-lactamase		True	plasmid_like		0.9858	
Kathmandu18	I_11-12	k141_1827299	k141_1827299_2 # 253 # 1074 # 1 # ID=8237_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.614	vanW gene in vanB cluster	3002964	Strict	35.53	99.27	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_29813	k141_29813_1 # 44 # 379 # 1 # ID=10154_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.560	qacG	3007015	Strict	42.31	103.74	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_30975	k141_30975_2 # 716 # 1045 # 1 # ID=10568_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.694	qacJ	3007014	Strict	36.79	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_30975	k141_30975_3 # 1073 # 1405 # 1 # ID=10568_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.685	qacG	3007015	Strict	37.74	102.8	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1835946	k141_1835946_4 # 2399 # 3511 # -1 # ID=11059_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.575	vanW gene in vanI cluster	3003724	Strict	27.59	99.2	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_33597	k141_33597_8 # 8177 # 10636 # 1 # ID=11457_8;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=5bp;gc_cont=0.353	vanT gene in vanG cluster	3002972	Strict	36.61	115.03	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1842921	k141_1842921_6 # 3914 # 4615 # -1 # ID=13147_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.632	vanY gene in vanB cluster	3002956	Strict	32.61	86.94	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1842970	k141_1842970_2 # 732 # 1457 # 1 # ID=13167_2;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.744	vanY gene in vanF cluster	3002958	Strict	35.42	82.25	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1844180	k141_1844180_48 # 50434 # 50628 # -1 # ID=13604_48;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.451	rsmA	3005069	Strict	86.21	104.92	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_40947	k141_40947_4 # 3700 # 4512 # -1 # ID=14031_4;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=11-12bp;gc_cont=0.657	vanY gene in vanB cluster	3002956	Strict	31.35	100.75	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_41331	k141_41331_1 # 123 # 1085 # -1 # ID=14153_1;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=6bp;gc_cont=0.361	CfxA6	3003097	Strict	99.06	96.68	cephamycin	antibiotic inactivation	CfxA beta-lactamase		False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1852491	k141_1852491_3 # 2982 # 6131 # -1 # ID=16292_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.631	adeF	3000777	Strict	43.66	99.06	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_48653	k141_48653_1 # 421 # 906 # 1 # ID=16690_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.288	lnuA	3002835	Strict	97.52	100.0	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	lincomycin; pirlimycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1856908	k141_1856908_3 # 1671 # 3179 # 1 # ID=17762_3;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.332	vanW gene in vanI cluster	3003724	Strict	33.43	134.58	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1857215	k141_1857215_2 # 575 # 2080 # 1 # ID=17852_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.484	vanW gene in vanI cluster	3003724	Strict	31.62	134.32	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1857483	k141_1857483_8 # 5348 # 6874 # -1 # ID=17950_8;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.239	vanW gene in vanI cluster	3003724	Strict	26.81	136.19	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_59194	k141_59194_3 # 1032 # 1769 # 1 # ID=20325_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.329	ErmB	3000375	Strict	97.96	98.79	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	True	plasmid_like		0.9888	
Kathmandu18	I_11-12	k141_60043	k141_60043_5 # 3957 # 5108 # -1 # ID=20609_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.344	vanT gene in vanE cluster	3002971	Strict	41.02	54.56	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_60247	k141_60247_1 # 358 # 1590 # 1 # ID=20662_1;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.542	mdtM	3001214	Strict	97.56	100.0	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	acriflavine; lincomycin; puromycin; chloramphenicol; norfloxacin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1871857	k141_1871857_3 # 872 # 1726 # -1 # ID=22242_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.561	ErmX	3000596	Strict	89.44	100.0	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	True	plasmid_like		0.9684	
Kathmandu18	I_11-12	k141_65282	k141_65282_2 # 185 # 961 # -1 # ID=22345_2;partial=00;start_type=ATG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.376	vanY gene in vanB cluster	3002956	Strict	33.15	96.27	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_65949	k141_65949_9 # 8931 # 9827 # 1 # ID=22571_9;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.311	vanT gene in vanG cluster	3002972	Strict	35.37	41.99	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_71641	k141_71641_7 # 5458 # 7242 # 1 # ID=24413_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.385	patB	3000025	Strict	67.68	101.02	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	ciprofloxacin; norfloxacin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1880337	k141_1880337_18 # 16755 # 19919 # 1 # ID=24901_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.442	adeF	3000777	Strict	59.05	99.53	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	True	plasmid_like		0.9834	
Kathmandu18	I_11-12	k141_1884669	k141_1884669_1 # 1 # 1053 # 1 # ID=26195_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.444	vanY gene in vanF cluster	3002958	Strict	33.7	119.45	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_79738	k141_79738_3 # 1483 # 2634 # -1 # ID=27230_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.597	PAC-1	3005150	Strict	99.74	100.52	cephalosporin	antibiotic inactivation	PAC beta-lactamase		False	chromosome_like	1		
Kathmandu18	I_11-12	k141_82017	k141_82017_2 # 1284 # 2195 # 1 # ID=27941_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.312	VEB-19	3006214	Strict	92.31	101.34	monobactam; cephalosporin	antibiotic inactivation	VEB beta-lactamase		False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1891727	k141_1891727_2 # 353 # 3505 # 1 # ID=28171_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.654	adeF	3000777	Strict	42.56	99.15	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_82758	k141_82758_13 # 16629 # 19106 # -1 # ID=28195_13;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.377	vanT gene in vanG cluster	3002972	Strict	34.68	115.87	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1892794	k141_1892794_3 # 690 # 1019 # 1 # ID=28531_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.570	qacG	3007015	Strict	38.61	101.87	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_84064	k141_84064_2 # 1122 # 3041 # 1 # ID=28621_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.532	tet(W)	3000194	Strict	99.22	100.0	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1896571	k141_1896571_6 # 5763 # 5975 # 1 # ID=29715_6;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.408	vanU gene in vanG cluster	3004253	Strict	80.6	93.33	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanU	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1896898	k141_1896898_2 # 1635 # 2804 # 1 # ID=29829_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.464	vanT gene in vanG cluster	3002972	Strict	31.54	54.63	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_88737	k141_88737_5 # 2251 # 3906 # -1 # ID=30269_5;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.610	ArnT	3005053	Strict	99.64	100.0	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	colistin A; colistin B	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_90160	k141_90160_2 # 684 # 3149 # 1 # ID=30727_2;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.432	vanT gene in vanG cluster	3002972	Strict	36.66	115.31	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1900362	k141_1900362_1 # 258 # 1403 # 1 # ID=30830_1;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538	CMY-4	3002015	Perfect	100.0	100.0	cephamycin	antibiotic inactivation	CMY beta-lactamase		False	chromosome_like	1		
Kathmandu18	I_11-12	k141_91051	k141_91051_1 # 2 # 1204 # -1 # ID=31064_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335	vanW gene in vanI cluster	3003724	Strict	28.53	107.51	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1902259	k141_1902259_2 # 392 # 721 # -1 # ID=31407_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.594	Klebsiella pneumoniae KpnF	3004583	Strict	88.07	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	True	plasmid_like		0.9121	
Kathmandu18	I_11-12	k141_1902259	k141_1902259_3 # 708 # 1070 # -1 # ID=31407_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.471	Klebsiella pneumoniae KpnE	3004580	Strict	82.5	100.0	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	erythromycin; streptomycin; tetracycline; cefepime; ceftriaxone; rifampin; colistin A; colistin B; triclosan; benzalkonium chloride; chlorhexidine	True	plasmid_like		0.9121	
Kathmandu18	I_11-12	k141_1905777	k141_1905777_3 # 2516 # 3013 # -1 # ID=32442_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.450	nimJ	3007112	Strict	98.79	100.0	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	metronidazole	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_96285	k141_96285_1 # 208 # 1014 # 1 # ID=32918_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.660	vanY gene in vanM cluster	3002961	Strict	28.87	115.02	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_96487	k141_96487_2 # 189 # 743 # -1 # ID=32992_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.577	AAC(6')-IIa	3002594	Perfect	100.0	100.0	aminoglycoside antibiotic	antibiotic inactivation	AAC(6')	dibekacin; sisomicin; netilmicin; tobramycin; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_96487	k141_96487_3 # 873 # 1109 # -1 # ID=32992_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.549	dfrB5	3004549	Perfect	100.0	100.0	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	trimethoprim	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_96496	k141_96496_1 # 1 # 630 # 1 # ID=32994_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.379	dfrA17	3002860	Strict	95.54	133.12	diaminopyrimidine antibiotic	antibiotic target replacement	trimethoprim resistant dihydrofolate reductase dfr	trimethoprim	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_96496	k141_96496_2 # 761 # 1549 # 1 # ID=32994_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.582	aadA5	3002605	Strict	99.62	100.0	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	spectinomycin; streptomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1908055	k141_1908055_1 # 1 # 1131 # 1 # ID=33166_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.565	vanW gene in vanI cluster	3003724	Strict	33.8	100.8	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1911419	k141_1911419_7 # 9332 # 10981 # 1 # ID=34214_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.444	ICR-Mo	3004569	Strict	69.56	98.39	peptide antibiotic	antibiotic target alteration	intrinsic colistin resistant phosphoethanolamine transferase	colistin A; colistin B	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_100292	k141_100292_4 # 2587 # 3750 # 1 # ID=34300_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.385	vanT gene in vanG cluster	3002972	Strict	38.75	54.35	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_101580	k141_101580_17 # 17724 # 18902 # 1 # ID=34726_17;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.411	vanT gene in vanG cluster	3002972	Strict	39.04	55.06	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1915029	k141_1915029_6 # 4523 # 5653 # 1 # ID=35405_6;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.461	vanT gene in vanG cluster	3002972	Strict	37.75	52.81	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
Kathmandu18	I_11-12	k141_1915477	k141_1915477_2 # 303 # 1448 # -1 # ID=35552_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.584	vanT gene in vanG cluster	3002972	Strict	32.11	53.51	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	vancomycin	False	chromosome_like	1		
