ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
APH(2'')-Ie	3002634	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	4.00	0.00	4.00	10.82	98.00	64.25	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
cphA7	3003103	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas jandaei	1.00	0.00	1.00	8.37	64.00	145.00	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
catB3	3002676	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	55.00	0.00	55.00	100.00	633.00	182.25	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	96.00	0.00	96.00	100.00	1374.00	161.74	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	22.00	0.00	22.00	34.69	1103.00	118.59	0	0	0	0	N/A	N/A		3180	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
myrA	3001300	protein homolog model	CARD	1	100.0	no data	no data	Micromonospora griseorubida	5.00	0.00	5.00	14.08	125.00	65.60	0	0	0	0	N/A	N/A		888	non-erm 23S ribosomal RNA methyltransferase (G748)	macrolide antibiotic; lincosamide antibiotic	antibiotic target alteration
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	2.00	0.00	2.00	1.40	22.00	51.00	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	4.00	0.00	4.00	40.71	524.00	123.50	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(E)	3000173	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	49.43	602.00	186.75	0	0	0	0	N/A	N/A		1218	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
fosA5	3003209	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	21.00	0.00	21.00	100.00	420.00	106.00	0	0	0	0	N/A	N/A		420	fosfomycin thiol transferase	fluoroquinolone antibiotic; aminoglycoside antibiotic; phosphonic acid antibiotic	antibiotic inactivation
ErmE	3000326	protein homolog model	CARD	1	100.0	no data	no data	Saccharopolyspora erythraea	6.00	0.00	6.00	10.12	116.00	69.67	0	0	0	0	N/A	N/A		1146	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CfxA2	3003002	protein homolog model	CARD	1	100.0	no data	no data	Prevotella intermedia	281.00	0.00	281.00	100.00	966.00	188.49	0	0	0	0	N/A	N/A		966	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
CMY-25	3002036	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	17.10	196.00	200.50	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
mdtF	3000796	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	163.00	0.00	163.00	99.04	3084.00	176.93	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penicillin beta-lactam	antibiotic efflux
arlS	3000839	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	3.00	0.00	3.00	9.14	124.00	59.67	0	0	0	0	N/A	N/A		1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	16.00	0.00	16.00	90.94	753.00	188.25	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
mgrA	3000815	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	8.00	0.00	8.00	27.70	123.00	46.62	0	0	0	0	N/A	N/A		444	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; peptide antibiotic; moenomycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
imiH	3003094	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	31.00	0.00	31.00	63.27	484.00	83.03	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
cmlA5	3002695	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	7.00	0.00	7.00	62.22	784.00	183.43	0	0	0	0	N/A	N/A		1260	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
lsaE	3003206	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	342.00	0.00	342.00	100.00	1485.00	181.93	0	0	0	0	N/A	N/A		1485	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
SHV-128	3001175	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	3.00	0.00	3.00	17.65	152.00	67.00	0	0	0	0	N/A	N/A		861	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	729.00	0.00	729.00	100.00	996.00	140.40	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephalosporin	antibiotic inactivation
OXA-12	3001407	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas sobria	6.00	0.00	6.00	7.67	61.00	52.50	0	0	0	0	N/A	N/A		795	OXA beta-lactamase; OXA-12-like beta-lactamase	penicillin beta-lactam	antibiotic inactivation
OXA-85	3001780	protein homolog model	CARD	1	100.0	no data	no data	Fusobacterium nucleatum	6.00	0.00	6.00	43.92	336.00	105.00	0	0	0	0	N/A	N/A		765	OXA beta-lactamase	penicillin beta-lactam	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	11.00	0.00	11.00	45.34	370.00	149.27	0	0	0	0	N/A	N/A		816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
TEM-207	3001384	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	18.35	158.00	126.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penicillin beta-lactam	antibiotic inactivation
smeD	3003055	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	216.00	0.00	216.00	85.65	1015.00	93.00	0	0	0	0	N/A	N/A		1185	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic	antibiotic efflux
IND-11	3002267	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	1.00	0.00	1.00	2.46	18.00	34.00	0	0	0	0	N/A	N/A		732	IND beta-lactamase	carbapenem	antibiotic inactivation
aadA9	3002609	protein homolog model	CARD	1	100.0	no data	no data	Corynebacterium sp.	8.00	0.00	8.00	39.44	355.00	117.88	0	0	0	0	N/A	N/A		900	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OprN	3000805	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	25.00	0.00	25.00	76.81	1090.00	114.96	0	0	0	0	N/A	N/A		1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
sdiA	3000826	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	5.00	0.00	5.00	39.42	285.00	85.20	0	0	0	0	N/A	N/A		723	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penicillin beta-lactam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
JOHN-1	3000840	protein homolog model	CARD	1	100.0	no data	no data	Flavobacterium johnsoniae	3.00	0.00	3.00	27.18	203.00	130.33	0	0	0	0	N/A	N/A		747	JOHN beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
vanXY gene in vanG cluster	3003069	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	5.00	0.00	5.00	46.80	358.00	117.60	0	0	0	0	N/A	N/A		765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	29.00	0.00	29.00	65.81	770.00	86.52	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penicillin beta-lactam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
adeC	3003811	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	23.00	0.00	23.00	67.95	950.00	111.48	0	0	0	0	N/A	N/A		1398	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
SHV-188	3003155	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	4.35	38.00	140.00	0	0	0	0	N/A	N/A		873	SHV beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
smeS	3003067	protein homolog model	CARD	1	100.0	no data	no data	Stenotrophomonas maltophilia	21.00	0.00	21.00	40.53	569.00	113.76	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; cephalosporin; penicillin beta-lactam	antibiotic efflux
CMY-83	3002096	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter braakii	2.00	0.00	2.00	18.41	211.00	191.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephalosporin	antibiotic inactivation
lnuC	3002837	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus agalactiae	52.00	0.00	52.00	100.00	495.00	176.83	0	0	0	0	N/A	N/A		495	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
mepA	3000026	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	10.40	141.00	78.00	0	0	0	0	N/A	N/A		1356	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline; tetracycline antibiotic	antibiotic efflux
mdtA	3000792	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	78.00	0.00	78.00	100.00	1248.00	155.05	0	0	0	0	N/A	N/A		1248	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
mdtH	3001216	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	70.00	0.00	70.00	100.00	1209.00	169.47	0	0	0	0	N/A	N/A		1209	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
dfrA8	3002863	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	2.00	0.00	2.00	14.12	72.00	45.00	0	0	0	0	N/A	N/A		510	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
sul3	3000413	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	39.14	310.00	194.00	0	0	0	0	N/A	N/A		792	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
mdsA	3000789	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	7.00	0.00	7.00	19.64	241.00	69.86	0	0	0	0	N/A	N/A		1227	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam; carbapenem; cephalosporin; penicillin beta-lactam; phenicol antibiotic	antibiotic efflux
OXA-54	3001812	protein homolog model	CARD	1	100.0	no data	no data	Shewanella oneidensis	1.00	0.00	1.00	2.88	23.00	34.00	0	0	0	0	N/A	N/A		798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
catB8	3002680	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	1.00	0.00	1.00	15.17	96.00	181.00	0	0	0	0	N/A	N/A		633	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
CARB-14	3002252	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	4.00	0.00	4.00	58.64	526.00	200.25	0	0	0	0	N/A	N/A		897	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mtrE	3000812	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	24.00	0.00	24.00	36.32	510.00	95.62	0	0	0	0	N/A	N/A		1404	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
QnrVC4	3002801	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	3.00	0.00	3.00	40.18	264.00	149.33	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-4	3001399	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	18.00	0.00	18.00	60.77	505.00	196.17	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
dfrD	3002866	protein homolog model	CARD	1	100.0	no data	no data	Listeria monocytogenes	5.00	0.00	5.00	13.91	68.00	69.00	0	0	0	0	N/A	N/A		489	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
amrB	3002983	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia pseudomallei	188.00	0.00	188.00	77.33	2422.00	97.38	0	0	0	0	N/A	N/A		3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic	antibiotic efflux
catP	3002686	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	10.00	0.00	10.00	42.95	268.00	66.20	0	0	0	0	N/A	N/A		624	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
AAC(3)-IIa	3002533	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pWP113a	3.00	0.00	3.00	37.86	326.00	144.67	0	0	0	0	N/A	N/A		861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
OXA-204	3001788	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	28.57	228.00	100.50	0	0	0	0	N/A	N/A		798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penicillin beta-lactam	antibiotic inactivation
CARB-3	3002242	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	32.68	299.00	198.50	0	0	0	0	N/A	N/A		915	CARB beta-lactamase	penicillin beta-lactam	antibiotic inactivation
tet(B)	3000166	protein homolog model	CARD	1	100.0	no data	no data	Gram-negative bacterium	10.00	0.00	10.00	34.25	413.00	187.70	0	0	0	0	N/A	N/A		1206	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
blaF	3003562	protein homolog model	CARD	1	100.0	no data	no data	Mycolicibacterium fortuitum	28.00	0.00	28.00	9.49	84.00	44.29	0	0	0	0	N/A	N/A		885	blaF family beta-lactamase	penicillin beta-lactam	antibiotic inactivation
mphF	3003071	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	27.00	0.00	27.00	83.89	755.00	171.67	0	0	0	0	N/A	N/A		900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
macB	3000535	protein homolog model	CARD	1	100.0	no data	no data	Neisseria gonorrhoeae	323.00	0.00	323.00	67.75	1311.00	103.24	0	0	0	0	N/A	N/A		1935	ATP-binding cassette (ABC) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
OpmD	3000809	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	185.00	0.00	185.00	33.74	494.00	64.91	0	0	0	0	N/A	N/A		1464	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
PER-2	3002364	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	3.00	0.00	3.00	41.86	388.00	159.00	0	0	0	0	N/A	N/A		927	PER beta-lactamase	monobactam; carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
tet(Y)	3000182	protein homolog model	CARD	1	100.0	no data	no data	IncQ plasmid	7.00	0.00	7.00	56.38	663.00	196.86	0	0	0	0	N/A	N/A		1176	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(W)	3000194	protein homolog model	CARD	1	100.0	no data	no data	Butyrivibrio fibrisolvens	1219.00	0.00	1219.00	100.00	1920.00	193.97	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aadA17	3002617	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas media	2.00	0.00	2.00	38.13	302.00	201.00	0	0	0	0	N/A	N/A		792	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
tetA(P)	3000180	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	13.00	0.00	13.00	60.89	769.00	109.23	0	0	0	0	N/A	N/A		1263	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
LEN-10	3002460	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella variicola	2.00	0.00	2.00	19.28	166.00	176.50	0	0	0	0	N/A	N/A		861	LEN beta-lactamase	penicillin beta-lactam	antibiotic inactivation
emrY	3000254	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	75.00	0.00	75.00	100.00	1539.00	188.71	0	0	0	0	N/A	N/A		1539	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
adeH	3000779	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	0.00	6.00	30.58	444.00	126.17	0	0	0	0	N/A	N/A		1452	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
MexA	3000377	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	58.00	0.00	58.00	84.38	972.00	108.48	0	0	0	0	N/A	N/A		1152			antibiotic efflux
IMP-22	3002213	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas fluorescens	2.00	0.00	2.00	28.61	212.00	201.00	0	0	0	0	N/A	N/A		741	IMP beta-lactamase	carbapenem; cephalosporin; penicillin beta-lactam	antibiotic inactivation
AAC(3)-Ib	3002530	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	36.72	195.00	127.33	0	0	0	0	N/A	N/A		531	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
vgaA	3002829	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	7.00	0.00	7.00	4.65	73.00	51.29	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
AAC(3)-VIIIa	3002542	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	11.00	0.00	11.00	15.21	131.00	59.09	0	0	0	0	N/A	N/A		861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
OKP-B-8	3002441	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	7.00	0.00	7.00	51.92	447.00	123.14	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penicillin beta-lactam	antibiotic inactivation
dfrA20	3003016	protein homolog model	CARD	1	100.0	no data	no data	Pasteurella multocida	4.00	0.00	4.00	39.22	200.00	115.00	0	0	0	0	N/A	N/A		510	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
