seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_138759	2018	No terminal repeats	NA	3	11	0.9779	NA	1	4.9369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_5128	2484	No terminal repeats	NA	4	11	0.9773	NA	1	5.2773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_153133	1443	No terminal repeats	NA	4	11	0.9768	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_103281	1739	No terminal repeats	NA	3	11	0.9764	NA	2	4.9416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_137199	2284	No terminal repeats	NA	6	11	0.9758	NA	1	8.1517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_107039	1661	No terminal repeats	NA	3	11	0.9745	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63315	6562	No terminal repeats	NA	11	11	0.9745	NA	1	15.1313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29255	3118	No terminal repeats	NA	5	11	0.9744	NA	4	6.6562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_129124	3014	No terminal repeats	NA	5	11	0.9730	NA	2	6.6599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_124613	1861	No terminal repeats	NA	5	11	0.9728	NA	1	8.4069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_96505	2586	No terminal repeats	NA	2	11	0.9727	NA	1	3.1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189757	1711	No terminal repeats	NA	3	11	0.9727	NA	1	4.7539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_96146	1515	No terminal repeats	NA	4	11	0.9722	NA	2	4.7795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_87345	11226	No terminal repeats	NA	13	11	0.9720	NA	3	12.0805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_4418	1216	No terminal repeats	NA	2	11	0.9718	NA	1	2.5773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_241024	1270	No terminal repeats	NA	3	11	0.9712	NA	1	4.9292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63726	2626	No terminal repeats	NA	3	11	0.9711	NA	1	2.8119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae
k141_148737	1372	No terminal repeats	NA	2	11	0.9710	NA	1	3.0101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_113899	2908	No terminal repeats	NA	6	11	0.9708	NA	1	4.9128	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_134891	2528	No terminal repeats	NA	5	11	0.9706	NA	0	4.8319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_240628	1165	No terminal repeats	NA	4	11	0.9704	NA	1	6.4721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41196	2261	No terminal repeats	NA	4	11	0.9701	NA	1	4.6666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_202065	3742	No terminal repeats	NA	8	11	0.9694	NA	1	9.3172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_164585	1607	No terminal repeats	NA	3	11	0.9694	NA	1	3.9099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_115278	2232	No terminal repeats	NA	3	11	0.9692	NA	2	4.9205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_90877	1889	No terminal repeats	NA	4	11	0.9691	NA	2	4.7622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_224379	1178	No terminal repeats	NA	3	11	0.9687	NA	1	4.6363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_212657	1209	No terminal repeats	NA	2	11	0.9685	NA	2	2.5322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145792	1026	No terminal repeats	NA	1	11	0.9679	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_147197	1125	No terminal repeats	NA	3	11	0.9669	NA	1	4.9278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_197561	2665	No terminal repeats	NA	5	11	0.9667	NA	1	6.1137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_215077	1560	No terminal repeats	NA	2	11	0.9665	NA	1	2.5635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_109567	2043	No terminal repeats	NA	5	11	0.9655	NA	2	4.7795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_76042	1448	No terminal repeats	NA	3	11	0.9654	NA	1	4.6172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_102908	1433	No terminal repeats	NA	4	11	0.9653	NA	1	4.3248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36760	1197	No terminal repeats	NA	1	11	0.9652	NA	1	1.7183	Unclassified
k141_163535	2888	No terminal repeats	NA	5	11	0.9650	NA	2	4.4711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40231	2807	No terminal repeats	NA	5	11	0.9648	NA	0	6.3232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45358	2234	No terminal repeats	NA	5	11	0.9646	NA	1	6.8013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40979	1525	No terminal repeats	NA	3	11	0.9645	NA	2	2.4964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_22205	1185	No terminal repeats	NA	2	11	0.9644	NA	2	3.2382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145875	2871	No terminal repeats	NA	6	11	0.9642	NA	1	9.9540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8442	2290	No terminal repeats	NA	2	15	0.9640	NA	1	2.7725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_105916	1011	No terminal repeats	NA	3	11	0.9635	NA	2	3.0197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_101364	1241	No terminal repeats	NA	2	11	0.9632	NA	1	3.4344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41950	1088	No terminal repeats	NA	3	11	0.9629	NA	1	4.7836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189571	2142	No terminal repeats	NA	4	11	0.9629	NA	2	4.9394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_123788	1704	No terminal repeats	NA	4	11	0.9624	NA	1	6.7178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29462	2883	No terminal repeats	NA	5	11	0.9621	NA	1	4.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_20447	1103	No terminal repeats	NA	3	11	0.9610	NA	2	2.9271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_172452	1555	No terminal repeats	NA	4	11	0.9606	NA	1	6.7190	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_110804	2019	No terminal repeats	NA	2	11	0.9600	NA	2	2.5949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_90563	2427	No terminal repeats	NA	7	11	0.9597	NA	3	7.6854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_235514	1601	No terminal repeats	NA	4	11	0.9596	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_129386	1077	No terminal repeats	NA	2	11	0.9592	NA	2	2.9180	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_67521	3518	No terminal repeats	NA	8	11	0.9592	NA	0	5.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_229788	1102	No terminal repeats	NA	4	11	0.9592	NA	1	4.8961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_144461	2812	No terminal repeats	NA	3	11	0.9590	NA	2	4.2329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30878	1092	No terminal repeats	NA	3	11	0.9587	NA	2	4.7795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_235021	1636	No terminal repeats	NA	3	11	0.9585	NA	3	4.6984	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_183146	1441	No terminal repeats	NA	5	11	0.9582	NA	1	4.1822	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_138642	1233	No terminal repeats	NA	3	11	0.9574	NA	3	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_143770	2389	No terminal repeats	NA	4	11	0.9574	NA	1	4.5123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_145585	2602	No terminal repeats	NA	4	11	0.9573	NA	1	5.4270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30319	2800	No terminal repeats	NA	5	11	0.9573	NA	3	7.1612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_118207	1396	No terminal repeats	NA	3	11	0.9565	NA	2	4.8895	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_162726	2462	No terminal repeats	NA	5	11	0.9561	NA	3	5.5055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_126982	1008	No terminal repeats	NA	3	15	0.9558	NA	1	2.9059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_44181	2538	No terminal repeats	NA	4	11	0.9556	NA	1	4.3935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_87176	2237	No terminal repeats	NA	3	11	0.9551	NA	2	4.7058	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_147782	2378	No terminal repeats	NA	6	11	0.9541	NA	1	7.6617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_109084	2585	No terminal repeats	NA	6	11	0.9538	NA	3	7.4396	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_157630	1944	No terminal repeats	NA	3	11	0.9535	NA	1	3.8506	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_142877	1782	No terminal repeats	NA	2	11	0.9529	NA	2	3.3050	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53849	6025	No terminal repeats	NA	10	11	0.9522	NA	4	10.1062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_206276	1322	No terminal repeats	NA	3	11	0.9520	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_51753	1436	No terminal repeats	NA	2	11	0.9516	NA	1	2.9277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_34750	1993	No terminal repeats	NA	3	11	0.9514	NA	2	2.6565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_135699	5404	No terminal repeats	NA	7	11	0.9512	NA	1	4.1313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_139559	1269	No terminal repeats	NA	2	11	0.9507	NA	1	1.5003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99362	1701	No terminal repeats	NA	2	11	0.9498	NA	1	3.0309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_228448	2515	No terminal repeats	NA	7	11	0.9494	NA	2	9.4324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_164825	1434	No terminal repeats	NA	3	11	0.9492	NA	3	4.0243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_115352	4515	No terminal repeats	NA	8	11	0.9490	NA	2	8.2129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_186453	1803	No terminal repeats	NA	3	11	0.9486	NA	1	4.8970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_89242	2256	No terminal repeats	NA	3	11	0.9486	NA	1	4.1760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57345	4959	No terminal repeats	NA	13	11	0.9485	NA	1	5.1522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_178586	1710	No terminal repeats	NA	2	11	0.9483	NA	1	3.1413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_119194	1046	No terminal repeats	NA	2	11	0.9480	NA	1	3.2627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_152655	1081	No terminal repeats	NA	2	11	0.9479	NA	1	2.9359	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_241532	5843	No terminal repeats	NA	7	11	0.9476	NA	2	5.0427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_12708	1479	No terminal repeats	NA	3	11	0.9471	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Casjensviridae
k141_179554	1925	No terminal repeats	NA	3	11	0.9470	NA	1	3.8796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_215062	1702	No terminal repeats	NA	4	11	0.9465	NA	1	5.1487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_94808	2468	No terminal repeats	NA	2	11	0.9465	NA	1	2.3214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_143135	1217	No terminal repeats	NA	2	11	0.9463	NA	1	2.7953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_178637	5221	No terminal repeats	NA	7	11	0.9461	NA	0	6.7338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_234511	1062	No terminal repeats	NA	2	15	0.9459	NA	1	3.1413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_107909	2996	No terminal repeats	NA	8	11	0.9459	NA	0	1.7183	Unclassified
k141_60123	1250	No terminal repeats	NA	2	15	0.9458	NA	1	3.4209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_86893	1715	No terminal repeats	NA	2	11	0.9455	NA	2	2.9640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_164851	3987	No terminal repeats	NA	9	11	0.9451	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_126357	1349	No terminal repeats	NA	3	11	0.9448	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_103946	1037	No terminal repeats	NA	2	11	0.9446	NA	1	1.4749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_217132	1858	No terminal repeats	NA	2	11	0.9445	NA	2	2.9071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_221380	1191	No terminal repeats	NA	3	11	0.9434	NA	3	3.9488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_166430	3635	No terminal repeats	NA	3	11	0.9430	NA	1	2.8704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_85113	1022	No terminal repeats	NA	2	11	0.9426	NA	1	3.1261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_178625	1537	No terminal repeats	NA	2	11	0.9425	NA	1	1.4469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63762	2653	No terminal repeats	NA	8	11	0.9423	NA	1	7.1514	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_99577	1228	No terminal repeats	NA	3	11	0.9423	NA	3	4.6697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_168247	3269	No terminal repeats	NA	3	11	0.9417	NA	1	3.3226	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_116665	1497	No terminal repeats	NA	2	11	0.9413	NA	1	3.1302	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57220	1666	No terminal repeats	NA	3	11	0.9413	NA	2	4.8327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_154780	2206	No terminal repeats	NA	4	11	0.9409	NA	3	4.4159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_210184	2909	No terminal repeats	NA	5	11	0.9395	NA	1	5.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_88732	5154	No terminal repeats	NA	4	11	0.9394	NA	3	4.4588	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_85767	1687	No terminal repeats	NA	3	11	0.9391	NA	2	4.1920	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_96242	2125	No terminal repeats	NA	3	11	0.9389	NA	2	3.1932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68863	1286	No terminal repeats	NA	2	11	0.9387	NA	1	2.6253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_237227	2912	No terminal repeats	NA	6	11	0.9386	NA	2	8.0984	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_42944	1116	No terminal repeats	NA	2	11	0.9384	NA	1	2.8053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_84466	2234	No terminal repeats	NA	2	11	0.9384	NA	2	3.1980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_94385	2388	No terminal repeats	NA	5	11	0.9380	NA	1	4.8826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79563	4701	No terminal repeats	NA	6	11	0.9380	NA	1	5.5563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_164811	1682	No terminal repeats	NA	3	11	0.9378	NA	1	1.4391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_181812	1832	No terminal repeats	NA	4	11	0.9377	NA	1	4.4777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60156	5633	No terminal repeats	NA	3	11	0.9367	NA	0	2.6138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_174344	1817	No terminal repeats	NA	3	11	0.9359	NA	1	3.0297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_186669	1835	No terminal repeats	NA	4	11	0.9357	NA	1	3.1449	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_236131	1604	No terminal repeats	NA	2	11	0.9352	NA	1	3.0520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_168058	2710	No terminal repeats	NA	5	11	0.9351	NA	4	6.1444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_204576	1008	No terminal repeats	NA	4	11	0.9346	NA	1	3.2131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_101641	1648	No terminal repeats	NA	3	11	0.9341	NA	2	3.5324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_126574	2313	No terminal repeats	NA	6	11	0.9310	NA	1	6.2794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24326	1600	No terminal repeats	NA	2	11	0.9307	NA	1	1.7183	Unclassified
k141_211927	1382	No terminal repeats	NA	3	11	0.9291	NA	2	2.6912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_143912	5839	No terminal repeats	NA	7	11	0.9291	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19214	1314	No terminal repeats	NA	1	11	0.9290	NA	1	1.7096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_102369	1515	No terminal repeats	NA	4	11	0.9285	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_51444	1112	No terminal repeats	NA	1	15	0.9285	NA	1	1.3159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_169094	3962	No terminal repeats	NA	8	11	0.9280	NA	1	8.5843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_237040	4365	No terminal repeats	NA	5	11	0.9276	NA	3	5.2507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_114340	1082	No terminal repeats	NA	2	11	0.9275	NA	1	1.4689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_64267	1646	No terminal repeats	NA	3	11	0.9258	NA	2	2.9143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_131277	1882	No terminal repeats	NA	4	11	0.9256	NA	2	4.2033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_6330	1134	No terminal repeats	NA	2	11	0.9255	NA	2	2.8283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189669	5866	No terminal repeats	NA	5	11	0.9254	NA	0	4.6086	Unclassified
k141_48766	1691	No terminal repeats	NA	2	11	0.9251	NA	2	3.0613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_170501	1202	No terminal repeats	NA	3	11	0.9242	NA	1	2.9663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_108268	3144	No terminal repeats	NA	5	11	0.9242	NA	1	6.6525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36881	2331	No terminal repeats	NA	3	11	0.9239	NA	1	2.7356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_159553	6427	No terminal repeats	NA	10	11	0.9233	NA	5	14.2189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_4555	1049	No terminal repeats	NA	1	11	0.9233	NA	1	1.2450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_31230	1444	No terminal repeats	NA	1	11	0.9231	NA	1	1.1185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_198057	2072	No terminal repeats	NA	2	11	0.9225	NA	2	2.8633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63474	1021	No terminal repeats	NA	3	11	0.9223	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_64862	1651	No terminal repeats	NA	3	11	0.9220	NA	2	3.1689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_59820	1032	No terminal repeats	NA	4	11	0.9203	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_161438	4909	No terminal repeats	NA	9	11	0.9202	NA	3	7.9063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
