seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_178578	3719	No terminal repeats	NA	6	11	0.9817	NA	1	8.0422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1086634	1683	No terminal repeats	NA	4	11	0.9817	NA	2	6.2463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_48135	4089	No terminal repeats	NA	5	11	0.9817	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_97128	13775	No terminal repeats	NA	15	11	0.9816	NA	3	20.2824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_601392	5842	No terminal repeats	NA	8	11	0.9816	NA	3	11.2566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_211892	3071	No terminal repeats	NA	4	11	0.9815	NA	2	5.1044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_129875	6355	No terminal repeats	NA	3	11	0.9815	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_449149	4474	No terminal repeats	NA	11	11	0.9814	NA	2	11.7682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_369978	4125	No terminal repeats	NA	10	11	0.9813	NA	0	8.2960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1173316	5008	No terminal repeats	NA	8	11	0.9813	NA	0	11.0888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_974955	1917	No terminal repeats	NA	4	11	0.9812	NA	3	5.1439	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_407804	2675	No terminal repeats	NA	7	11	0.9812	NA	1	6.5154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_666278	3567	No terminal repeats	NA	6	11	0.9811	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_924047	7924	No terminal repeats	NA	12	11	0.9811	NA	2	6.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_822473	2202	No terminal repeats	NA	3	11	0.9811	NA	3	4.6141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_788513	3858	No terminal repeats	NA	5	11	0.9810	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1113034	9229	No terminal repeats	NA	16	11	0.9810	NA	3	20.3869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_553894	3055	No terminal repeats	NA	6	11	0.9810	NA	0	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_513251	16463	No terminal repeats	NA	35	11	0.9810	NA	1	20.3148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_83643	6913	No terminal repeats	NA	14	11	0.9810	NA	0	17.1322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_352177	6615	No terminal repeats	NA	5	11	0.9809	NA	0	4.9076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_746211	7357	No terminal repeats	NA	3	11	0.9808	NA	0	5.0466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_292334	3711	No terminal repeats	NA	5	11	0.9808	NA	0	6.4480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_338119	5191	No terminal repeats	NA	7	11	0.9808	NA	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_1121565	3204	No terminal repeats	NA	6	11	0.9807	NA	1	6.1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1110923	3196	No terminal repeats	NA	5	11	0.9807	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_356542	4358	No terminal repeats	NA	5	11	0.9807	NA	1	5.9365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_86107	3680	No terminal repeats	NA	6	11	0.9807	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_413284	7254	No terminal repeats	NA	9	11	0.9807	NA	3	11.9042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_237799	2250	No terminal repeats	NA	7	11	0.9804	NA	1	8.1108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_793982	7804	No terminal repeats	NA	17	11	0.9804	NA	3	14.3500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_189803	5432	No terminal repeats	NA	6	11	0.9804	NA	3	7.8383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_173001	5919	No terminal repeats	NA	8	11	0.9804	NA	2	6.2348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_961773	2968	No terminal repeats	NA	4	11	0.9803	NA	2	6.3392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_410637	10000	No terminal repeats	NA	16	11	0.9803	NA	0	19.7767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_554061	2400	No terminal repeats	NA	6	11	0.9802	NA	3	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_834648	8267	No terminal repeats	NA	11	11	0.9802	NA	2	7.7029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_524020	3594	No terminal repeats	NA	5	11	0.9802	NA	1	6.7848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_269045	15276	No terminal repeats	NA	5	11	0.9802	NA	1	6.3232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Naomviridae
k141_522488	4498	No terminal repeats	NA	6	11	0.9801	NA	1	8.0151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_424366	8274	No terminal repeats	NA	20	11	0.9799	NA	1	12.4363	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_795074	4017	No terminal repeats	NA	4	11	0.9799	NA	0	5.1353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1030978	4437	No terminal repeats	NA	7	11	0.9798	NA	0	6.6245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_456485	3678	No terminal repeats	NA	6	11	0.9798	NA	1	9.3959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1165520	4317	No terminal repeats	NA	4	11	0.9798	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_604249	2746	No terminal repeats	NA	4	11	0.9798	NA	1	6.5421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_393641	2995	No terminal repeats	NA	7	11	0.9798	NA	0	6.3214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_979542	3080	No terminal repeats	NA	5	11	0.9797	NA	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae
k141_555012	5341	No terminal repeats	NA	11	11	0.9797	NA	2	6.2237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_470939	3310	No terminal repeats	NA	5	11	0.9797	NA	0	8.4893	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_172848	9721	No terminal repeats	NA	12	11	0.9797	NA	0	8.6915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_799550	5527	No terminal repeats	NA	2	11	0.9796	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_897881	12994	No terminal repeats	NA	16	11	0.9796	NA	2	11.7882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1092311	20850	No terminal repeats	NA	13	11	0.9795	NA	1	13.1962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13902	7082	No terminal repeats	NA	4	11	0.9795	NA	2	4.6855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_225287	6222	No terminal repeats	NA	7	11	0.9794	NA	1	6.6264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_967535	5167	No terminal repeats	NA	10	11	0.9794	NA	0	8.3920	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_348121	4402	No terminal repeats	NA	6	11	0.9794	NA	0	5.0228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_428764	16325	No terminal repeats	NA	23	11	0.9793	NA	2	17.4075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_35768	6052	No terminal repeats	NA	9	11	0.9793	NA	0	6.8251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_932415	8058	No terminal repeats	NA	12	11	0.9793	NA	3	12.6761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1030880	1469	No terminal repeats	NA	3	11	0.9793	NA	1	4.7356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_566575	2835	No terminal repeats	NA	5	11	0.9792	NA	0	8.1162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_239577	4267	No terminal repeats	NA	9	11	0.9792	NA	0	11.5527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1150388	4565	No terminal repeats	NA	9	11	0.9791	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30784	3819	No terminal repeats	NA	6	11	0.9790	NA	4	9.2215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_285473	11594	No terminal repeats	NA	17	11	0.9790	NA	8	19.0921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_526966	5219	No terminal repeats	NA	10	11	0.9789	NA	2	12.5414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_399282	2892	No terminal repeats	NA	3	11	0.9789	NA	2	3.2423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_950930	28593	No terminal repeats	NA	48	11	0.9788	NA	1	31.9175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_909358	5104	No terminal repeats	NA	6	11	0.9787	NA	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_235195	3602	No terminal repeats	NA	5	11	0.9787	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_960368	2636	No terminal repeats	NA	3	11	0.9787	NA	2	4.7083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_825291	3504	No terminal repeats	NA	6	11	0.9787	NA	1	4.8126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
k141_811533	1717	No terminal repeats	NA	5	11	0.9787	NA	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_627293	4799	No terminal repeats	NA	5	11	0.9787	NA	0	5.0703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_413911	4162	No terminal repeats	NA	6	11	0.9787	NA	0	6.3990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_843528	2112	No terminal repeats	NA	3	11	0.9785	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_153846	2263	No terminal repeats	NA	3	11	0.9785	NA	3	4.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1205338	7695	No terminal repeats	NA	9	11	0.9784	NA	1	6.5820	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_325664	3482	No terminal repeats	NA	6	11	0.9784	NA	2	6.1023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_458008	4301	No terminal repeats	NA	6	11	0.9783	NA	0	8.4110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_518559	5541	No terminal repeats	NA	11	11	0.9782	NA	0	5.9267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_742354	2232	No terminal repeats	NA	2	11	0.9782	NA	2	3.4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_717472	6519	No terminal repeats	NA	8	11	0.9782	NA	0	6.5217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_92817	2038	No terminal repeats	NA	3	4	0.9782	NA	1	4.7811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_942013	9387	No terminal repeats	NA	16	11	0.9781	NA	0	7.9419	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_621208	13892	No terminal repeats	NA	29	11	0.9780	NA	0	13.8251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57475	4673	No terminal repeats	NA	7	11	0.9780	NA	2	6.3662	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_944170	2794	No terminal repeats	NA	3	11	0.9779	NA	0	3.0740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1056600	11262	No terminal repeats	NA	24	11	0.9778	NA	0	15.4342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1061443	3333	No terminal repeats	NA	7	11	0.9777	NA	1	4.4933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kleczkowskaviridae
k141_1206590	2000	No terminal repeats	NA	4	11	0.9776	NA	2	6.3551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1212876	3025	No terminal repeats	NA	4	11	0.9776	NA	1	3.2133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1169872	4350	No terminal repeats	NA	5	11	0.9775	NA	0	4.8793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_986298	6930	No terminal repeats	NA	8	11	0.9775	NA	0	9.9491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1148740	1405	No terminal repeats	NA	2	11	0.9775	NA	1	2.6503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1250689	5477	No terminal repeats	NA	8	11	0.9775	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_762888	4727	No terminal repeats	NA	3	11	0.9774	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_820861	18929	No terminal repeats	NA	21	11	0.9774	NA	2	13.7036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1148670	2208	No terminal repeats	NA	5	11	0.9774	NA	2	6.4088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_199558	5871	No terminal repeats	NA	5	11	0.9773	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1031506	13621	No terminal repeats	NA	20	11	0.9773	NA	6	16.2933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_383356	14501	No terminal repeats	NA	18	11	0.9772	NA	4	13.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1185142	4756	No terminal repeats	NA	6	11	0.9772	NA	1	4.9244	Unclassified
k141_560444	2468	No terminal repeats	NA	4	11	0.9772	NA	3	4.3194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_764629	8470	No terminal repeats	NA	10	11	0.9772	NA	3	12.5279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_853145	5667	No terminal repeats	NA	7	11	0.9772	NA	1	5.1122	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_83358	4956	No terminal repeats	NA	10	11	0.9772	NA	2	11.3872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_886016	4550	No terminal repeats	NA	8	11	0.9772	NA	1	6.2206	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1062570	1028	No terminal repeats	NA	3	11	0.9772	NA	1	4.4263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_936188	2185	No terminal repeats	NA	5	11	0.9771	NA	1	6.2917	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_166640	1570	No terminal repeats	NA	3	11	0.9771	NA	1	4.2863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_861651	4153	No terminal repeats	NA	7	11	0.9770	NA	0	8.1778	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
k141_194191	5634	No terminal repeats	NA	4	11	0.9770	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_614823	4489	No terminal repeats	NA	4	11	0.9770	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_406872	3102	No terminal repeats	NA	4	11	0.9770	NA	2	5.1204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1256361	2822	No terminal repeats	NA	6	11	0.9769	NA	2	6.6727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_160244	3618	No terminal repeats	NA	4	11	0.9769	NA	3	6.7794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1110934	7439	No terminal repeats	NA	13	11	0.9769	NA	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1081225	3132	No terminal repeats	NA	6	11	0.9769	NA	0	5.8371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1129589	3735	No terminal repeats	NA	5	11	0.9768	NA	2	8.5077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_21787	3357	No terminal repeats	NA	4	11	0.9768	NA	3	6.3139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_165821	7098	No terminal repeats	NA	20	11	0.9767	NA	1	11.6703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_647917	2718	No terminal repeats	NA	2	11	0.9767	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_72462	2215	No terminal repeats	NA	4	11	0.9767	NA	1	4.4160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
